Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Esteban Ocon (OCO),1:49.754,1:42.100,1:41.418,1:41.263,1:41.341,1:41.543,1:41.377,1:41.287,1:41.632,1:41.881,1:42.323,1:44.598,1:59.991,1:39.097,1:39.339,1:39.546,1:39.545,1:39.280,1:39.333,1:39.469,1:39.521,1:39.898,1:40.903,1:40.104,1:40.415,1:41.462,1:40.608,1:40.435,1:41.740,1:40.920,1:42.885,1:58.836,1:38.380,1:41.769,1:40.353,1:38.882,1:39.033,1:38.792,1:38.562,1:40.478,1:38.936,1:38.729,1:38.688,1:38.938,1:38.799,1:39.012,1:38.651,1:38.796,1:39.032,1:39.006,1:39.065,1:39.039
Pascal Wehrlein (WEH),1:49.990,1:42.282,1:41.597,1:41.373,1:41.243,1:41.894,1:41.290,1:41.312,1:41.572,1:42.200,1:43.332,1:43.093,1:44.999,2:10.216,1:38.173,1:38.926,1:39.035,1:38.879,1:39.035,1:39.360,1:39.266,1:39.519,1:39.423,1:40.063,1:40.254,1:42.076,1:40.781,1:42.983,1:40.958,1:42.087,1:41.846,1:44.369,2:01.663,1:39.855,1:38.241,1:38.064,1:38.126,1:38.057,1:38.000,1:38.269,1:38.242,1:39.096,1:41.387,1:40.784,1:39.350,1:38.982,1:38.750,1:38.776,1:38.583,1:39.250,1:39.598,1:40.145
Jolyon Palmer (PAL),1:48.043,1:41.228,1:40.837,1:41.272,1:40.655,1:40.200,1:40.293,1:40.672,1:40.332,1:40.128,1:40.288,1:40.708,1:40.951,1:42.809,1:40.425,1:40.191,1:40.180,1:40.285,1:40.253,1:40.209,1:40.311,1:40.569,1:41.496,1:40.759,1:43.140,1:59.228,1:38.903,1:38.636,1:38.772,1:39.243,1:39.976,1:38.992,1:39.343,1:39.402,1:39.615,1:38.024,1:38.231,1:38.229,1:38.020,1:38.214,1:38.315,1:38.458,1:37.978,1:38.117,1:38.452,1:38.562,1:40.585,1:42.100,1:39.547,1:39.285,1:39.706,1:39.644
Carlos Sainz (SAI),1:45.895,1:40.353,1:39.876,1:40.134,1:40.010,1:39.901,1:40.315,1:40.248,1:40.412,1:40.978,1:40.033,1:39.995,1:42.692,1:59.354,1:40.352,1:40.147,1:40.785,1:40.827,1:42.192,1:39.265,1:40.475,1:40.838,1:41.093,1:39.993,1:41.178,1:40.178,1:40.304,1:39.544,1:41.192,1:39.076,1:39.991,1:39.179,1:38.996,1:39.060,1:38.996,1:39.221,1:42.000,1:57.090,1:37.854,1:39.435,1:37.723,1:38.322,1:39.076,1:38.932,1:40.268,1:38.766,1:38.717,1:39.823,1:40.936,1:39.173,1:39.373,1:38.740
Felipe Nasr (NAS),1:49.236,1:42.103,1:41.315,1:41.134,1:41.041,1:41.016,1:40.677,1:40.939,1:41.091,1:40.857,1:40.593,1:41.516,1:41.142,1:41.792,1:40.885,1:41.067,1:40.963,1:41.251,1:41.359,1:40.797,1:41.307,1:40.989,1:41.013,1:41.072,1:45.718,2:00.402,1:40.186,1:38.544,1:39.115,1:41.062,1:39.501,1:39.511,1:39.101,1:40.598,1:40.320,1:39.007,1:39.379,1:41.619,1:39.296,1:40.699,1:39.003,1:38.953,1:39.015,1:38.942,1:40.109,1:38.754,1:38.936,1:39.314,1:39.704,1:39.733,1:39.723,1:40.185
Max Verstappen (VER),1:39.495,1:37.559,1:37.517,1:37.932,1:38.083,1:38.314,1:38.551,1:38.667,1:39.124,1:41.482,1:55.988,1:37.364,1:37.656,1:37.474,1:37.589,1:37.333,1:37.544,1:37.467,1:37.184,1:37.165,1:37.477,1:37.394,1:37.538,1:37.545,1:37.559,1:37.664,1:38.197,1:41.367,1:55.657,1:36.575,1:36.766,1:36.850,1:36.911,1:36.767,1:36.879,1:37.647,1:36.520,1:36.602,1:37.011,1:37.915,1:37.651,1:37.185,1:36.386,1:37.115,1:36.499,1:36.837,1:36.743,1:36.999,1:37.291,1:36.902,1:37.100,1:37.469,1:37.805
Marcus Ericsson (ERI),1:48.198,1:41.684,1:40.923,1:41.252,1:40.744,1:40.730,1:40.823,1:40.400,1:40.756,1:40.647,1:40.713,1:40.390,1:41.808,1:40.748,1:40.597,1:40.369,1:40.748,1:41.409,1:40.617,1:40.672,1:40.874,1:40.914,1:41.178,1:41.082,1:41.077,1:43.957,1:59.258,1:38.496,1:40.698,1:41.086,1:40.486,1:38.960,1:38.991,1:38.924,1:38.746,1:38.786,1:38.946,1:39.855,1:38.695,1:39.844,1:39.541,1:39.628,1:38.987,1:39.021,1:38.989,1:38.923,1:38.908,1:38.935,1:40.004,1:39.125,1:39.481,1:39.653
Daniil Kvyat (KVY),1:45.433,1:40.164,1:39.683,1:40.183,1:39.849,1:39.995,1:40.241,1:40.390,1:40.506,1:42.949,1:58.859,1:40.815,1:39.878,1:40.316,1:40.023,1:40.466,1:40.612,1:40.983,1:40.597,1:40.433,1:40.692,1:41.116,1:42.653,1:58.491,1:37.597,1:38.675,1:38.568,1:39.616,1:40.016,1:39.601,1:38.202,1:38.738,1:38.397,1:39.613,1:38.273,1:38.562,1:38.668,1:38.993,1:38.653,1:38.733,1:40.213,1:38.636,1:38.805,1:40.926,1:38.991,1:40.247,1:38.715,1:38.919,1:38.527,1:38.543,1:38.555,1:38.546
Kevin Magnussen (MAG),1:48.825,1:41.930,1:40.956,1:41.341,1:40.780,1:40.927,1:40.922,1:40.662,1:40.602,1:40.580,1:40.973,1:40.691,1:41.850,1:41.527,1:41.030,1:41.753,1:40.583,1:40.863,1:40.645,1:40.375,1:40.535,1:40.883,1:41.457,1:41.213,1:43.305,1:58.296,1:38.036,1:39.167,1:40.920,1:41.036,1:40.323,1:38.570,1:38.768,1:38.782,1:38.517,1:38.766,1:38.587,1:38.852,1:39.747,1:38.595,1:38.735,1:40.675,1:40.432,1:38.533,1:38.608,1:38.768,1:39.056,1:38.835,1:39.041,1:39.406,1:41.013,1:40.250
Valtteri Bottas (BOT),1:46.560,1:40.648,1:40.129,1:40.308,1:40.198,1:40.313,1:40.177,1:40.276,1:40.423,1:40.422,1:40.451,1:40.341,1:40.202,1:39.924,1:40.421,1:40.135,1:40.533,1:41.309,1:41.226,1:40.560,1:40.511,1:40.314,1:40.150,1:40.234,1:40.209,1:42.479,2:00.507,1:39.200,1:38.116,1:37.977,1:38.231,1:38.161,1:37.844,1:37.994,1:38.194,1:38.608,1:38.373,1:38.575,1:38.632,1:38.016,1:38.044,1:38.043,1:38.135,1:38.491,1:38.498,1:38.353,1:38.516,1:38.836,1:39.095,1:39.365,1:39.674,1:39.906,1:39.819
