Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Jan Magnussen (MAG),1:37.480,1:23.611,1:24.464,1:24.163,1:23.517,1:23.224,1:23.053,1:23.035,1:23.060,1:23.402,1:23.402,1:22.842,1:23.443,1:23.492,1:23.937,1:22.636,1:23.095,1:22.574,1:22.387,1:23.108,1:24.457,1:22.319,1:22.445,1:31.904,1:48.711,1:22.125,1:22.830,1:22.336,1:22.836,1:22.122,1:22.201,1:22.454,1:22.189,1:22.356,1:22.734,1:22.752,1:22.890,1:21.845,1:21.626,1:21.649,1:22.702,1:21.957,1:22.064,1:21.814,1:21.649,1:23.687,1:22.113,1:23.493,1:32.363,1:45.856,1:21.398,1:26.503,1:21.731,1:21.277,1:21.253,1:20.991,1:21.645,1:21.481,1:21.714,1:21.756,1:21.570,1:21.585,1:21.705,1:21.995,1:22.014,1:22.227,1:21.967,1:21.720,1:22.365,1:22.419
Shinji Nakano,1:37.495,1:25.023,1:24.475
Esteban Tuero,1:40.984,1:26.403,1:25.889,1:24.067,1:23.993,1:23.722,1:23.973,1:23.846,1:24.035,1:23.871,1:23.882,1:24.830,1:24.806,1:23.849,1:23.547,1:23.538,1:24.028,1:24.006,1:24.862,1:25.092,1:24.379,1:23.893,1:24.140,1:23.744,1:24.051,1:24.058,1:23.454,1:24.277,1:24.649,1:24.733,1:24.038,1:24.004,1:23.962,1:24.728,1:26.295,1:23.820,1:23.293,1:23.463,1:24.947,1:35.357,1:49.496,1:23.368,1:25.347,1:24.878
Ricardo Rosset,1:38.756,1:25.338,1:24.301,1:24.718,1:23.814,1:23.869,1:24.238,1:23.555,1:24.492,1:23.947,1:23.962,1:23.782,1:24.263,1:23.342,1:24.069,1:23.577,1:23.884,1:23.504,1:23.458,1:26.110,1:26.609,1:36.349,1:45.634,1:25.491,1:23.728,1:23.847,1:27.513,1:25.889,1:27.450,1:25.418,1:24.093,1:25.041,1:24.012,1:23.833,1:23.921,1:23.701,1:24.131,1:25.006,1:25.450,1:26.341,1:23.499,1:24.078,1:23.957,1:25.225,1:24.346,1:24.074,1:24.964,1:34.950,1:54.315,1:24.614,1:23.726,1:23.998
Damon Hill,1:36.408,1:24.201,1:24.330,1:23.835,1:23.249,1:23.345,1:23.289,1:22.791,1:23.169,1:23.267,1:22.877,1:23.584,1:23.158,1:24.164,1:23.715,1:22.373,1:22.586,1:22.533,1:22.610,1:22.827,1:23.224,1:23.093,1:22.255,1:22.945,1:23.036,1:23.841,1:23.909,1:24.052,1:23.098,1:22.895,1:24.010,1:23.121,1:22.816,1:23.205,1:22.687,1:23.187,1:32.557,1:43.608,1:24.854,1:22.572,1:22.277,1:21.602,1:21.930,1:21.990,1:22.931,1:22.297,1:21.895,1:22.057,1:21.918,1:21.880,1:21.912,1:21.035,1:21.552,1:21.693,1:22.117,1:21.834,1:22.034,1:21.346,1:23.840,1:24.011,1:22.330,1:23.514,1:24.242,1:23.723,1:22.876,1:23.351,1:22.596,1:23.339,1:24.655,1:23.600
Toranosuke Takagi,1:37.978,1:24.857,1:24.400,1:24.436,1:23.412,1:23.796,1:23.750,1:23.694,1:23.491,1:23.716,1:23.806,1:23.575,1:23.446,1:23.903,1:24.578,1:23.754,1:23.713,1:23.226,1:23.810
Johnny Herbert,1:36.093,1:24.170,1:23.955,1:23.517,1:23.430,1:23.470,1:23.140,1:23.080,1:22.837,1:23.107,1:23.253,1:23.333,1:23.249,1:22.703,1:22.194,1:21.970,1:22.109,1:22.828,1:22.189,1:22.338,1:22.803,1:22.133,1:22.027,1:22.135,1:22.404,1:22.364,1:22.282,1:22.478,1:22.351,1:23.268,1:23.906,1:22.744,1:23.519,1:22.442,1:22.388,1:22.586,1:22.153,1:21.881,1:22.304,1:22.735,1:30.909,1:43.634,1:21.791,1:22.261,1:22.380,1:22.030,1:21.952,1:21.607,1:21.942,1:21.758,1:21.757,1:21.456,1:21.900,1:22.480,1:22.578,1:22.277,1:23.394,1:23.232,1:23.339,1:23.358,1:24.403,1:23.709,1:23.776,1:26.003,1:25.651,1:27.799,1:42.813
Pedro Diniz,1:40.935,1:26.779,1:26.009,1:24.439,1:23.920,1:23.915,1:23.887,1:23.783,1:23.891,1:23.891,1:23.850,1:24.348,1:25.173,1:24.687,1:23.878,1:22.969,1:23.580,1:23.984,1:25.286,1:24.598,1:24.602,1:23.671,1:24.735,1:23.380,1:23.748,1:24.767
Mika Salo,1:39.665,1:25.422,1:24.597,1:24.669,1:24.590,1:24.149,1:24.321,1:24.041,1:23.962,1:24.100,1:23.935,1:23.565,1:23.923,1:23.964,1:23.934,1:23.797,1:23.856,1:23.619
Mika Häkkinen,1:25.628,1:21.122,1:20.946,1:21.092,1:21.095,1:20.524,1:20.677,1:20.285,1:20.290,1:20.235,1:20.457,1:20.229,1:20.117,1:19.893,1:20.057,1:19.992,1:20.413,1:20.621,1:20.612,1:21.317,1:22.141,1:21.524,1:20.065,1:20.035,1:20.099,1:19.983,1:20.272,1:20.863,1:20.338,1:20.147,1:20.330,1:20.994,1:21.526,1:20.594,1:20.523,1:20.653,1:20.639,1:20.714,1:30.582,1:43.641,1:21.276,1:19.905,1:19.809,1:20.088,1:20.041,1:20.213,1:19.940,1:19.949,1:19.596,1:20.755,1:20.016,1:21.017,1:20.175,1:20.783,1:19.647,1:19.723,1:19.952,1:19.763,1:19.999,1:19.647,1:20.094,1:20.045,1:20.014,1:19.337,1:20.115,1:20.241,1:20.131,1:20.626,1:21.073,1:21.134,1:21.345,1:24.033
Eddie Irvine,1:29.545,1:22.671,1:22.180,1:21.956,1:22.073,1:21.720,1:21.960,1:21.649,1:21.936,1:23.080,1:21.549,1:22.502,1:21.785,1:21.831,1:21.391,1:21.495,1:21.720,1:21.670,1:21.290,1:21.476,1:22.008,1:21.675,1:21.377,1:21.393,1:21.361,1:22.074,1:30.277,1:40.612,1:21.231,1:21.898,1:21.711,1:22.391,1:22.285,1:22.247,1:22.049,1:22.456,1:22.000,1:21.930,1:21.875,1:21.863,1:22.508,1:22.729,1:20.991,1:20.575,1:20.509,1:20.938,1:20.677,1:20.791,1:20.783,1:20.788,1:20.978,1:20.477,1:20.493,1:20.541,1:29.106,1:39.723,1:20.725,1:20.569,1:20.570,1:20.795,1:20.378,1:20.561,1:20.890,1:20.802,1:21.111,1:21.397,1:21.062,1:20.902,1:21.066,1:21.920,1:22.638
Jean Alesi,1:33.745,1:23.987,1:23.238,1:22.950,1:23.037,1:22.953,1:22.498,1:22.756,1:22.907,1:22.561,1:22.418,1:22.486,1:22.342,1:22.538,1:22.420,1:22.162,1:22.035,1:22.303,1:22.484,1:22.301,1:22.310,1:22.200,1:22.614,1:22.208,1:22.441,1:22.173,1:22.385,1:23.269,1:22.598,1:22.142,1:22.244,1:22.595,1:22.101,1:22.335,1:21.994,1:22.508,1:21.901,1:21.973,1:21.709,1:21.856,1:22.367,1:31.846,1:44.099,1:21.618,1:21.151,1:21.466,1:21.067,1:21.194,1:21.482,1:21.128,1:21.888,1:21.190,1:21.228,1:21.306,1:21.848,1:21.164,1:21.119,1:21.576,1:20.804,1:20.943,1:20.856,1:21.027,1:20.623,1:20.706,1:21.476,1:21.013,1:21.139,1:21.394,1:21.054,1:21.416,1:21.363
