Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Shinji Nakano,2:38.479,3:05.760,2:17.414,2:14.809,2:14.593,2:14.445,2:14.405,2:14.848,2:20.112,2:15.516,2:15.850,2:13.230,2:13.294,2:15.242,2:16.518,2:17.514,2:21.274,2:22.530,2:22.271,2:23.754,2:22.318,2:26.487,2:27.984,2:32.013,2:47.129,2:34.538,15:57.277,2:24.926,2:21.835,2:20.012,2:18.654,2:18.541,2:17.860,2:18.040,2:18.880,2:18.907,2:20.131,2:21.056,2:22.624
Esteban Tuero,2:44.595,3:02.694,2:23.793,2:20.286,2:19.996,2:20.290,2:22.705,2:25.683,2:27.199,2:41.869,2:22.833,2:22.053,2:24.406,2:28.999,2:27.272,2:28.148,2:31.531
Damon Hill,2:25.172,3:10.110,2:09.190,2:06.809,2:05.869,2:06.121,2:05.630,2:08.603,2:08.378,2:07.711,2:07.810,2:07.647,2:08.106,2:11.598,2:14.971,2:22.372,2:31.345,2:11.570,2:11.953,2:12.792,2:12.965,2:14.602,2:20.331,2:17.614,2:12.956,2:16.701,2:14.733,2:21.899,3:49.642,3:26.164,3:25.126,3:17.615,2:12.662,2:11.969,2:13.068,2:12.533,2:13.584,2:14.691,2:13.797,2:12.835,2:12.753,2:14.168,2:15.869,2:15.374
Toranosuke Takagi,2:35.889,3:07.326,2:17.206,2:13.897,2:13.746,2:12.327,2:13.005,2:12.600,2:14.054,2:12.388
Pedro Diniz,2:33.753,3:08.696,2:14.259,2:11.911,2:11.331,2:13.849,2:14.181,2:13.730,2:13.544,2:12.510,2:13.958,2:13.236,2:12.007,2:13.330,2:14.830,2:14.268,2:18.681,2:18.830,2:19.351,2:20.210,2:23.087,2:46.380,2:21.301,2:29.499,2:20.162,2:22.001,2:25.628,2:31.023,2:22.141,2:20.062,3:23.385,3:18.067,2:26.760,2:17.550,2:15.234,2:15.519,2:14.398,2:14.308,2:14.829,2:15.025,2:15.425,2:18.571,2:20.588,2:21.682
Eddie Irvine,2:27.518,3:09.476,2:09.853,2:07.350,2:09.309,2:06.561,2:06.850,2:06.601,2:06.891,2:38.223,2:38.408,2:10.719,2:11.487,2:14.894,2:14.164,2:12.872,2:15.672,2:11.534,2:10.889,2:12.643,2:13.614,2:15.367,2:15.421,2:19.321,2:30.282
Jean Alesi,2:28.964,3:09.485,2:15.540,2:10.128,2:09.071,2:08.371,2:07.597,2:08.679,2:07.780,2:10.659,2:08.921,2:07.600,2:07.713,2:10.906,2:15.296,2:26.059,2:31.593,2:12.222,2:12.354,2:13.491,2:12.393,2:12.861,2:13.685,2:14.349,2:21.410,2:14.877,2:11.982,2:20.614,3:32.399,3:25.786,3:25.523,3:17.106,2:16.077,2:12.747,2:11.833,2:12.199,2:12.840,2:13.705,2:13.872,2:13.429,2:13.104,2:16.502,2:16.054,2:16.872
Jos Verstappen,2:34.661,3:08.102,2:16.591,2:14.640,2:13.272,2:12.580,2:13.208,2:12.425
Heinz-Harald Frentzen,2:31.614,3:07.818,2:13.482,2:09.246,2:09.939,2:06.824,2:06.284,2:07.287,2:06.725,2:09.725,2:09.058,2:07.838,2:08.032,2:24.259,2:14.674,2:25.143,2:33.418,2:14.204,2:13.967,2:15.498,2:16.986,2:16.294,2:17.045,2:15.916,2:15.799,2:15.045,2:18.873,2:20.571,3:06.004,3:25.612,3:25.517,3:17.218,2:16.834,2:14.684,2:13.771,2:14.694,2:16.981,2:15.729,2:16.012,2:15.984,2:17.709,2:16.294,2:16.110,2:18.933
Jacques Villeneuve (VIL),2:30.857,3:07.685,2:12.987,2:09.730,2:12.163,2:10.357,2:08.337,2:07.825,2:08.208,2:12.494,2:09.046,2:10.934,2:08.172,2:13.888,2:13.365,2:19.969
Michael Schumacher (MSC),2:25.912,3:10.207,2:09.467,2:06.834,2:06.105,2:05.440,2:05.650,2:07.187,2:03.766,2:05.916,2:05.754,2:06.353,2:06.243,2:07.751,2:13.014,2:20.780,2:28.252,2:10.283,2:10.392,2:11.135,2:11.010,2:13.671,2:16.420,2:14.504,2:49.549
Ralf Schumacher (SCH),2:32.149,3:07.819,2:14.410,2:10.413,2:09.171,2:10.576,2:08.399,2:09.560,2:08.938,2:11.853,2:14.787,2:26.938,2:09.309,2:10.868,2:11.273,2:12.067,2:10.828,2:11.669,2:10.734,2:11.979,2:12.483,2:12.743,2:13.090,2:17.391,2:18.854,2:14.964,2:16.146,2:35.588,3:20.896,3:25.955,3:25.090,3:17.537,2:14.668,2:12.060,2:12.285,2:12.864,2:12.974,2:14.259,2:13.710,2:13.198,2:12.996,2:14.191,2:15.438,2:15.220
Giancarlo Fisichella (FIS),2:33.257,3:07.647,2:14.669,2:11.386,2:09.528,2:16.211,2:12.707,2:10.149,2:11.173,2:09.833,2:09.912,2:09.944,2:11.335,2:10.577,2:12.077,2:17.780,2:41.098,2:17.742,2:13.366,2:14.781,2:15.387,2:16.793,2:17.615,2:15.351,2:14.490,2:16.534
Jarno Trulli (TRU),2:38.895,3:05.969,2:17.678,2:14.755,2:14.333,2:14.364,2:14.255,2:14.911,2:20.259,2:14.005,2:12.536,2:11.838,2:11.701,2:12.785,2:15.315,2:17.788,2:16.347,2:16.464,2:18.162,2:19.972,2:28.239,2:44.923,2:26.751,2:25.916,2:33.059,2:29.764,2:40.491,2:49.472,3:23.736,3:26.025,3:17.496,2:36.115,2:29.006,2:27.033,2:25.821,2:24.133,2:22.896,2:23.767,2:28.137,2:28.829,2:42.500,2:45.790
David Coulthard (COU),3:11.474,2:36.337,2:19.952,2:15.476,2:13.443,2:12.983,2:12.534,2:14.636,2:24.836,2:30.676,2:13.062,2:11.548,2:11.769,2:12.630,2:12.586,2:14.108,2:15.861,2:14.424,2:14.725,2:16.679,2:18.284,2:16.824,2:16.601,2:51.017,15:25.994,2:19.612,3:11.346,2:18.481,2:13.085,2:12.502,2:13.292,2:12.715,2:10.950,2:11.745,2:11.587,2:12.391,2:12.994,2:15.950,2:16.104
