Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Nico Hülkenberg (HUL),2:02.991,1:57.234,1:56.679,1:56.543,1:56.836,1:56.698,1:56.598,1:56.841,2:01.628,2:10.472,1:55.704,1:55.730,1:56.895,1:56.849,1:56.559,1:55.583,1:55.885,1:56.699,1:55.969,1:55.681,1:55.364,1:55.387,1:55.371,1:59.926,2:08.430,1:53.257,1:54.838,1:54.587,1:53.241,1:53.588,1:53.416,1:53.691,1:53.818,1:55.427,1:53.750,1:54.051,1:54.389,1:53.780,1:53.724,1:53.191,1:53.110,1:53.156,1:53.313,1:53.575
Romain Grosjean (GRO),2:03.575,1:57.843,1:56.852,1:56.461,1:56.803,1:56.736,1:56.820,1:58.248,1:56.231,1:55.864,1:55.980,1:56.593,1:55.610,1:57.247,1:55.941,1:56.490,1:56.645,1:55.725,1:55.876,1:56.044,1:56.546,2:00.781,2:08.048,1:54.174,1:53.817,1:53.376,1:53.299,1:53.837,1:53.758,1:53.121,1:52.721,1:52.823,1:52.637,1:52.497,1:52.588,1:52.541,1:52.603,1:52.563,1:52.579,1:54.703,1:52.795,1:52.764,1:52.945,1:52.942
Sebastian Vettel (VET),1:57.568,1:54.624,1:54.865,1:54.992,1:55.508,1:55.094,1:55.199,1:55.088,1:55.228,1:55.289,1:55.375,1:55.189,1:55.501,1:59.857,2:07.144,1:52.804,1:53.091,1:52.915,1:53.138,1:52.996,1:53.022,1:53.090,1:53.473,1:53.374,1:53.397,1:53.663,1:53.362,1:54.059,1:53.677,1:57.759,2:05.219,1:50.885,1:51.683,1:50.976,1:51.051,1:51.122,1:50.849,1:51.033,1:51.106,1:50.756,1:51.184,1:51.288,1:52.100,1:52.603
Jenson Button (BUT),2:00.966,1:56.457,1:56.035,1:57.103,1:56.800,1:55.897,1:56.094,1:55.606,1:55.823,1:55.878,1:56.071,1:56.208,1:55.846,1:56.026,1:56.536,1:56.148,2:01.157,2:08.289,1:53.295,1:53.613,1:53.839,1:53.493,1:53.778,1:53.419,1:53.448,1:53.674,1:53.321,1:53.520,1:53.580,1:53.431,1:53.289,1:53.550,1:53.464,1:58.100,2:05.429,1:50.823,1:51.078,1:51.050,1:51.291,1:51.560,1:51.631,1:51.942,1:52.100,1:52.332
Mark Webber (WEB),2:02.006,1:56.666,1:56.234,1:56.110,1:55.353,1:55.726,1:55.795,1:55.306,1:56.040,1:56.086,1:56.154,1:56.025,1:59.890,2:08.116,1:53.458,1:54.669,1:54.212,1:53.641,1:53.670,1:53.667,1:54.018,1:53.970,1:53.859,1:54.434,1:53.884,1:54.486,1:54.283,1:54.430,1:59.136,2:05.703,1:51.397,1:51.639,1:51.665,1:51.786,1:52.024,1:52.507,1:51.991,1:51.743,1:51.704,1:51.770,1:52.664,1:52.085,1:52.229,1:53.810
Adrian Sutil (SUT),2:05.656,1:57.406,1:57.526,1:56.582,1:56.309,1:56.406,1:57.875,1:56.464,1:57.105,1:56.552,2:00.414,2:09.147,1:54.778,1:55.934,1:55.215,1:55.152,1:55.419,1:55.901,1:54.954,1:54.899,1:55.173,1:55.244,1:54.752,1:54.754,1:54.803,1:58.930,2:11.753,1:53.527,1:52.922,1:52.868,1:52.768,1:52.817,1:52.674,1:52.659,1:52.226,1:52.627,1:52.689,1:52.519,1:52.438,1:53.142,1:52.799,1:52.666,1:52.408,1:52.891
Felipe Massa (MAS),2:04.914,1:57.616,1:57.484,1:56.205,1:56.577,1:56.674,1:56.815,1:56.186,2:00.641,2:08.198,1:54.244,1:56.409,1:54.434,1:55.287,1:56.255,1:55.506,1:54.360,1:55.770,1:54.764,1:54.488,1:54.523,1:54.904,1:54.651,1:54.885,1:55.262,1:59.612,2:06.204,1:53.448,1:52.404,1:52.561,1:52.509,1:52.363,1:52.217,1:52.323,1:52.390,1:52.300,1:52.457,1:52.750,1:52.342,1:52.182,1:52.556,1:52.591,1:52.758,1:53.099
Kimi Räikkönen (RAI),2:04.092,1:56.592,1:56.761,1:56.375,1:57.313,1:56.340,1:56.873,1:56.501,1:55.729,1:55.984,1:55.530,1:55.599,1:55.925,2:00.141,2:09.952,1:56.049,1:56.021,1:55.093,1:53.932,1:53.688,1:53.881,1:54.366,1:54.698,1:55.183,2:04.230
Fernando Alonso (ALO),2:01.241,1:56.676,1:56.095,1:55.174,1:55.816,1:54.885,1:55.121,1:55.170,1:55.164,1:55.161,1:55.409,1:55.516,1:59.884,2:07.057,1:53.905,1:53.289,1:53.943,1:53.559,1:53.181,1:53.309,1:53.358,1:53.369,1:53.562,1:53.432,1:54.448,1:53.649,1:53.625,1:58.948,2:05.064,1:51.417,1:52.007,1:51.801,1:51.761,1:52.005,1:52.150,1:51.383,1:51.893,1:52.013,1:51.897,1:52.485,1:52.524,1:52.087,1:52.334,1:52.298
Nico Rosberg (ROS),2:00.369,1:56.098,1:55.871,1:55.976,1:55.980,1:56.739,1:55.709,1:55.684,1:56.009,1:56.204,1:55.919,2:00.243,2:07.781,1:54.339,1:54.360,1:54.050,1:54.092,1:54.074,1:54.025,1:54.113,1:54.242,1:54.151,1:53.686,1:54.059,1:58.012,2:06.965,1:53.407,1:53.034,1:53.635,1:53.253,1:53.114,1:52.948,1:52.566,1:52.071,1:52.063,1:51.951,1:51.759,1:51.774,1:51.582,1:51.866,1:52.475,1:51.931,1:51.929,1:51.960
Lewis Hamilton (HAM),1:59.009,1:56.032,1:55.574,1:55.717,1:55.188,1:55.282,1:55.165,1:55.152,1:55.387,1:55.259,1:59.900,2:09.967,1:56.403,1:53.984,1:55.478,1:53.647,1:53.923,1:53.706,1:53.475,1:53.972,1:54.016,1:54.153,1:53.947,1:54.203,1:54.410,1:59.459,2:06.400,1:52.840,1:53.103,1:53.802,1:53.061,1:53.185,1:52.886,1:52.621,1:52.074,1:51.769,1:52.117,1:51.597,1:51.596,1:52.346,1:51.855,1:52.018,1:51.877,1:52.375
