Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Jules Bianchi (BIA),2:09.275,2:00.336,2:00.190,2:00.012,2:00.605,2:00.183,1:59.293,1:59.122,1:59.649,1:59.164,1:59.115,1:59.239,1:58.888,2:03.488,2:12.752,1:56.794,1:57.041,1:57.055,1:56.795,1:56.798,1:57.213,1:56.893,1:56.966,1:56.822,1:57.094,1:58.171,1:57.511,2:01.630,2:12.669,1:56.801,1:56.534,1:55.033,1:55.537,1:57.919,1:56.361,1:55.103,1:54.894,1:55.799,1:56.430,1:57.257,1:58.770,1:56.868,1:59.382
Giedo van der Garde (VDG),2:06.081,1:59.362,1:59.885,1:59.041,1:58.983,1:57.890,1:57.887,1:57.499,1:58.198,1:59.230,1:58.212,1:58.992,1:58.479,1:59.432,2:03.637,2:13.662,1:56.187,1:55.811,1:56.026,1:55.878,1:56.024,1:55.893,1:55.597,1:55.743,1:55.690,1:55.797,1:56.238,1:56.331,2:01.897,2:10.430,1:54.458,1:55.453,1:54.471,1:54.753,1:55.256,1:54.214,1:54.470,1:54.147,1:55.153,1:56.427,1:54.570,1:54.204,1:53.995
Valtteri Bottas (BOT),2:08.573,1:58.955,1:58.794,1:58.942,1:56.734,1:56.849,1:56.893,1:57.044,1:56.966,1:57.301,1:57.404,1:57.924,1:58.431,2:04.401,2:09.471,1:55.589,1:54.933,1:55.013,1:55.432,1:56.158,1:55.034,1:56.152,1:55.097,1:55.096,1:57.343,1:56.064,1:56.936,1:59.897,2:08.177,1:52.691,1:52.688,1:52.774,1:52.859,1:52.945,1:53.322,1:53.125,1:53.328,1:53.046,1:53.570,1:53.325,1:53.066,1:53.481,1:53.465,1:54.364
Esteban Gutiérrez (GUT),2:08.298,1:58.743,1:58.666,1:56.883,1:57.089,1:56.689,1:56.434,1:57.752,1:56.142,1:56.270,1:57.199,1:56.491,1:56.665,1:56.984,1:57.346,1:57.288,1:56.810,1:57.866,2:02.221,2:09.939,1:55.368,1:53.434,1:53.947,1:54.641,1:54.437,1:54.349,1:56.962,1:59.788,2:06.003,1:51.849,1:52.461,1:52.694,1:52.758,1:52.855,1:52.990,1:52.678,1:52.644,1:52.358,1:52.782,1:52.615,1:57.163,2:01.198,1:52.166,1:52.717
Max Chilton (CHI),2:09.847,2:01.936,2:01.187,2:00.510,2:00.353,2:00.235,1:59.885,1:59.702,1:59.575,1:59.781,1:59.369,1:59.833,2:00.240,1:59.840,2:04.247,2:12.556,1:57.093,1:57.336,1:57.450,1:57.140,1:56.927,1:58.510,1:57.389,1:58.592,1:57.840,1:57.384,1:58.123,2:00.097,2:04.168,2:11.218,1:54.924,2:02.173,2:06.037,1:57.459,1:55.462,1:55.600,1:55.400,1:55.728,1:57.228,1:56.280,1:57.404,1:57.978
Charles Pic (PIC),2:10.059,2:00.003,2:00.501,1:59.375,2:00.649,1:57.522,1:57.330,2:06.135
Jean-Éric Vergne (VER),2:06.951,1:59.014,1:57.009,1:56.789,1:57.097,1:56.557,1:56.540,1:56.821,1:56.770,2:01.915,2:09.715,1:55.709,1:54.781,1:55.260,1:55.229,1:55.314,1:55.285,1:56.230,1:56.143,1:55.781,1:55.562,1:55.295,1:55.806,2:00.731,2:08.911,1:55.072,1:53.076,1:53.209,1:53.065,1:53.175,1:53.254,1:53.727,1:53.812,1:53.859,1:53.369,1:53.255,1:53.140,1:54.019,1:53.094,1:53.580,1:53.667,1:53.494,1:53.507,1:54.347
Daniel Ricciardo (RIC),2:07.396,1:59.107,1:58.318,1:56.827,1:56.518,1:56.496,1:56.583,1:56.418,1:57.209,1:57.139,1:56.891,1:56.850,1:56.687,1:56.879,1:56.992,2:00.929,2:07.913,1:53.671,1:54.009,1:56.522,1:55.535,1:55.947,1:56.040,1:54.160,1:53.670,1:53.505,1:53.611,1:54.146,1:55.003,1:54.141,1:54.399,1:54.807,1:58.897,2:05.637,1:51.238,1:52.064,1:51.940,1:50.967,1:51.344,1:51.891,1:51.676,1:51.052,1:51.914,1:52.728
Sergio Pérez (PER),2:04.547,1:57.615,1:56.941,1:56.578,1:56.667,1:56.596,1:56.634,1:56.110,1:56.733,1:56.178,1:55.939,1:56.112,2:00.308,2:04.412,1:57.230,1:57.040,1:57.949,2:02.085,2:07.685,1:54.123,1:54.535,1:54.798,1:54.530,1:54.476,1:55.105,1:53.928,1:53.753,1:53.914,1:53.755,1:53.574,1:53.697,1:53.692,1:54.014,1:53.472,1:54.679,1:53.634,1:54.059,1:53.618,1:53.688,1:53.548,1:54.379,1:53.934,1:53.754,1:54.114
Paul di Resta (DIR),2:02.583,1:56.932,1:56.555,1:56.649,1:56.719,1:56.685,1:56.461,1:56.451,1:56.544,2:00.778,2:10.081,1:55.955,1:55.521,1:55.481,1:56.307,1:56.651,1:57.042,1:58.406,1:56.098,1:55.020,1:54.757,1:55.201,1:54.904,1:55.106,2:00.078,2:07.298
Pastor Maldonado (MAL),2:06.494,1:58.015,1:57.325,1:57.138,1:56.581,1:56.670,1:56.822,1:56.707,1:57.238,1:57.205,2:01.601,2:12.648,1:55.614,1:55.319,1:55.555,1:55.562,1:55.476,1:55.136,1:55.223,1:56.080,1:56.112,1:56.367,1:57.383,1:55.941,1:56.180,1:56.955,2:16.507,2:20.284,1:52.978,1:53.050,1:53.160,1:52.821,1:52.985,1:52.795,1:52.579,1:52.828,1:53.461,1:59.969,2:17.515,1:53.162,1:52.997,1:53.630,1:55.668
