Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Jules Bianchi (BIA),1:42.659,1:34.384,1:33.958,1:33.271,1:33.890,1:32.151,1:31.942,1:32.053,1:32.357,1:31.445,1:31.618,1:31.588,1:31.467,1:31.447,1:31.422,1:31.396,1:31.471,1:31.551,1:31.563,1:31.347,1:31.242,1:35.360,1:51.891,1:30.315,1:31.079,1:30.481,1:30.507,1:30.837,1:30.544,1:30.824,1:30.380,1:30.149,1:30.148,1:33.770,1:30.968,1:31.864,1:30.375,1:30.259,1:30.106,1:32.611,1:31.004,1:30.772,1:29.981,1:31.319,1:29.874,1:30.831,1:29.595,1:29.700,1:29.897,1:30.054,1:30.259,1:30.325
Giedo van der Garde (VDG),1:42.659,1:33.532,1:32.124,1:31.570,1:31.197,1:31.118,1:31.199,1:31.175,1:31.040,1:30.926,1:31.059,1:31.190,1:31.497,1:31.859,1:31.043,1:30.974,1:32.055,1:35.734,1:53.090,1:30.433,1:30.099,1:29.735,1:29.981,1:29.989,1:29.739,1:29.726,1:29.962,1:29.897,1:30.042,1:29.778,1:29.770,1:29.750,1:29.845,1:29.582,1:29.668,1:29.740,1:29.735,1:29.625,1:33.934,2:02.897,1:30.874,1:29.408,1:29.589,1:30.237,1:28.921,1:28.889,1:29.322,1:29.902,1:28.843,1:28.706,1:30.647,1:28.663
Valtteri Bottas (BOT),1:41.682,1:33.192,1:31.333,1:31.120,1:30.541,1:30.491,1:30.533,1:30.461,1:30.585,1:30.316,1:30.279,1:30.086,1:30.201,1:30.013,1:30.183,1:30.117,1:30.103,1:30.358,1:30.087,1:29.882,1:29.743,1:30.055,1:30.838,1:30.259,1:35.081,1:50.299,1:29.135,1:28.730,1:28.508,1:28.614,1:28.464,1:28.777,1:28.406,1:28.621,1:28.500,1:28.335,1:28.214,1:28.220,1:28.138,1:27.987,1:28.477,1:28.059,1:28.100,1:28.159,1:28.145,1:27.977,1:28.509,1:28.045,1:28.062,1:27.197,1:27.554,1:28.242,1:27.166
Esteban Gutiérrez (GUT),1:40.914,1:32.474,1:30.770,1:30.830,1:30.212,1:30.142,1:30.073,1:30.376,1:30.189,1:30.307,1:30.104,1:30.274,1:30.046,1:29.651,1:29.718,1:29.581,1:29.654,1:29.856,1:29.878,1:29.684,1:29.637,1:29.609,1:29.683,1:29.490,1:28.854,1:29.002,1:32.872,1:48.968,1:27.819,1:27.902,1:28.147,1:27.708,1:27.775,1:28.063,1:28.119,1:28.157,1:27.763,1:27.783,1:27.773,1:27.949,1:30.942,1:29.003,1:27.976,1:28.396,1:28.019,1:27.913,1:27.748,1:27.556,1:28.664,1:27.655,1:28.199,1:27.263,1:27.092
Max Chilton (CHI),1:43.003,1:34.690,1:32.791,1:34.068,1:34.384,1:32.093,1:31.892,1:31.934,1:32.345,1:31.762,1:31.523,1:31.605,1:31.349,1:31.470,1:31.570,1:31.393,1:31.182,1:31.747,1:31.401,1:31.573,1:31.379,1:31.113,1:36.125,1:52.469,1:31.515,1:30.454,1:30.395,1:31.429,1:30.067,1:30.523,1:30.264,1:30.451,1:30.964,1:30.519,1:30.781,1:31.590,1:30.490,1:30.485,1:32.904,1:32.288,1:31.036,1:30.224,1:29.800,1:30.176,1:32.263,1:29.979,1:30.427,1:29.491,1:29.860,1:29.837,1:30.977,1:38.477
Charles Pic (PIC),1:41.841,1:33.403,1:31.876,1:31.214,1:31.089,1:31.119,1:31.017,1:30.835,1:30.933,1:30.811,1:31.243,1:30.919,1:30.960,1:30.672,1:30.884,1:31.239,1:36.036,1:52.179,1:30.353,1:30.353,1:30.166,1:30.226,1:30.060,1:30.112,1:30.200,1:29.983,1:30.123,1:30.338,1:29.809,1:29.719,1:29.774,1:29.812,1:29.694,1:30.244,1:29.680,1:30.058,1:29.824,1:33.881,1:53.263,1:28.970,1:28.962,1:28.962,1:28.913,1:28.767,1:28.829,1:28.798,1:29.550,1:30.416,1:32.031,1:30.317,1:28.794,1:28.620
Jean-Éric Vergne (VER),1:37.664,1:31.501,1:30.558,1:29.959,1:30.312,1:30.361,1:30.261,1:31.205,1:29.942,1:29.766,1:29.857,1:29.818,1:30.194,1:29.710
Daniel Ricciardo (RIC),1:36.286,1:31.414,1:30.701,1:30.045,1:30.154,1:29.864,1:29.692,1:30.353,1:29.750,1:29.745,1:29.996,1:29.900,1:29.807,1:29.556,1:29.537,1:29.703,1:29.702,1:29.829,1:29.735,1:29.705,1:29.338,1:33.926,1:49.953,1:28.850,1:28.625,1:28.755,1:28.567,1:28.584,1:28.455,1:28.612,1:28.632,1:28.371,1:28.577,1:28.331,1:28.378,1:28.440,1:28.042,1:28.645,1:28.705,1:29.074,1:28.193,1:28.030,1:27.828,1:27.721,1:27.765,1:27.990,1:28.028,1:27.995,1:27.610,1:27.695,1:27.626,1:27.294,1:27.572
Sergio Pérez (PER),1:36.799,1:31.854,1:30.486,1:30.066,1:30.298,1:30.012,1:30.019,1:29.992,1:30.100,1:29.714,1:29.813,1:29.701,1:29.727,1:29.597,1:29.310,1:29.826,1:29.627,1:29.678,1:29.743,1:29.865,1:29.420,1:34.111,1:51.118,1:28.475,1:28.542,1:28.398,1:28.422,1:28.672,1:28.360,1:28.594,1:28.616,1:28.341,1:28.642,1:28.458,1:28.263,1:28.353,1:28.342,1:29.237,1:28.164,1:29.186,1:29.838,1:28.013,1:27.688,1:27.607,1:27.808,1:27.652,1:27.781,1:28.225,1:28.692,1:28.690,1:28.542,1:28.772,1:27.868
Pastor Maldonado (MAL),1:40.622,1:33.447,1:31.307,1:30.909,1:30.537,1:30.419,1:30.543,1:30.245,1:30.232,1:30.304,1:30.397,1:30.310,1:30.013,1:30.170,1:30.013,1:30.063,1:30.040,1:30.004,1:29.871,1:29.722,1:29.872,1:29.805,1:29.634,1:33.792,1:49.863,1:28.822,1:28.828,1:28.903,1:29.138,1:29.297,1:29.088,1:28.677,1:28.727,1:28.455,1:28.603,1:28.351,1:28.138,1:28.426,1:28.288,1:28.195,1:28.350,1:28.128,1:28.099,1:27.982,1:27.990,1:27.887,1:28.420,1:27.830,1:27.087,1:27.505,1:26.981,1:27.023,1:27.085
