Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
Pastor Maldonado (MAL),1:51.225,1:43.759,1:43.188,1:42.706,1:43.071,1:42.708,1:42.820,1:43.029,1:43.015,1:44.942,2:00.083,1:41.013,1:41.239,1:41.639,1:42.149,1:41.586,1:42.026,1:41.587,1:41.663,1:41.661,1:42.137,1:42.015,1:44.302,1:57.807,1:41.160,1:40.812,1:39.956,1:40.463,1:40.538,1:40.138,1:40.476,1:41.079,1:41.197,1:41.180,1:42.575,1:41.126,1:41.327,1:41.651,1:43.402,1:57.719,1:39.036,1:39.308,1:40.348,1:39.305,1:39.746,1:39.431,1:39.505,1:39.795,1:39.513,1:39.391,1:39.347,1:39.643,1:39.437,1:39.193,1:39.385,1:39.434,1:38.962
Nico Hülkenberg (HUL),1:50.014,1:43.129,1:42.929,1:42.802,1:42.974,1:42.861,1:43.132,1:43.200,1:42.821,1:42.897,1:43.013,1:45.486,1:58.795,1:40.607,1:40.687,1:41.283,1:41.772,1:41.763,1:41.533,1:41.536,1:41.988,1:41.871,1:42.304,1:42.676,1:43.169,1:45.630,1:58.232,1:39.442,1:39.949,1:40.498,1:41.450,1:40.964,1:40.738,1:40.643,1:40.845,1:40.874,1:41.485,1:41.659,1:41.654,1:41.441,1:43.703,1:57.860,1:38.770,1:39.337,1:39.206,1:39.683,1:39.590,1:39.137,1:39.268,1:39.290,1:39.285,1:40.879,1:39.310,1:39.394,1:39.273,1:39.052,1:39.648
Romain Grosjean (GRO),1:49.244,1:42.932,1:43.049,1:42.071,1:42.188,1:42.563,1:43.231,1:46.045,2:01.072,1:40.312,1:41.044,1:40.954,1:42.232,1:41.081,1:40.643,1:40.717,1:40.882,1:40.491,1:40.927,1:41.469,1:42.808,1:40.183,1:40.609,1:41.262,1:41.199,1:41.393,1:44.024,1:56.899,1:39.090,1:39.116,1:39.466,1:41.288,1:40.804,1:39.466,1:39.611,1:39.917,1:39.797,1:39.254,1:39.393,1:39.179,1:39.482,1:41.653,1:55.347,1:38.075,1:38.264,1:37.774,1:38.214,1:38.475,1:38.103,1:37.924,1:38.076,1:37.627,1:38.366,1:38.586,1:38.543,1:38.698,1:38.893
Sebastian Vettel (VET),1:44.636,1:42.833,1:41.960,1:41.417,1:41.600,1:41.569,1:41.930,1:42.122,1:42.161,1:44.851,1:58.492,1:39.849,1:39.462,1:40.021,1:39.820,1:39.978,1:40.230,1:40.112,1:40.188,1:40.412,1:40.409,1:40.513,1:40.475,1:40.748,1:43.214,1:56.639,1:38.649,1:39.009,1:39.479,1:39.353,1:39.362,1:39.417,1:39.550,1:39.681,1:39.854,1:40.300,1:39.936,1:39.999,1:40.018,1:40.032,1:40.192,1:42.569,1:57.337,1:38.998,1:38.477,1:38.214,1:38.820,1:38.653,1:38.994,1:38.521,1:38.665,1:38.550,1:38.392,1:38.049,1:36.961,1:38.791,1:40.035
Jenson Button (BUT),1:47.734,1:42.654,1:42.316,1:42.596,1:42.385,1:42.758,1:43.490,1:43.516,1:44.677,1:59.316,1:41.278,1:40.760,1:42.008,1:40.681,1:40.660,1:40.720,1:41.066,1:41.360,1:41.138,1:41.612,1:44.458,1:57.280,1:40.140,1:40.902,1:39.818,1:39.945,1:39.900,1:40.085,1:40.342,1:41.864,1:40.257,1:41.923,1:41.231,1:43.256,1:56.259,1:39.695,1:38.524,1:39.517,1:39.093,1:39.091,1:39.533,1:40.019,1:40.481,1:41.309,1:39.871,1:42.450,1:54.777,1:38.203,1:37.743,1:38.105,1:38.236,1:38.241,1:38.342,1:38.683,1:37.858,1:38.412,1:38.561
Mark Webber (WEB),1:46.957,1:42.678,1:42.649,1:42.328,1:42.450,1:42.847,1:43.506,1:45.003,1:57.660,1:40.030,1:40.643,1:41.049,1:40.579,1:40.871,1:40.776,1:40.988,1:41.076,1:41.521,1:41.907,1:42.525,1:44.622,1:57.493,1:40.053,1:40.293,1:40.386,1:40.305,1:40.281,1:40.118,1:40.608,1:40.863,1:40.636,1:40.384,1:40.984,1:41.019,1:41.100,1:40.759,1:43.009,1:56.488,1:38.938,1:38.880,1:39.216,1:39.649,1:39.762,1:40.766,1:39.530,1:39.527,1:39.279,1:38.867,1:38.563,1:38.761,1:39.488,1:38.557,1:39.034,1:39.032,1:40.555,1:40.186,1:41.708
Adrian Sutil (SUT),2:43.151,2:05.330,1:41.984,1:41.692,1:41.800,1:41.768,1:41.819,1:41.762,1:42.279,1:42.348,1:42.630,1:41.825,1:41.907,1:42.280,1:41.752,1:41.984,1:42.174,1:44.109,1:58.956,1:38.909,1:39.052,1:39.404,1:40.133,1:39.886,1:39.537,1:40.394,1:40.178,1:39.987,1:40.600,1:39.802,1:39.749,1:39.913,1:40.293,1:40.152,1:40.217,1:39.712,1:40.249,1:40.153,1:39.939,1:40.769,1:40.751,1:42.988,1:57.506,1:37.070,1:38.366,1:38.135,1:38.692,1:38.279,1:38.356,1:38.158,1:37.708,1:38.280,1:38.594,1:38.368,1:39.425,1:37.919,1:38.044
Felipe Massa (MAS),1:46.282,1:42.773,1:42.559,1:42.276,1:42.769,1:42.814,1:43.481,1:42.766,1:43.246,1:45.549,1:58.659,1:40.874,1:42.051,1:40.605,1:40.763,1:40.576,1:50.493,1:57.316,1:39.544,1:39.949,1:40.177,1:40.768,1:40.631,1:40.651,1:40.530,1:40.846,1:40.780,1:42.839,1:57.186,1:39.293,1:38.844,1:40.075,1:40.034,1:40.546,1:39.835,1:46.903,2:03.303,1:38.901,1:39.456,1:39.788,1:39.366,1:38.839,1:39.315,1:39.336,1:39.292,1:39.722,1:39.711,1:41.470,1:40.044,1:40.332,1:40.691,1:42.177,1:41.102,1:41.426,1:41.543,1:42.554,1:43.211
Kimi Räikkönen (RAI),1:47.408,1:44.274,1:42.833,1:42.039,1:42.304,1:42.593,1:43.160,1:43.732,1:42.900,1:42.601,1:41.820,1:42.382,1:42.292,1:42.059,1:42.575,1:44.152,1:59.362,1:40.734,1:40.584,1:40.791,1:40.964,1:40.946,1:41.009,1:40.789,1:40.369,1:40.456,1:40.234,1:40.585,1:41.022,1:40.492,1:40.343,1:40.451,1:40.512,1:41.889,1:56.077,1:38.591,1:39.576,1:39.641,1:38.820,1:38.708,1:39.096,1:38.599,1:39.000,1:38.947,1:39.037,1:38.860,1:38.973,1:38.853,1:38.493,1:38.250,1:38.475,1:38.459,1:38.569,1:38.369,1:38.952,1:38.444,1:38.164
Fernando Alonso (ALO),1:44.967,1:42.927,1:42.431,1:42.303,1:42.641,1:42.246,1:45.280,2:02.473,1:58.363,1:41.391,1:41.404,1:41.272,1:41.401,1:41.203,1:41.069,1:41.024,1:40.794,1:41.102,1:41.535,1:41.139,1:41.457,1:41.472,1:42.381,1:43.788,1:56.922,1:39.386,1:39.236,1:39.365,1:39.380,1:39.497,1:39.332,1:39.849,1:39.841,1:40.052,1:40.201,1:40.050,1:39.716,1:40.248,1:42.774,1:55.093,1:37.204,1:37.754,1:38.219,1:39.027,1:38.905,1:38.749,1:39.201,1:38.508,1:38.294,1:38.226,1:38.525,1:38.614,1:39.537,1:41.544,1:39.667,1:39.417,1:39.676
Nico Rosberg (ROS),1:44.359,1:42.827,1:43.221,1:41.945,1:43.563,1:43.244,1:43.238,1:42.845,1:46.301,1:58.735,1:42.265,1:41.312,1:40.689,1:40.802,1:40.576,1:40.805,1:41.171,1:41.258,1:41.540,1:45.603,1:56.883,1:40.590,1:40.505,1:42.175,1:40.061,1:40.743,1:40.068,1:40.093,1:40.110,1:40.903,1:40.414,1:42.460,1:43.090,1:55.784,1:39.534,1:39.865,1:38.296,1:41.058,1:39.437,1:39.310,1:39.589,1:39.627,1:39.915,1:42.308,1:55.240,1:37.809,1:38.019,1:37.588,1:37.642,1:37.710,1:37.735,1:37.730,1:38.388,1:38.525,1:38.623,1:38.525,1:38.973
Lewis Hamilton (HAM),1:49.120,1:43.612,1:42.946,1:42.606,1:42.369,1:42.411,1:42.857,1:43.704,1:43.114,1:45.288,1:59.366,1:41.178,1:41.077,1:41.261,1:41.201,1:41.281,1:41.193,1:41.233,1:41.766,1:41.653,1:43.009,1:44.302,1:58.325,1:40.303,1:40.108,1:39.762,1:40.287,1:39.606,1:39.672,1:39.550,1:39.307,1:40.804,1:39.562,1:39.753,1:39.849,1:40.238,1:40.215,1:43.001,1:57.299,1:39.640,1:38.378,1:38.520,1:38.205,1:38.847,1:38.802,1:38.673,1:39.177,1:38.204,1:38.425,1:38.564,1:38.482,1:38.697,1:40.365,1:38.477,1:40.531,1:40.196,1:39.357
