Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Pastor Maldonado (MAL),1:48.406,1:40.592,1:39.800,1:40.017,1:39.495,1:39.604,1:39.758,1:39.659,1:39.318,1:39.375,1:39.303,1:39.201,1:39.162,1:40.231,1:39.205,1:39.334,1:39.144,1:39.309,1:39.645,1:39.811,1:41.731,1:53.715,1:38.496,1:56.146,2:00.565,2:07.715,2:21.612,2:20.608,2:24.623,1:38.961,1:37.751,1:37.703,1:37.670,1:37.486,1:37.805,1:38.480,1:37.439,1:37.319,1:37.454,1:37.528,1:37.351,1:37.254,1:37.041,1:37.120,1:37.121,1:37.591,1:36.997,1:37.807,1:37.507,1:40.362,2:07.369,1:34.412,1:34.666,1:34.800,1:34.505,1:34.293,1:34.550,1:34.801,1:34.883,1:35.034
Nico Hülkenberg (HUL),1:45.710,1:40.273,1:39.298,1:39.269,1:39.399,1:38.833,1:38.591,1:38.839,1:38.873,1:39.393,1:38.636,1:39.001,1:38.914,1:39.304,1:39.118,1:39.261,1:41.301,1:55.718,1:37.818,1:37.757,1:37.944,1:38.693,1:38.571,1:53.144,2:03.365,2:20.055,2:22.034,2:20.969,2:24.329,1:38.334,1:37.146,1:37.061,1:36.804,1:36.970,1:37.100,1:37.280,1:39.357,1:51.785,1:35.600,1:38.061,1:35.994,1:36.112,1:35.817,1:35.956,1:36.501,1:36.186,1:36.278,1:38.170,1:39.938,1:51.487,1:34.922,1:35.581,1:35.085,1:35.994,1:36.230,1:34.709,1:35.118,1:34.244,1:35.421,1:34.952
Romain Grosjean (GRO),1:41.977,1:38.553,1:37.592,1:37.867,1:38.019,1:38.124,1:37.598,1:37.743,1:37.276,1:37.584,1:37.643,1:37.989,1:40.532,1:52.897,1:36.757,1:37.533,1:37.026,1:37.130,1:37.304,1:37.333,1:37.374,1:37.551,1:38.247,1:44.224,2:39.860,2:22.024,2:22.212,2:21.281,2:25.078,1:36.702,1:35.935,1:35.900,1:35.717,1:35.716,1:36.608,1:36.084,1:36.087,1:35.885,1:36.479,1:38.157,1:50.827,1:35.006,1:35.060,1:35.563,1:36.389,1:35.377,1:35.193,1:35.192,1:34.865,1:35.154,1:34.949,1:35.086,1:35.326,1:35.305,1:35.715,1:34.953,1:34.576,1:34.711,1:34.770,1:34.926
Sebastian Vettel (VET),1:39.144,1:38.015,1:37.550,1:37.427,1:37.802,1:37.900,1:39.996,1:52.759,1:38.849,1:37.591,1:37.529,1:37.345,1:37.507,1:37.647,1:37.592,1:37.468,1:37.711,1:37.155,1:37.835,1:37.561,1:37.386,1:37.651,1:37.616,1:43.445,2:41.413,2:22.608,2:21.749,2:21.510,2:25.669,1:36.549,1:35.893,1:35.854,1:35.770,1:36.225,1:36.603,1:36.002,1:36.031,1:35.867,1:36.074,1:36.078,1:37.947,1:50.099,1:34.797,1:35.774,1:35.808,1:35.275,1:35.609,1:35.059,1:35.041,1:34.841,1:34.728,1:34.865,1:35.263,1:35.409,1:34.539,1:34.422,1:34.301,1:34.168,1:34.164,1:34.226
Jenson Button (BUT),1:44.806,1:40.607,1:39.284,1:39.194,1:39.279,1:38.744,1:38.661,1:38.734,1:38.575,1:38.673,1:39.495,1:38.522,1:38.212,1:39.492,1:38.515,1:38.754,1:38.376,1:38.497,1:38.632,1:38.787,1:41.856,1:54.460,1:37.584,1:51.966,2:06.726,2:20.000,2:21.982,2:21.103,2:24.526,1:37.820,1:36.977,1:36.765,1:36.348,1:36.548,1:36.796,1:36.588,1:36.732,1:36.247,1:36.540,1:36.323,1:36.728,1:36.748,1:36.441,1:36.201,1:36.571,1:36.615,1:38.751,1:50.294,1:34.201,1:34.661,1:35.236,1:35.279,1:34.936,1:35.038,1:35.116,1:35.984,1:35.857,1:37.135,1:36.095,1:37.094
Mark Webber (WEB),1:39.860,1:38.289,1:37.487,1:37.619,1:37.629,1:37.938,1:37.687,1:40.092,4:17.666,1:37.121,1:38.757,1:38.522,1:37.356,1:37.378,1:37.655,1:36.990,1:37.551,1:37.976,1:38.355,1:37.423,1:37.249,1:38.305,1:58.894,2:15.991,1:50.464,1:39.826,1:36.908,1:37.491,2:15.825,1:38.807,1:37.810,1:37.825,1:37.692,1:38.084,1:37.769,1:37.862,1:37.415,1:39.947,1:52.204,1:35.172,1:35.297,1:35.737,1:35.478,1:35.656,1:35.399,1:36.811,1:35.352,1:35.379,1:35.724,1:35.584,1:35.551,1:36.826,1:35.981,1:35.461,1:34.782,1:35.038,1:35.090,1:34.829,1:34.909,1:36.498
Adrian Sutil (SUT),1:46.599,1:41.148,1:39.540,1:39.617,1:40.928,1:54.270,1:38.326,1:38.508,1:38.446,1:38.582,1:39.009,1:38.845,1:38.881,1:38.726,1:38.571,1:38.702,1:38.378,1:39.237,1:39.104,1:39.653,1:40.248,1:38.786,1:39.668,1:55.101,2:13.943,2:07.383,2:22.362,2:20.348,2:23.521,1:39.333,1:38.071,1:37.671,1:37.356,1:37.554,1:37.637,1:38.451,1:37.397,1:37.785,1:37.231,1:37.074,1:37.569,1:37.401,1:39.264,1:55.134,1:36.500,1:36.369,1:36.097,1:36.230,1:36.188,1:36.143,1:37.138,1:36.540,1:36.596,1:36.875,1:36.130,1:36.049,1:36.187,1:36.056,1:36.177,1:35.816
Felipe Massa (MAS),1:42.960,1:39.225,1:38.890
Kimi Räikkönen (RAI),1:41.100,1:38.718,1:37.509,1:38.082,1:37.863,1:38.134,1:37.515,1:40.378,1:52.849,1:39.124,1:39.041,1:38.438,1:38.980,1:40.336,1:37.511,1:38.075,1:38.808,1:37.874,1:37.269,1:37.378,1:37.675,1:36.985,1:37.712,1:46.502,2:28.628,2:21.948,2:22.681,2:20.807,2:24.814,1:37.135,1:36.017,1:35.774,1:35.773,1:35.673,1:36.610,1:36.214,1:36.063,1:36.071,1:36.185,1:35.914,1:35.302,1:35.685,1:35.182,1:35.407,1:35.459,1:35.745,1:36.384,1:35.584,1:37.729,1:49.979,1:34.183,1:34.537,1:35.199,1:35.113,1:34.352,1:33.986,1:33.767,1:33.830,1:33.976,1:34.157
Fernando Alonso (ALO),1:44.159,1:39.596,1:38.882,1:39.054,1:38.439,1:38.434,1:38.333,1:38.401,1:38.416,1:38.316,1:38.374,1:40.579,1:53.255,1:37.681,1:37.600,1:37.529,1:37.037,1:37.436,1:38.357,1:38.930,1:39.135,1:38.925,1:37.605,1:49.719,2:19.877,2:21.181,2:22.421,2:21.187,2:24.410,1:37.241,1:36.547,1:36.303,1:36.221,1:36.080,1:36.289,1:36.227,1:36.349,1:36.010,1:35.965,1:35.879,1:36.009,1:36.005,1:35.606,1:35.581,1:35.993,1:35.908,1:36.033,1:36.012,1:37.886,1:49.646,1:33.468,1:34.013,1:34.716,1:34.435,1:34.356,1:34.358,1:34.458,1:34.605,1:34.897,1:36.068
Nico Rosberg (ROS),1:46.209,1:40.518,1:39.522,1:39.449,1:39.674,1:38.882,1:38.890,1:39.366,1:38.817,1:38.882,1:38.864,1:38.809,1:38.953,1:41.753,1:39.436,1:41.836,1:53.865,1:38.301,1:38.939,1:39.077,1:38.387,1:39.334,1:39.504,1:58.288,2:17.248,2:00.293,2:21.894,2:20.396,2:22.159,1:39.949,1:38.340,1:37.960,1:37.688,1:37.679,1:37.973,1:37.916,1:37.544,1:37.472,1:37.585,1:37.664,1:37.351,1:37.033,1:36.744,1:36.721,1:37.726,1:37.992,1:36.842,1:38.524,1:50.199,1:35.349,1:35.226,1:34.654,1:36.791,1:34.834,1:34.181,1:34.339,1:34.990,1:34.647,1:35.225,1:36.849
Lewis Hamilton (HAM),1:40.632,1:38.432,1:37.658,1:37.758,1:37.985,1:39.711,1:52.906,1:38.239,1:38.425,1:38.912,1:39.238,1:38.407,1:38.976,1:38.437,1:38.656,1:38.803,1:38.658,1:39.172,1:38.405,1:39.046,1:39.087,1:41.322,1:53.578,1:52.243,2:02.971,2:20.308,2:22.105,2:20.686,2:24.264,1:38.367,1:37.317,1:36.690,1:36.767,1:37.244,1:36.943,1:37.125,1:37.192,1:36.027,1:36.270,1:36.251,1:36.412,1:36.279,1:36.459,1:36.318,1:40.807,1:50.366,1:35.258,1:37.376,1:37.148,1:36.504,1:35.459,1:34.898,1:34.497,1:34.359,1:34.257,1:34.389,1:34.156,1:35.285,1:34.531,1:35.667
