Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Pastor Maldonado (MAL),1:58.350,1:49.953,1:48.893,1:48.968,1:50.246,2:09.683,1:48.963,1:49.156,1:49.035,1:49.123,1:49.003,1:48.700,1:48.598,1:48.370,1:48.540,1:48.485,1:48.327,1:48.240,1:48.669,1:48.177,1:48.586,1:48.391,1:48.401,1:48.329,1:49.845,2:08.646,1:47.018,1:49.343,1:50.329,1:47.348,1:47.215,1:47.441,1:47.300,1:47.451,1:47.145,1:47.259,1:46.966,1:46.398,1:47.053,1:46.693,1:46.315,1:46.891,1:46.245,1:46.476,1:46.272,1:46.176,1:46.641,1:49.078,1:47.506,1:46.306,1:46.363,1:46.071,1:45.850,1:45.739,1:45.530
Nico Hülkenberg (HUL),1:55.211,1:48.866,1:48.091,1:48.340,1:48.495,1:48.372,1:48.785,1:48.544,1:50.630,2:08.105,1:48.239,1:48.273,1:48.981,1:48.869,1:48.785,1:48.922,1:49.053,1:49.530,1:49.418,1:48.226,1:48.353,1:48.174,1:48.037,1:48.477,1:49.612,1:50.174,1:51.507,2:08.459,1:46.876,1:46.577,1:47.034,1:47.022,1:47.073,1:48.613,2:01.840,1:47.025,1:47.163,1:47.077,1:46.725,1:46.882,1:47.125,1:47.455,1:46.604,1:46.822,1:46.525,1:46.321,1:46.075,1:46.082,1:46.054,1:46.776,1:47.117,1:45.570,1:47.744,1:45.965
Romain Grosjean (GRO),1:53.426,1:48.506,1:47.651,1:47.952,1:47.772,1:47.883,1:48.256,1:49.784,2:08.316,1:48.624,1:47.914,1:48.069,1:48.284,1:48.120,1:48.501,1:49.783,1:49.239,1:48.179,1:47.263,1:47.104,1:48.092,1:47.112,1:47.368,1:47.138,1:47.275,1:46.927,1:47.210,1:47.010,1:46.823,1:47.346,1:46.950,1:47.205,1:46.461,1:46.488,1:47.076,1:46.743,1:48.602,2:05.779,1:46.757,1:45.529,1:45.089,1:45.231,1:45.046,1:44.906,1:44.954,1:44.861,1:44.677,1:44.451,1:44.353,1:44.387,1:44.565,1:44.512,1:44.525,1:44.301,1:44.533
Sebastian Vettel (VET),1:50.131,1:47.189,1:46.998,1:47.049,1:46.407,1:46.559,1:46.717,1:46.672,1:46.697,1:46.587,1:46.716,1:46.669,1:46.990,1:49.323,2:07.583,1:46.037,1:46.239,1:46.197,1:46.438,1:46.458,1:46.460,1:46.517,1:46.609,1:46.777,1:46.722,1:46.368,1:46.757,1:46.572,1:46.947,1:46.572,1:45.968,1:46.188,1:46.360,1:46.528,1:46.423,1:46.341,1:47.758,2:05.815,1:44.829,1:45.429,1:45.234,1:45.513,1:45.171,1:45.239,1:45.311,1:45.495,1:45.864,1:45.342,1:44.620,1:45.092,1:43.893,1:45.830,1:44.638,1:44.334,1:46.934
Jenson Button (BUT),2:01.099,1:55.402,2:14.807,1:49.111,1:48.583,1:48.997,1:48.571,1:48.843,1:48.171,1:48.536,1:50.219,2:07.652,1:48.327,1:48.042,1:47.998,1:47.712,1:47.925,1:48.014,1:47.893,1:47.775,1:47.733,1:47.699,1:47.558,1:47.659,1:48.482,1:48.076,1:47.917,1:48.794,1:49.522,1:47.809,1:47.477,1:47.586,1:47.485,1:47.488,1:47.609,1:47.279,1:46.821,1:47.014,1:46.939,1:47.011,1:46.514,1:46.651,1:46.336,1:46.579,1:46.403,1:46.668,1:46.457,1:46.906,1:48.589,1:48.160,1:46.460,1:46.365,1:46.437,1:46.623,1:47.090
Mark Webber (WEB),1:52.830,1:48.022,1:47.584,1:48.146,1:47.799,1:48.017,1:48.423,1:49.652,2:07.118,1:47.498,1:48.085,1:48.850,1:48.522,1:47.872,1:48.250,1:48.204,1:48.113,1:47.631,1:47.617,1:47.982,1:47.115,1:47.208,1:47.086,1:46.983,1:46.607,1:46.740,1:46.763,1:46.684,1:47.101,1:46.966,1:46.835,1:46.455,1:48.251,2:07.038,1:46.043,1:46.528,1:46.236,1:45.832,1:45.755,1:45.707,1:45.689,1:45.536,1:45.490,1:45.174,1:44.975,1:44.986,1:44.962,1:45.107,1:44.364,1:44.479,1:44.465,1:44.910,1:45.009,1:45.302,1:46.339
Adrian Sutil (SUT),1:59.923,1:51.038,1:49.565,1:49.131,1:48.940,1:48.842,1:49.171,1:48.530,1:49.569,1:48.345,1:49.192,1:48.951,1:48.588,1:49.866,1:48.979,1:49.718,1:49.311,1:50.241,1:48.833,1:49.170,1:49.263,1:49.075,1:49.217,1:49.516,1:49.613,1:50.453,1:50.548,1:52.372,2:08.853,1:47.182,1:46.951,1:46.920,1:46.698,1:46.661,1:46.304,1:46.892,1:46.668,1:46.631,1:46.529,1:46.400,1:46.500,1:46.498,1:46.021,1:46.232,1:47.637,1:47.854,1:46.534,1:45.609,1:45.908,1:46.270,1:46.447,1:46.434,1:46.797,1:46.959,1:49.014
Felipe Massa (MAS),1:56.104,1:49.006,1:48.537,1:48.366,1:48.525,1:48.473,1:48.714,1:48.621,1:48.386,1:48.041,1:48.344,1:48.211,1:48.369,1:48.499,1:48.750,1:48.877,1:49.229,1:51.518,2:08.086,1:47.975,1:48.288,1:48.193,1:48.018,1:48.882,1:49.200,1:48.332,1:47.606,1:47.542,1:47.718,1:48.014,1:47.339,1:47.068,1:47.535,1:47.139,1:46.861,1:47.022,1:47.257,1:49.288,2:06.848,1:46.097,1:46.288,1:46.203,1:46.240,1:48.011,1:48.816,1:46.716,1:45.842,1:45.589,1:45.520,1:45.818,1:45.580,1:45.447,1:45.665,1:45.924,1:46.455
Fernando Alonso (ALO),1:56.611,1:49.096,1:48.657,1:48.422,1:49.178,1:49.348,1:49.003,1:49.019,1:48.565,1:47.826,1:48.600,1:48.453,1:48.338,1:48.685,1:49.166,1:52.085,2:07.649,1:48.639,1:48.695,1:49.012,1:48.227,1:47.861,1:47.382,1:47.208,1:49.064,1:49.181,1:50.028,1:48.123,1:47.003,1:46.596,1:46.615,1:46.494,1:46.593,1:47.035,1:46.783,1:47.141,1:47.023,1:47.668,1:46.548,1:46.367,1:46.561,1:46.256,1:46.748,1:48.424,2:06.141,1:45.690,1:44.660,1:44.430,1:45.108,1:45.456,1:45.242,1:43.609,1:43.964,1:43.577,1:43.434
Nico Rosberg (ROS),1:52.117,1:47.689,1:47.729,1:47.572,1:47.373,1:47.424,1:47.604,1:47.262,1:47.881,1:49.566,2:08.418,1:48.748,1:48.399,1:48.311,1:48.863,1:48.100,1:47.714,1:48.053,1:48.610,1:49.635,1:47.685,1:47.818,1:47.390,1:47.225,1:47.005,1:46.816,1:46.882,1:46.876,1:46.967,1:46.904,1:47.106,1:46.688,1:48.336,2:07.575,1:46.472,1:45.663,1:46.122,1:46.413,1:45.601,1:45.692,1:45.627,1:45.333,1:45.835,1:45.743,1:45.079,1:44.900,1:44.767,1:44.891,1:44.654,1:44.720,1:44.458,1:44.662,1:44.986,1:44.522,1:45.275
Lewis Hamilton (HAM),1:54.419,1:48.582,1:47.955,1:47.950,1:47.806,1:47.962,1:49.783,2:07.630,1:48.615,1:49.736,1:49.264,1:48.682,1:49.407,1:48.750,1:48.959,1:49.224,1:48.965,1:49.659,1:48.412,1:47.858,1:47.724,1:47.916,1:48.671,1:49.580,1:50.345,1:49.632,1:48.476,1:47.609,1:49.352,2:06.976,1:46.643,1:46.586,1:46.920,1:46.877,1:47.075,1:46.971,1:46.615,1:46.595,1:46.243,1:46.431,1:46.046,1:46.878,1:46.985,1:46.643,1:45.496,1:45.600,1:45.463,1:45.673,1:45.797,1:47.103,1:46.618,1:46.255,1:45.780,1:45.984,1:46.197
