Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Jules Bianchi (BIA),2:03.562,1:53.125,1:50.799,1:50.647,1:52.801,2:13.825,1:51.675,1:51.749,1:51.291,1:50.854,1:50.766,1:51.253,1:50.768,1:51.142,1:50.944,1:50.440,1:50.504,1:50.539,1:50.377,1:50.518,1:50.146,1:50.293,1:51.938,1:50.593,1:50.214,1:50.519,1:50.380,1:50.485,1:51.533,1:53.410,1:55.286,2:14.045,1:51.616,1:48.812,1:48.616,1:50.818,1:51.923,1:49.267,1:51.408,1:49.008,1:52.829,1:48.337,1:48.428,1:47.979,1:48.335,1:50.589,1:47.779,1:47.937,1:47.654,1:48.389,1:47.934,1:47.619,1:47.658
Giedo van der Garde (VDG),2:02.437,1:52.945,1:50.266,1:50.131,1:50.695,1:51.083,1:53.987,2:12.047,1:50.300,1:50.185,1:50.019,1:49.531,1:49.807,1:49.860,1:49.860,1:50.244,1:49.891,1:49.672,1:49.860,1:49.841,1:49.942,1:50.018,1:49.577,1:49.636,1:49.010,1:49.279,1:49.283,1:49.293,1:49.886,1:49.121,1:49.206,1:49.074,1:51.149,2:11.833,1:48.167,1:47.959,1:47.437,1:47.392,1:47.445,1:47.125,1:48.513,1:47.442,1:48.423,1:49.059,1:47.454,1:47.547,1:47.000,1:46.592,1:47.006,1:46.621,1:46.814,1:47.529,1:46.841,1:46.611
Valtteri Bottas (BOT),2:01.705,1:54.259,1:50.709,1:50.227,1:50.179,1:50.989,1:50.150,1:49.312,1:49.562,1:49.059,1:48.854,1:48.817,1:48.888,1:48.558,1:48.655,1:48.489,1:48.779,1:48.555,1:49.045,1:48.756,1:48.505,1:50.326,1:48.807,1:50.630,2:09.958,1:47.009,1:47.093,1:47.176,1:46.696,1:47.210,1:47.330,1:46.910,1:46.774,1:46.985,1:47.055,1:47.619,1:47.275,1:46.892,1:46.659,1:46.516,1:46.839,1:46.462,1:46.004,1:46.438,1:50.231,2:11.305,1:45.100,1:44.684,1:47.437,1:44.612,1:45.823,1:45.880,1:44.975,1:44.351
Esteban Gutiérrez (GUT),1:59.604,1:50.885,1:50.976,1:49.801,1:49.516,1:49.885,1:49.082,1:48.978,1:50.395,1:50.860,1:49.202,1:48.614,1:49.533,1:48.679,1:48.873,1:49.290,1:49.023,1:51.447,2:08.473,1:46.960,1:47.115,1:46.752,1:47.702,1:48.102,1:48.327,1:48.058,1:48.261,1:47.923,1:47.938,1:49.822,2:07.196,1:47.102,1:47.730,1:46.927,1:46.876,1:46.975,1:47.083,1:47.474,1:47.709,1:47.218,1:46.994,1:46.859,1:45.974,1:46.477,1:46.441,1:46.595,1:46.160,1:46.282,1:46.252,1:47.700,1:46.506,1:46.439,1:46.347,1:46.330,1:46.679
Max Chilton (CHI),2:03.867,1:53.191,1:51.345,1:51.206,1:51.768,1:54.119,2:13.845,1:51.659,1:51.636,1:51.611,1:50.817,1:50.935,1:51.136,1:51.139,1:50.940,1:50.651,1:50.314,1:51.217,1:50.804,1:50.508,1:52.140,1:51.188,1:50.722,1:50.928,1:50.363,1:50.327,1:50.476,1:52.183,1:52.711,1:51.076,1:51.277,1:52.771,2:11.369,1:49.130,1:51.103,1:52.203,1:50.335,1:49.962,1:48.711,1:51.786,1:49.231,1:48.784,1:48.623,1:48.521,1:49.514,1:48.613,1:48.153,1:48.089,1:48.524,1:48.334,1:48.376,1:47.707,1:48.303
Charles Pic (PIC),2:02.091,1:52.680,1:50.035,1:50.243,1:50.589,1:50.811,1:50.632,1:53.910,2:11.471,1:50.081,1:49.638,1:49.623,1:49.903,1:49.768,1:49.883,1:49.767,1:50.734,1:50.023,1:49.781,1:50.057,1:50.025,1:50.371,1:51.609,1:50.404,1:49.907,1:50.258,1:50.527,1:50.102,1:49.731,1:50.396,1:49.483,1:51.905,2:12.803,1:48.398,1:49.567,1:48.769,1:49.837,1:50.066,1:49.698,1:47.619,1:47.169,1:47.172,1:46.854,1:46.986,1:46.986,1:46.760,1:46.934,1:46.504,1:46.745,1:46.432,1:46.783,1:46.868,1:47.165,1:46.501
Jean-Éric Vergne (VER),1:59.035,1:50.041,1:48.834,1:48.643,1:48.913,1:48.722,1:48.536,1:48.956,1:48.751,1:48.872,1:48.830,1:49.151,1:49.149,1:49.072,1:50.474,1:50.463,1:51.402,2:08.223,1:47.867,1:48.112,1:48.432,1:48.759,1:48.562,1:48.439,1:48.439,1:48.075,1:48.138,1:48.009,1:47.764,1:47.877,1:48.019,1:47.758,1:48.189,1:47.786,1:47.371,1:47.066,1:47.208,1:47.567,1:47.520,1:47.059,1:47.174,1:47.359,1:47.631,1:48.784,1:48.828,1:49.109,1:49.607,1:49.711,1:49.941,1:51.225,1:55.802,2:19.089,1:44.517,1:44.558
Daniel Ricciardo (RIC),2:01.208,1:52.381,1:48.822,1:49.281,1:49.703,1:50.019,1:50.838,2:09.494,1:48.492,1:48.730,1:49.010,1:48.611,1:48.506,1:48.766,1:48.877,1:48.434,1:48.252,1:48.955,1:48.471,1:48.347,1:48.362,1:48.329,1:48.609,1:48.157,1:48.205,1:48.585,1:50.273,1:50.730,2:09.171,1:47.243,1:47.397,1:47.082,1:47.014,1:46.950,1:47.059,1:47.111,1:46.745,1:46.810,1:47.180,1:47.221,1:47.255,1:47.360,1:46.434,1:46.532,1:46.314,1:46.042,1:46.235,1:46.119,1:46.248,1:47.875,1:48.598,1:48.678,1:47.216,1:47.100
Sergio Pérez (PER),1:57.306,1:49.443,1:49.053,1:48.447,1:48.849,1:50.697,2:09.057,1:48.490,1:48.603,1:48.662,1:48.333,1:48.480,1:48.508,1:48.501,1:48.627,1:48.380,1:48.617,1:48.689,1:48.695,1:48.997,1:49.898,1:48.753,1:49.074,1:48.325,1:48.365,1:48.335,1:50.611,2:08.962,1:48.644,1:47.398,1:47.084,1:46.828,1:46.744,1:46.668,1:46.560,1:46.600,1:46.678,1:46.606,1:46.615,1:46.295,1:46.519,1:46.463,1:46.152,1:46.446,1:47.049,1:47.838,1:49.041,1:46.487,1:45.616,1:45.889,1:45.435,1:45.598,1:46.013,1:46.993,1:46.288
Paul di Resta (DIR),1:57.835,1:49.742,1:48.940,1:48.759,1:48.783,1:49.308,1:48.617,1:48.977,1:48.764,1:48.704,1:48.764,1:48.695,1:48.553,1:48.625,1:48.818,1:48.889,1:48.718,1:48.612,1:48.696,1:50.569,2:09.952,1:48.593,1:48.371,1:48.510,1:48.232,1:48.183,1:48.659,1:48.117,1:47.910,1:47.633,1:47.638,1:47.580,1:47.153,1:47.846,1:47.727,1:47.589,1:47.309,1:47.602,1:47.139,1:47.336,1:47.345,1:47.205,1:47.003,1:46.905,1:46.421,1:46.492,1:46.393,1:46.347,1:46.171,1:46.170,1:47.691,1:46.155,1:45.875,1:45.874,1:45.786
