Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Rubens Barrichello (BAR),1:31.463,1:22.278,1:20.833,1:20.889,1:21.582,1:20.739,1:20.728,1:20.510,1:20.406,1:20.381,1:20.437,1:20.156,1:19.962,1:19.744,1:20.659,1:19.563,1:25.437,1:43.972,2:07.958,2:10.278,1:59.168,1:21.319,1:20.345,1:19.677,1:19.899,1:19.479,1:19.131,1:19.081,1:19.152,1:19.176,1:19.143,1:18.943,1:18.640,1:19.089,1:18.301,1:42.445,1:23.523,1:20.764,1:20.752,1:20.606,1:20.340,1:20.467,1:20.527,1:20.244,1:21.863,1:20.946,1:20.086,1:20.430,1:20.480,1:21.014,1:23.548,1:20.999,1:22.544,1:21.883,1:20.456,1:20.740,1:20.356,1:20.086,1:26.021,1:21.171,1:22.041,1:21.439,1:20.837,1:21.212,1:20.375,1:20.842,1:20.003,1:20.163,1:20.216,1:20.107
Giancarlo Fisichella (FIS),1:36.578,1:23.230,1:22.236,1:21.726,1:22.189,1:21.215,1:21.416,1:21.217,1:21.048,1:21.632,1:20.780,1:20.476,1:20.946,1:20.732,1:20.369,1:20.439,1:31.057,1:32.671,2:08.575,2:06.323,1:55.530,1:23.097,1:21.446,1:20.444,1:20.729,1:20.394,1:19.585,1:20.981,1:19.280,2:10.080,1:22.442,1:20.057,1:19.716,1:19.388,1:20.622,1:19.858,1:19.545,1:20.084,1:23.403,1:19.752,1:19.066,1:19.337,1:19.983,1:47.820,1:23.681,1:22.637,1:21.084,1:23.281,1:21.020,1:20.805,1:20.671
Sebastian Vettel (VET),1:38.492,1:22.357,1:22.191,1:22.215,1:21.815,1:20.802,1:21.029,1:21.352,1:21.570,1:21.326,1:21.367,1:20.855,1:20.930,1:20.270,1:20.659,1:20.135,1:31.889,1:32.098,2:08.358,2:05.760,1:55.840,1:22.807,1:21.342,1:20.614,1:20.106,1:21.007,1:19.730,1:21.105,1:19.671,1:19.489,1:18.905,1:18.939,1:18.532,1:18.686,1:19.470,1:19.799,1:56.556,1:22.476,1:22.380,1:20.629,1:20.123,1:20.238,1:20.482,1:20.001,1:20.698,1:20.657,1:20.435,1:21.271,1:19.978,1:19.606,1:19.794,1:19.411,1:20.400,1:20.499,1:20.993,1:19.287,1:19.247,1:19.320,1:19.229,1:20.394,1:20.193,1:19.344,1:20.473,1:21.416,1:20.167,1:20.667,1:20.371,1:19.958,1:20.259,1:20.103
Jenson Button (BUT),1:39.519,1:22.931,1:22.748,1:21.439,1:22.082,1:21.513,1:21.439,1:21.284,1:21.240,1:21.425,1:21.225,1:21.737,1:21.004,1:20.329,1:20.232,1:20.218,1:50.701,1:29.086,2:09.137,1:51.711,1:54.473,1:21.887,1:21.329,1:21.074,1:21.465,1:20.968,1:20.587,1:21.189,1:20.582,1:20.165,1:20.225,1:20.171,1:19.983,1:19.928,1:20.127,1:20.141,1:21.374,1:20.733,1:22.020,1:19.864,1:20.175,1:20.025,1:20.476,1:20.031,1:22.378,1:20.593,1:20.955,1:20.155,1:22.090,1:20.150,1:20.528,1:21.254,1:40.721,1:25.997,1:23.090,1:19.794,1:20.182,1:19.352,1:20.012,1:19.634,1:20.134,1:20.032,1:20.123,1:20.537,1:20.104,1:20.491,1:21.216,1:20.722,1:20.931,1:20.820
Mark Webber (WEB),1:32.957,1:22.292,1:21.480,1:20.537,1:20.566,1:20.771,1:20.859,1:20.653,1:20.382,1:20.447,1:21.023,1:19.547,1:19.940,1:19.905,1:20.365,1:20.049,1:28.912,1:40.556,2:08.822,2:09.217,1:59.166,1:21.301,1:20.013,1:19.806,1:19.635,1:19.509,1:19.592,1:18.938,1:40.718,1:21.394,1:19.806,1:19.279,1:20.646,1:21.411,1:19.684,1:19.835,1:19.719,1:20.458,1:20.764,1:20.143,1:20.150,1:20.097,1:19.511,1:20.053,1:22.087,1:21.349,1:20.230,1:19.925,1:28.540,1:20.316,1:18.201,1:19.828,1:40.816,1:23.142,1:21.267,1:18.939,1:19.321,1:18.698,1:20.396,1:19.510,1:20.848,1:19.081,1:21.970,1:19.366,1:19.212,1:19.465,1:19.196,1:19.267,1:32.596,1:21.202
Adrian Sutil (SUT),1:36.053,1:23.267,1:22.086,1:20.857,1:21.605,1:20.962,1:20.666,1:20.797,1:20.962,1:21.245,1:21.862,1:20.758,1:21.750
Jarno Trulli (TRU),1:34.822,1:22.759,1:21.789,1:21.364,1:21.306,1:20.584,1:20.886,1:20.805,1:21.303,1:21.172,1:20.861,1:22.873,1:21.274,1:20.520,1:20.163,1:20.201,1:27.054,1:34.483,2:09.573,2:08.656,1:57.099,1:22.144,1:21.727,1:20.139,1:20.302,1:20.792,1:19.758,1:19.764,1:19.716,1:19.561,1:19.330,1:19.431,1:19.380,1:19.315,1:19.290,1:19.438,1:19.257,1:18.870,1:42.013,1:23.791,1:23.881,1:20.417,1:20.681,1:20.144,1:20.814,1:20.289,1:20.426,1:19.975,1:23.749,1:20.617,1:20.069,1:19.927,1:19.993,1:20.397,1:20.147,1:20.443,1:20.298,1:20.050,1:20.210,1:20.714,1:19.731,1:20.149,1:19.794,1:19.843,1:19.597,1:19.979,1:20.363,1:22.567,1:20.098,1:23.295
David Coulthard (COU),1:33.897,1:22.457,1:21.555,1:20.646,1:20.976,1:20.445,1:20.567,1:20.703,1:20.596,1:20.333,1:20.550,1:20.120,1:19.644,1:19.913,1:20.074,1:20.226,1:31.094,1:38.416,2:08.314,2:09.469,1:58.905,1:21.679,1:20.095,1:19.665,1:19.567,1:19.739,1:19.328,1:19.103,1:19.248,1:19.006,1:18.746,1:18.753,1:19.689,1:18.333,1:18.639,1:18.085,1:42.672,1:22.133,1:20.285,1:20.417,1:20.802,1:21.048,1:19.992,1:19.901,1:21.855,1:20.075,1:19.623,1:19.613,1:20.033,1:19.740,1:19.773,1:19.626,1:19.371,1:20.168,1:19.670,1:19.417,1:19.832,1:23.325,1:19.609,1:20.311,1:19.990,1:19.838,1:19.820,1:19.778,1:19.505,1:19.674,1:20.455,1:20.561,1:20.226,1:20.086
Felipe Massa (MAS),1:29.833,1:20.721,1:20.042,1:19.058,1:18.923,1:19.072,1:18.681,1:18.502,1:19.017,1:18.514,1:18.006,1:18.673,1:18.689,1:18.368,1:18.877,1:18.266,1:22.338,2:11.425,2:33.296,1:58.047,2:18.132,1:22.050,1:19.128,1:18.928,1:18.639,1:18.354,1:18.515,1:19.849,1:19.722,1:19.827,1:18.441,1:19.176,1:20.900,1:19.566,1:19.297,1:19.330,1:19.350,1:20.573,1:20.066,1:19.481,1:20.104,1:20.507,1:20.381,1:20.550,1:21.847,1:21.120,1:19.733,1:20.364,1:20.601,1:20.906,1:20.680,1:18.226,1:39.140,1:22.346,1:19.466,1:20.996,1:18.731,1:20.118,1:18.916,1:19.069,1:20.949,1:19.551,1:18.678,1:18.446,1:18.454,1:18.737,1:20.461,1:20.890,1:19.840,1:20.902
Nelson Piquet Jr. (PIQ),1:35.525,1:23.421,1:21.511,1:21.133,1:21.501,1:20.709,1:20.753,1:20.634,1:20.838,1:20.833,1:21.177,1:21.735,1:20.114,1:20.037,1:19.360,1:19.239,1:26.250,1:37.902,2:31.713,1:54.418,1:54.902,1:21.741,1:21.164,1:21.127,1:21.420,1:20.317,1:19.981,1:42.280,1:21.299,1:19.754,1:19.892,1:19.626,1:19.352,1:20.206,1:20.307,1:19.837,1:20.107,1:20.923,1:25.230
Timo Glock (GLO),1:35.407,1:22.999,1:21.572,1:21.196,1:21.375,1:20.792,1:20.690,1:20.820,1:21.181,1:21.603,1:21.341,1:22.028,1:21.419,1:20.617,1:20.630,1:20.587,1:29.013,1:31.756,2:11.241,2:07.727,1:56.044,1:22.730,1:21.426,1:20.296,1:20.002,1:20.611,1:20.177,1:19.546,1:19.828,1:19.760,1:19.087,1:19.254,1:19.543,1:19.465,1:19.474,1:19.787,1:19.165,1:19.638,1:19.711,1:19.945,1:19.280,1:43.465,1:23.469,1:20.033,1:21.305,1:20.586,1:20.332,1:19.665,1:21.566,1:20.007,1:20.079,1:20.546,1:20.731,1:21.804,1:20.770,1:21.357,1:20.169,1:19.779,1:20.166,1:19.727,1:19.744,1:19.429,1:19.766,1:19.866,1:20.153,1:20.774,1:20.377,1:22.521,1:19.725,1:20.400
Robert Kubica (KUB),1:26.931,1:19.558,1:18.639,1:18.553,1:17.852,1:18.039,1:17.980,1:17.917,1:18.413,1:18.222,1:18.195,1:18.192,1:18.426,1:18.321,1:18.518,1:18.305,1:19.085,2:20.132,2:27.437,2:07.236,1:55.814,1:22.816,1:21.203,1:20.937,1:20.637,1:20.404,1:19.714,1:20.941,1:19.847,1:21.280,1:19.005,1:18.562,1:18.290,1:18.335,1:18.797,1:19.731,1:19.236,1:18.950,1:19.374,1:20.063,1:19.289,1:19.233,1:17.876,1:18.414,1:18.144,1:18.129,1:17.539,1:17.831,1:39.178,1:21.944,1:18.644,1:18.676,1:19.287,1:19.303,1:19.257,1:19.183,1:19.260,1:19.116,1:18.816,1:18.909,1:20.123,1:19.683,1:19.549,1:19.864,1:19.146,1:19.130,1:19.671,1:19.467,1:19.616,1:20.283
Kimi Räikkönen (RAI),1:27.777,1:19.909,1:19.048,1:18.771,1:18.236,1:18.309,1:18.376,1:18.264,1:18.660,1:18.363,1:18.379,1:17.666,1:17.580,1:17.387,1:17.827,1:18.376,1:19.600,2:21.017,2:25.177
