Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
Romain Grosjean (GRO),2:20.182,1:47.278,1:42.379,1:41.816,1:42.224,1:41.728,1:41.755,1:41.783,1:48.397,1:42.855,1:42.544,1:41.709,1:41.440,1:40.896,1:41.401,1:41.713,1:41.124,1:41.654,1:41.379,1:41.982,1:41.313,1:41.514,1:41.813,1:42.164,1:41.533,1:40.957,1:41.219,1:55.225,1:45.157,1:40.327,1:40.175,1:40.517,1:40.151,1:40.577,1:40.159,1:39.922,1:39.654,1:39.962,1:40.750,1:40.267,1:39.428,1:54.632,1:45.650,1:40.920,1:40.495,1:40.293,1:40.431,1:40.413,1:39.884,1:40.336,1:39.991,1:41.646,1:40.545,1:39.971,1:39.473,1:39.873,1:39.487
Jaime Alguersuari (ALG),1:59.557,1:43.842,1:44.013,1:44.335,1:43.568,1:43.462,1:42.847,1:42.775,1:42.892,1:42.623,1:42.402,1:42.658,1:44.220,1:41.975,1:41.710,1:41.383,1:41.349,1:41.698,1:41.392,1:42.329,1:41.505,1:57.409,1:45.491,1:42.006,1:41.239,1:41.270,1:41.142,1:41.640,1:40.935,1:40.995,1:41.209,1:41.119,1:56.268,1:48.071,1:42.018,1:46.796,1:41.844,1:41.400,1:45.982,1:41.483,1:41.753,1:45.917,1:42.051,1:44.468,1:41.828,1:44.289,1:43.859,1:43.125,1:43.429,1:43.553,1:41.723,1:41.626,1:43.333,1:41.624,1:43.590,1:41.310
Luca Badoer (BAD),2:07.632,1:44.430,1:43.986,1:43.907,1:44.235,1:44.082,1:43.514,1:43.361,1:42.600,1:42.611,1:42.688,1:42.734,1:42.211,1:42.785,1:42.424,1:44.255,1:42.446,1:41.832,1:41.672,1:41.694,1:41.518,1:41.830,1:41.034,1:41.904,1:42.072,1:40.704,1:41.591,1:54.954,1:48.139,1:42.367,1:41.327,1:45.763,1:48.237,1:43.657,1:48.062,1:44.104,1:51.996,1:42.730,1:46.855,1:41.343,1:41.521,1:46.337,1:55.977,1:51.909,1:43.135,1:42.815,1:41.282,1:44.287,1:41.769,1:41.006,1:40.909,1:40.590,1:42.170,1:41.223,1:40.755,1:42.302
Sébastien Buemi (BUE),3:05.649,1:48.757,1:42.159,1:41.981,1:41.630,1:41.710,1:41.478,1:41.807,1:41.875,1:41.413,1:44.181,1:41.591,1:41.252,1:46.155,1:45.077,1:48.932,1:42.063,1:45.638,1:44.957,1:43.083,1:42.529,1:41.840,1:58.255,1:47.891,1:41.937,1:41.751,1:41.922,1:41.659,1:41.399,1:42.388,1:43.951,1:41.633,1:42.492,1:43.795,1:41.738,1:41.342,1:41.042,1:41.262,1:41.413,1:41.069,1:41.535
Rubens Barrichello (BAR),1:50.022,1:42.835,1:41.700,1:41.111,1:40.750,1:40.626,1:40.839,1:40.526,1:40.531,1:40.185,1:40.174,1:40.138,1:40.158,1:39.955,1:39.924,1:39.948,1:39.962,1:39.427,1:39.499,1:55.468,1:45.349,1:40.503,1:40.403,1:40.109,1:40.362,1:40.389,1:40.049,1:39.810,1:39.754,1:39.779,1:39.697,1:39.677,1:39.488,1:39.421,1:40.087,1:39.354,1:39.674,1:39.071,1:38.990,1:54.173,1:44.657,1:39.786,1:40.398,1:39.941,1:39.968,1:39.886,1:39.527,1:39.657,1:39.636,1:39.600,1:39.698,1:39.468,1:39.448,1:39.445,1:39.630,1:40.020,1:40.607
Giancarlo Fisichella (FIS),1:56.571,1:43.937,1:43.494,1:42.672,1:42.784,1:42.564,1:42.512,1:42.318,1:42.687,1:42.102,1:42.077,1:41.568,1:41.853,1:41.127,1:41.344,1:41.166,1:41.297,1:41.665,1:41.258,1:41.510,1:42.890,1:41.443,1:41.428,1:41.208,1:41.053,1:41.143,1:40.717,1:40.526,1:40.703,1:40.458,1:58.049,1:45.532,1:41.060,1:40.546,1:40.982,1:41.510,1:41.227,1:40.693,1:41.445,1:41.878,1:41.015,1:41.134,1:40.813,1:41.146,1:41.970,1:41.247,1:40.570,1:40.559,1:41.054,1:40.555,1:40.554,1:40.416,1:40.111,1:41.026,1:40.473,1:40.660,1:40.603
Sebastian Vettel (VET),1:51.095,1:43.032,1:42.132,1:41.461,1:41.468,1:40.919,1:40.945,1:40.705,1:40.538,1:40.499,1:40.561,1:40.529,1:39.992,1:40.437,1:40.290,1:56.827,2:02.168,1:45.675,1:41.655,1:41.445,1:41.908,1:41.431,1:41.570
Jenson Button (BUT),1:53.743,1:43.081,1:42.649,1:42.505,1:43.056,1:41.753,1:41.383,1:41.257,1:41.121,1:40.945,1:40.476,1:40.820,1:40.216,1:40.267,1:40.038,1:39.812,1:41.291,1:41.782,1:56.160,1:45.258,1:42.217,1:42.101,1:41.840,1:41.325,1:41.119,1:40.817,1:40.763,1:40.654,1:40.642,1:40.845,1:40.359,1:39.816,1:39.847,1:39.681,1:40.006,1:40.135,1:40.266,1:39.683,1:39.815,1:41.025,1:40.544,1:54.019,1:43.309,1:39.873,1:39.123,1:38.874,1:39.029,1:38.916,1:39.013,1:39.073,1:39.003,1:39.021,1:40.964,1:40.864,1:41.070,1:40.804,1:42.134
Mark Webber (WEB),1:54.206,1:43.218,1:42.627,1:42.729,1:41.977,1:41.049,1:40.944,1:40.865,1:41.018,1:40.827,1:40.624,1:40.328,1:40.644,1:40.295,1:40.194,1:39.975,1:42.228,1:41.711,1:40.400,1:57.582,1:44.815,1:41.136,1:41.318,1:41.517,1:41.097,1:40.956,1:40.580,1:40.585,1:40.498,1:40.790,1:40.986,1:40.516,1:40.057,1:40.088,1:40.566,1:40.095,1:39.803,1:39.903,1:40.100,1:40.976,1:40.894,1:40.956,1:56.116,1:45.844,1:40.761,1:40.007,1:40.816,1:39.840,1:39.911,1:39.528,1:39.601,1:40.674,1:39.851,1:39.990,1:40.130,1:40.656,1:40.801
Adrian Sutil (SUT),1:55.709,1:43.744,1:42.795,1:42.454,1:43.305,1:41.836,1:41.756,1:41.743,1:41.240,1:41.215,1:41.114,1:40.880,1:41.200,1:40.892,1:40.616,1:40.578,1:40.869,1:40.714,1:40.862,1:41.217,1:41.346,1:54.825,1:46.116,1:40.862,1:41.171,1:41.241,1:41.094,1:40.991,1:40.764,1:40.841,1:40.416,1:40.369,1:40.055,1:40.236,1:39.781,1:39.622,1:39.976,1:56.490,1:44.906,1:39.981,1:40.152,1:40.042,1:40.417,1:40.287,1:40.622,1:40.157,1:40.377,1:40.173,1:40.471,1:39.944,1:39.871,1:39.946,1:39.982,1:39.988,1:40.138,1:39.990,1:40.845
