Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
Jarno Trulli (TRU),1:58.519,1:44.494,1:43.740,1:44.499,1:43.213,1:42.859,1:43.295,1:43.049,1:42.848,1:42.635,1:42.597,1:42.290,1:41.669,1:42.498,1:41.910,1:41.799,1:41.476,1:41.564,1:41.423,1:41.855,1:41.640,1:41.378,1:41.135,1:41.345,1:41.913,1:41.104,1:40.764,1:40.852,1:40.531,1:40.701,1:40.580,1:40.799,1:40.452,1:56.399,1:45.635,1:40.859,1:40.407,1:39.995,1:40.247,1:40.473,1:40.369,1:40.144,1:40.389,1:40.893,1:41.240,1:41.204,1:40.813,1:41.302,1:41.068,1:40.376,1:40.088,1:39.941,1:39.993,1:40.601,1:40.631,1:41.165,1:40.158
Timo Glock (GLO),2:42.647,1:47.795,1:41.726,1:42.575,1:41.911,1:41.594,1:41.694,1:41.551,1:41.511,1:41.568,1:41.416,1:41.867,1:42.005,1:41.794,1:41.106,1:41.298,1:40.954,1:40.897,1:41.041,1:40.700,1:40.740,1:40.533,1:40.723,1:41.545,1:40.544,1:40.381,1:41.057,1:40.790,1:40.580,1:41.402,1:41.145,1:55.536,1:44.714,1:41.956,1:40.297,1:39.789,1:39.447,1:39.962,1:40.349,1:39.954,1:39.822,1:39.849,1:40.135,1:39.932,1:39.347,1:39.890,1:39.138,1:39.023,1:51.066,1:43.235,1:39.619,1:39.272,1:39.893,1:38.992,1:38.683,1:39.192,1:41.626
Robert Kubica (KUB),1:55.200,1:43.575,1:42.801,1:42.335,1:41.871,1:41.834,1:41.503,1:41.151,1:41.272,1:40.947,1:40.736,1:40.709,1:40.586,1:40.416,1:40.194,1:56.690,1:45.173,1:40.814,1:40.960,1:41.447,1:42.039,1:41.425,1:41.817,1:41.669,1:41.237,1:41.215,1:41.174,1:40.907,1:40.774,1:40.664,1:40.132,1:39.930,1:39.835,1:39.801,1:39.913,1:39.847,1:39.803,1:39.650,1:39.702,1:54.896,1:43.952,1:39.742,1:40.050,1:40.429,1:40.080,1:39.957,1:39.637,1:39.797,1:39.766,1:40.054,1:39.619,1:39.586,1:39.995,1:39.621,1:39.374,1:39.547,1:40.106
Kimi Räikkönen (RAI),1:50.472,1:42.872,1:41.950,1:41.194,1:41.105,1:41.130,1:40.590,1:40.911,1:40.574,1:40.615,1:40.506,1:40.443,1:40.348,1:40.462,1:40.505,1:40.211,1:39.865,1:39.877,1:55.735,1:47.765,1:41.642,1:40.681,1:40.475,1:40.339,1:40.343,1:40.227,1:40.199,1:40.042,1:39.851,1:39.783,1:39.790,1:39.808,1:39.658,1:39.631,1:39.877,1:40.157,1:39.276,1:39.482,1:39.207,1:54.049,1:46.191,1:39.932,1:40.011,1:40.006,1:39.801,1:40.273,1:39.931,1:39.829,1:40.031,1:40.009,1:39.509,1:39.306,1:39.513,1:40.391,1:40.092,1:39.797,1:41.014
Kazuki Nakajima (NAK),1:57.579,1:44.190,1:43.601,1:43.437,1:42.695,1:42.549,1:42.437,1:42.056,1:42.353,1:42.055,1:41.973,1:41.710,1:41.553,1:41.375,1:41.298,1:41.170,1:41.242,1:41.359,1:41.404,1:42.763,1:42.156,1:41.720,1:41.805,1:41.617,1:41.226,1:41.100,1:41.226,1:40.556,1:40.352,1:57.612,1:46.293,1:41.053,1:41.149,1:41.022,1:40.649,1:40.689,1:40.681,1:41.490,3:37.180,1:46.579,1:40.052,1:40.803,1:40.821,1:40.738,1:44.606,1:41.101,1:40.595,1:40.721,1:40.401,1:40.427,1:39.933,1:40.372,1:39.747,1:40.169
Heikki Kovalainen (KOV),1:49.075,1:42.185,1:41.385,1:40.969,1:40.982,1:40.746,1:40.676,1:40.628,1:40.201,1:40.354,1:40.048,1:40.411,1:39.953,1:40.000,1:40.567,1:39.989,1:55.697,1:45.833,1:41.588,1:41.327,1:40.905,1:40.787,1:40.148,1:40.068,1:40.359,1:40.134,1:40.050,1:40.130,1:39.931,1:39.938,1:40.225,1:39.685,1:39.702,1:40.011,1:40.203,1:40.050,1:39.662,1:54.725,1:46.978,1:42.029,1:41.644,1:40.924,1:40.749,1:40.791,1:39.997,1:40.174,1:40.444,1:40.206,1:39.961,1:39.951,1:39.590,1:39.917,1:39.851,1:39.688,1:39.998,1:39.341,1:39.761
Fernando Alonso (ALO),1:52.586,1:42.707,1:42.421,1:41.965,1:41.621,1:41.353,1:41.835,1:40.895,1:40.659,1:40.548,1:40.595,1:40.467,1:40.225,1:40.256,1:40.448,1:40.730,1:56.827,1:45.700,1:41.121,1:41.555,1:41.073,1:40.939,1:41.565,1:41.208,1:40.639,1:40.669,1:40.509,1:40.280,1:40.184,1:40.304,1:39.886,1:39.831,1:39.878,1:39.935,1:40.011,1:39.876,1:40.010,1:40.961,1:39.783,1:40.138,1:39.693,1:53.610,1:44.275,1:40.178,1:39.865,1:39.494,1:39.827,1:39.621,1:40.141,1:39.566,1:40.047,1:39.508,1:39.540,1:39.681,1:39.784,1:40.406,1:41.604
Nico Rosberg (ROS),1:51.834,1:43.011,1:42.221,1:41.509,1:41.610,1:41.503,1:41.043,1:40.949,1:40.637,1:41.045,1:40.625,1:40.619,1:40.396,1:40.242,1:40.237,1:40.777,1:40.107,1:39.898,1:39.890,1:56.357,1:45.956,1:41.062,1:40.772,1:40.769,1:40.843,1:40.967,1:40.684,1:40.766,1:40.569,1:40.535,1:40.363,1:40.104,1:40.089,1:39.924,1:39.836,1:39.782,1:39.773,1:40.294,1:39.729,1:40.721,1:39.451,1:39.724,1:54.202,1:44.637,1:40.342,1:40.077,1:39.935,1:40.006,1:40.050,1:39.387,1:39.397,1:39.329,1:39.557,1:39.793,1:39.357,1:39.388,1:39.479
Nick Heidfeld (HEI),1:54.670,1:43.556,1:42.779,1:42.468,1:43.551,1:41.840,1:41.681,1:41.573,1:41.325,1:41.301,1:41.170,1:41.058,1:40.988,1:40.795,1:40.598,1:40.709,1:40.739,1:40.785,1:41.387,1:41.173,1:41.145,1:57.095,1:46.307,1:41.619,1:41.272,1:41.036,1:41.049,1:41.075,1:40.706,1:40.830,1:40.520,1:40.318,1:40.454,1:40.210,1:40.435,1:40.086,1:40.307,1:40.256,1:40.013,1:40.473,1:40.417,1:40.342,1:54.620,1:44.536,1:40.161,1:40.055,1:40.385,1:39.925,1:40.287,1:39.984,1:39.810,1:39.819,1:39.704,1:40.427,1:39.852,1:40.083,1:40.352
Lewis Hamilton (HAM),1:47.572,1:41.807,1:41.146,1:40.401,1:40.580,1:39.810,1:40.057,1:39.984,1:40.006,1:40.064,1:40.006,1:39.886,1:40.043,1:39.455,1:39.796,1:56.244,1:46.591,1:41.055,1:40.622,1:40.335,1:40.422,1:40.325,1:40.182,1:40.152,1:40.704,1:39.629,1:39.701,1:39.992,1:39.791,1:39.805,1:39.446,1:39.523,1:39.820,1:39.685,1:39.808,1:39.878,1:59.794,1:45.528,1:40.452,1:40.195,1:40.357,1:40.180,1:40.182,1:40.451,1:40.043,1:39.590,1:39.680,1:39.394,1:39.556,1:39.227,1:39.394,1:39.289,1:39.249,1:39.187,1:39.386,1:39.134,1:39.056
