Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Sébastien Buemi (BUE),1:39.349,1:28.176,1:26.608,1:25.913,1:25.506,1:25.116,1:24.423,1:24.699,1:24.288,1:24.089,1:23.842,1:23.992,1:24.611,1:24.197,1:23.910,1:23.901,1:23.914,1:23.805,1:23.675,1:23.585,1:23.609,1:27.638,1:45.052,1:22.711,1:24.896,1:23.500,1:22.948,1:23.208,1:23.877,1:24.328,1:24.851,1:24.173,1:24.198,1:24.468,1:25.030,1:24.686,1:23.755,1:23.470,1:23.425,1:23.489,1:27.132,1:46.203,1:29.006,1:24.173,1:23.728,1:23.660,1:23.512,1:23.347,1:23.635,1:23.529,1:25.403,1:23.371,1:24.193,1:23.888,1:23.615,1:24.328,1:23.608,1:24.475,1:24.285
Rubens Barrichello (BAR),1:28.012,1:23.403,1:22.573,1:22.768,1:22.440,1:22.392,1:22.378,1:22.107,1:22.315,1:22.299,1:22.286,1:22.129,1:21.860,1:21.685,1:21.681,1:21.673,1:21.646,1:21.429,1:25.720,1:46.200,1:24.601,1:23.476,1:23.334,1:22.864,1:22.525,1:22.675,1:22.551,1:22.607,1:22.737,1:22.507,1:22.970,1:23.706,1:22.798,1:22.613,1:23.025,1:23.005,1:22.524,1:22.703,1:22.838,1:22.767,1:22.780,1:22.863,1:22.658,1:22.691,1:22.800,1:21.979,1:25.988,1:43.807,1:23.018,1:22.554,1:22.327,1:22.308,1:21.940,1:22.330,1:22.510,1:22.276,1:22.487,1:22.207,1:22.482,1:22.676
Giancarlo Fisichella (FIS),1:36.860,1:25.133,1:23.789,1:23.548,1:23.261,1:23.172,1:22.956,1:22.905,1:22.714,1:22.459,1:22.444,1:22.384,1:22.349,1:22.410,1:22.590,1:22.495,1:22.285,1:22.088,1:22.073,1:21.810,1:26.110,1:46.098,1:23.696,1:23.277,1:23.075,1:23.558,1:23.132,1:23.003,1:23.123,1:23.081,1:22.842,1:22.958,1:23.127,1:23.230,1:23.023,1:23.834,1:22.991,1:22.947,1:22.727,1:22.575,1:22.388,1:22.390,1:22.816,1:22.924,1:27.096,1:43.551,1:23.146,1:22.686,1:23.753,1:22.587,1:22.406,1:22.420,1:22.725,1:23.101,1:23.345,1:23.492,1:22.777,1:22.934,1:23.296,1:22.885
Sebastian Vettel (VET),1:26.511,1:22.338,1:21.823,1:21.618,1:21.702,1:21.458,1:21.275,1:21.082,1:20.931,1:21.100,1:20.839,1:20.987,1:20.821,1:21.052,1:20.926,1:20.735,1:21.042,1:20.896,1:20.884,1:21.164,1:25.749,1:46.045,1:22.684,1:22.332,1:22.010,1:22.373,1:21.713,1:22.261,1:22.506,1:22.251,1:23.791,1:22.463,1:22.172,1:21.573,1:21.335,1:22.269,1:22.057,1:21.575,1:22.031,1:21.706,1:21.854,1:21.321,1:21.871,1:25.655,1:45.436,1:22.582,1:21.621,1:21.723,1:21.708,1:21.326,1:21.547,1:21.286,1:22.044,1:22.512,1:21.902,1:21.926,1:22.570,1:22.497,1:22.480,1:25.387
Jenson Button (BUT),1:33.608,1:23.638,1:23.455,1:23.213,1:22.996,1:22.715,1:22.515,1:22.413,1:22.184,1:22.255,1:22.209,1:22.318,1:23.077,1:22.939,1:21.737,1:21.332,1:21.399,1:25.130,1:47.437,1:23.617,1:23.721,1:23.546,1:23.138,1:23.330,1:23.246,1:23.502,1:22.980,1:22.803,1:22.880,1:22.718,1:22.879,1:23.371,1:22.987,1:23.182,1:23.108,1:23.439,1:23.250,1:22.733,1:22.662,1:22.522,1:22.960,1:23.223,1:22.436,1:22.394,1:22.586,1:22.418,1:21.887,1:21.697,1:25.478,1:41.680,1:21.606,1:21.890,1:21.589,1:21.189,1:21.204,1:21.454,1:21.644,1:21.871,1:22.118,1:22.105
Mark Webber (WEB),1:28.776,1:23.379,1:22.572,1:22.751,1:22.576,1:22.364,1:22.277,1:22.188,1:22.262,1:22.054,1:22.524,1:22.099,1:21.849,1:21.835,1:21.655,1:21.570,1:21.666,1:21.565,1:21.538,1:24.944,1:48.077,1:22.543,1:22.451,1:22.052,1:21.995,1:21.979,1:21.884,1:21.407,1:22.370,1:21.840,1:21.804,1:22.188,1:21.822,1:21.645,1:22.248,1:22.409,1:21.743,1:21.865,1:22.293,1:21.406,1:21.311,1:21.799,1:21.674,1:21.702,1:22.004,1:21.537,1:25.600,1:43.803,1:23.062,1:22.257,1:22.977,1:22.978,1:22.596,1:22.139,1:21.309,1:21.605,1:20.915,1:22.024,1:22.012,1:22.747
Adrian Sutil (SUT),1:40.587,1:36.015,1:26.362,1:25.487,1:25.367,1:25.298,1:24.412,1:24.502,1:24.125,1:24.422,1:24.234,1:24.248,1:24.184,1:24.383,1:23.661,1:24.117,1:24.098,1:26.136,1:24.004,1:23.931,1:23.782,1:23.857,1:24.149,1:23.941,1:24.145,1:24.162,1:24.501,1:23.994,1:24.637,1:23.641,1:23.601,1:25.026,1:27.929,1:50.512,1:24.275,1:23.758,1:23.996,1:23.638,1:23.848,1:23.934,1:26.530,1:25.495,1:23.801,1:23.825,1:23.764,1:25.276,1:25.612,1:25.520,1:23.555,1:23.475,1:23.776,1:25.232,1:23.932,1:23.978,1:23.806,1:23.890,1:23.798,1:23.560,1:23.710
Jarno Trulli (TRU),1:32.757,1:23.899,1:23.649,1:23.117,1:22.923,1:22.634,1:22.481,1:22.231,1:22.183,1:22.275,1:22.259,1:22.361,1:22.190,1:21.985,1:22.153,1:22.032,1:21.806,1:25.704,1:46.774,1:23.342,1:23.089,1:23.080,1:23.399,1:23.119,1:23.108,1:23.008,1:22.983,1:22.953,1:22.876,1:22.930,1:23.243,1:23.051,1:23.013,1:23.267,1:23.186,1:23.247,1:22.780,1:22.427,1:22.598,1:22.727,1:23.162,1:23.065,1:22.554,1:22.579,1:22.592,1:26.530,1:44.477,1:24.264,1:23.654,1:23.485,1:22.968,1:23.008,1:23.139,1:22.774,1:22.913,1:22.971,1:23.037,1:23.418,1:23.597,1:24.609
Felipe Massa (MAS),1:33.386,1:25.435,1:23.401,1:23.351,1:22.880,1:22.707,1:22.504,1:22.550,1:22.292,1:22.207,1:22.285,1:22.332,1:22.504,1:22.796,1:22.425,1:22.080,1:21.876,1:21.905,1:21.674,1:21.683,1:21.745,1:21.509,1:25.932,1:44.642,1:22.654,1:22.562,1:22.452,1:22.434,1:22.388,1:22.328,1:22.339,1:22.506,1:22.487,1:22.711,1:22.895,1:23.188,1:22.578,1:22.601,1:22.454,1:22.586,1:22.790,1:23.043,1:22.729,1:22.049,1:26.575,1:43.560,1:23.185,1:23.396,1:23.351,1:22.630,1:22.914,1:22.960,1:22.193,1:22.264,1:22.365,1:22.354,1:22.137,1:22.059,1:22.192,1:22.361
Nelson Piquet Jr. (PIQ),1:38.705,1:28.005,1:26.340,1:25.496,1:24.861,1:24.927,1:24.543,1:23.946,1:24.257,1:24.349,1:24.317,1:23.957,1:23.768,1:24.268,1:24.139,1:24.002,1:23.793,1:23.815,1:23.545,1:23.455,1:23.263,1:22.691,1:23.024,1:22.612,1:22.505,1:23.158,1:22.777,1:22.508,1:26.623,1:50.805,1:24.253,1:24.909,1:23.771,1:23.601,1:23.761,1:23.701,1:23.555,1:23.596,1:24.871,1:23.193,1:23.446,1:23.383,1:23.369,1:23.829,1:23.253,1:23.253,1:23.032,1:22.866,1:22.997,1:23.015,1:22.673,1:22.661,1:22.596,1:22.887,1:23.006,1:22.825,1:22.739,1:22.758,1:22.676
