Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
Johnny Herbert,1:36.690,1:26.260,1:25.544,1:25.115,1:25.049,1:24.353,1:24.007,1:25.116,1:24.435,1:24.107,1:24.189,1:25.491,1:24.119,1:24.240,1:23.912,1:23.760,1:24.037,1:24.128,1:23.854,1:23.980,1:23.869,1:23.844,1:23.875,1:23.427,1:24.059,1:25.098,1:26.949,1:47.663,1:22.919,1:22.439,1:22.958,1:23.243,1:23.558,1:23.630,1:23.600,1:23.027,1:23.592,1:25.689,1:23.774,1:23.021,1:23.612,1:25.411,1:23.348,1:23.188,1:23.438,1:23.160,1:23.338,1:26.132,1:45.038,1:22.673,1:23.105,1:23.646,1:24.312,1:25.588,1:24.538,1:24.220,1:24.459,1:24.539,1:34.172,1:24.296,1:26.292,1:23.895,1:24.429,1:28.032,1:24.058,1:24.788,1:52.993
Pedro Diniz,1:34.961,1:25.397,1:24.784,1:24.344,1:24.028,1:23.687,1:23.718,1:23.687,1:23.467,1:23.424,1:23.647,1:23.272,1:23.302,1:23.905,1:23.299,1:23.612,1:22.981,1:22.853,1:22.595,1:23.349,1:23.798,1:24.029,1:23.039,1:22.403,1:22.832,1:23.289,1:23.575,1:23.173,1:25.888,1:41.794,1:22.166,1:22.923,1:23.441,1:21.815,1:22.626,1:24.126,1:21.960,1:22.298,1:22.392,1:22.039,1:22.095,1:21.879,1:22.391,1:22.673,1:23.653,1:21.720,1:21.491,1:21.904,1:22.710,1:24.137,1:21.612,1:21.731,1:23.348,1:24.967,1:42.871,1:22.780,1:22.717,1:23.665,1:22.820,1:22.666,1:22.930,1:23.144
Mika Salo,1:34.261,1:25.302,1:24.743,1:23.975,1:23.961,1:23.552,1:23.656,1:23.727,1:23.671,1:23.697,1:23.461,1:23.280,1:23.288,1:23.225,1:23.505,1:23.099,1:23.204,1:22.972,1:22.649,1:23.169,1:22.941,1:22.689,1:22.600,1:22.516,1:22.790,1:22.566,1:22.705,1:23.143,1:23.065,1:26.527,1:40.066,1:21.372,1:21.459,1:21.888,1:21.917,1:22.111,1:22.305,1:22.540,1:22.419,1:22.642,1:22.784,1:24.527,1:25.789,1:23.885,1:24.011,1:25.632,1:44.048,1:22.607,1:23.201,1:23.638,1:24.035,1:23.267,1:23.423,1:23.201,1:23.375,1:23.552,1:23.805,1:23.800,1:23.324,1:23.425,1:23.301,1:23.123,1:24.652,1:24.042,1:23.844,1:23.573,1:24.063,1:25.435,1:26.069,1:25.534,1:24.240,1:24.786,1:23.537,1:25.019,1:26.214,1:24.338
Gastón Mazzacane,1:41.914,1:26.016,1:25.514,1:25.775,1:25.502,1:25.409,1:25.498,1:25.991,1:26.443,1:26.045,1:26.450,1:26.182,1:26.071,1:25.981,1:25.568,1:25.454,1:26.788,1:24.722,1:25.538,1:27.651,1:25.835,1:26.964,1:24.906,1:26.551,1:25.949,1:27.476,1:49.245,1:26.992,1:23.912,1:24.745,1:25.035,1:26.838,1:26.128,1:25.145,1:24.134,1:24.934,1:26.827,1:25.191,1:24.501,1:26.255,1:24.110,1:25.877,1:25.406,1:24.708,1:25.952,1:24.243,1:24.821,1:24.589,1:25.183,1:26.909,1:24.071,1:27.022,1:44.578,1:25.489,1:24.437,1:24.483,1:24.551,1:26.017,1:24.165,1:24.416,1:24.180,1:27.303,1:25.071,1:24.615,1:25.757,1:25.918,1:28.386,1:44.449
Mika Häkkinen,1:26.673,1:23.878,1:22.168,1:21.740,1:21.657,1:21.264,1:20.895,1:21.312,1:21.372,1:21.803,1:21.216,1:21.868,1:21.787,1:21.652,1:21.632,1:20.607,1:21.337,1:21.590,1:21.070,1:20.856,1:20.979,1:21.425,1:21.195,1:21.163,1:20.268,1:20.701,1:20.450,1:20.419,1:21.309,1:21.423,1:24.033,1:38.765,1:20.028,1:21.819,1:20.844,1:20.921,1:21.185,1:20.568,1:20.805,1:20.939,1:20.992,1:21.006,1:21.844,1:23.378,1:20.870,1:20.955,1:21.303,1:20.547,1:20.556,1:20.498,1:20.274,1:20.972,1:24.643,1:41.039,1:20.561,1:22.366,1:21.074,1:21.540,1:22.334,1:22.173,1:21.639,1:22.278,1:22.112,1:22.232,1:22.971,1:22.815,1:22.613,1:23.270,1:22.961,1:22.595,1:22.097,1:22.213,1:23.684,1:24.755,1:23.538,1:22.622,1:24.933
Eddie Irvine,1:33.246,1:24.572,1:23.585,1:23.469,1:23.683,1:23.263,1:22.994,1:22.791,1:22.331,1:22.554,1:22.362,1:22.641,1:22.346,1:22.280,1:22.856,1:23.025,1:21.991,1:21.900,1:21.857,1:21.892,1:22.107,1:22.132,1:22.104,1:28.499,1:43.535,1:21.726,1:22.497,1:23.118,1:23.640,1:22.779,1:22.627,1:22.759,1:22.654,1:22.843,1:22.631,1:24.469,1:22.883,1:22.894,1:22.800,1:23.580,1:24.164,1:26.232,1:25.898,1:24.753,1:23.857,1:22.669,1:22.161,1:23.005,1:23.161,1:26.868,1:44.831,1:22.273,1:22.346,1:22.111,1:22.770,1:23.795,1:22.496,1:22.771,1:22.701,1:22.780,1:22.501,1:23.171,1:24.698,1:22.952,1:22.214,1:22.327,1:22.996,1:23.737,1:21.793,1:21.572,1:21.930,1:22.254,1:21.652,1:22.469,1:22.411,1:22.792
Jean Alesi,1:35.869,1:26.099,1:25.763,1:24.622,1:24.493,1:24.112,1:24.106,1:24.896,1:28.076,3:05.533,4:41.934
Jos Verstappen,1:38.787,1:25.640,1:26.306,1:25.519,1:25.422,1:24.816,1:24.848,1:24.892,1:24.533,1:24.671,1:24.717,1:24.825,1:25.125,1:24.616,1:24.763,1:24.418,1:24.394,1:24.551,1:24.447,1:23.997,1:24.395,1:25.524,1:24.603,1:26.332,1:27.564,1:43.071,1:22.366,1:23.273,1:25.003,1:23.562,1:23.405,1:23.313,1:24.458,1:23.509,1:23.227,1:24.950,1:23.461,1:23.977,1:23.874,1:23.960,1:23.155,1:23.464,1:25.684,1:23.695,1:23.262,1:23.257,1:26.195,1:45.096,1:23.859,1:24.276,1:24.776,1:23.185,1:23.236,1:23.262,1:23.705,1:23.620,1:23.677,1:23.459,1:25.274,1:26.318,1:24.691,1:25.940,1:25.293,1:24.691,1:24.560,1:23.845,1:24.521,1:22.954,1:22.799,1:22.707,1:23.284,1:22.695,1:22.818,1:22.482,1:23.136
Heinz-Harald Frentzen,1:31.044,1:23.864,1:23.801,1:23.636,1:23.039,1:22.832,1:22.683,1:23.061,1:23.092,1:22.869,1:22.886,1:22.689,1:22.533,1:22.571,1:23.054,1:22.712,1:22.036,1:22.131,1:21.850,1:22.007,1:22.016,1:22.154,1:22.446,1:22.359,1:22.756,1:21.565,1:21.678,1:21.704,1:22.440,1:22.244,1:22.729,1:25.893,1:40.938,1:21.425,1:21.668,1:23.026,1:22.094,1:22.454,1:23.091,1:23.558,1:24.103,1:22.730,1:23.016,1:22.469,1:21.958,1:21.919,1:21.996,1:22.077,1:21.891,1:22.195,1:22.909,1:23.075,1:21.934,1:22.059,1:22.343,1:25.232,1:39.720,1:20.640,1:21.590,1:21.167,1:21.326,1:21.384,1:21.613,1:22.945,1:22.651,1:22.363,1:22.288,1:23.055,1:22.432,1:22.973,1:22.137,1:22.746,1:22.626,1:22.714,1:22.909,1:23.570,1:24.585
Marc Gené,1:40.887,1:24.962,1:26.028,1:25.464,1:25.368,1:24.923,1:25.191,1:25.259,1:25.200,1:25.237,1:24.639,1:24.937,1:24.753,1:24.960,1:24.424,1:24.179,1:24.754,1:24.281,1:24.180,1:24.384,1:25.560,1:24.344,1:25.273,1:24.681,1:25.580,1:24.550,1:24.729,1:28.027,1:43.948,1:25.544,1:23.696,1:24.435,1:26.527,1:24.484,1:24.193,1:24.393,1:24.158,1:24.564,1:24.530,1:24.160,1:26.481,1:25.638,1:25.242,1:29.715,1:31.593,1:45.876,1:24.992,1:24.114,1:23.475,1:28.265,1:43.782,1:25.078,1:23.388,1:23.639,1:24.637,1:23.592,1:25.519,1:24.521,1:23.873,1:23.935,1:24.135,1:24.126,1:25.811,1:24.630,1:24.278,1:24.046,1:25.969,1:24.702,1:23.740,1:24.552,1:23.863,1:23.946,1:25.168,1:26.411
Ricardo Zonta (ZON),1:37.131,1:26.381,1:25.842,1:25.301,1:24.929,1:24.460,1:24.085,1:25.119,1:24.669,1:24.200,1:24.389,1:25.213,1:25.092,1:25.052,1:24.384,1:23.921,1:24.088,1:24.189,1:24.161,1:24.501,1:24.322,1:24.937,1:24.539,1:25.700,1:26.236,1:25.492,1:26.886,1:28.221,1:43.377,1:22.633,1:23.268,1:24.646,1:25.088,1:25.352,1:25.453,1:23.831,1:26.061,1:24.549,1:24.513,1:24.216,1:23.980,1:24.203,1:24.205,1:24.377,1:25.791,1:24.786,1:24.979,1:26.784,1:25.905,1:25.131,1:26.423,1:24.118,1:27.244,1:45.313,1:25.173,1:24.444,1:24.675,1:24.455,1:26.202,1:26.690,1:23.565,1:23.745,1:23.446,1:23.971,1:24.331,1:26.496,1:24.185,1:24.992,1:23.537,1:25.311,1:24.230,1:24.673,1:23.788,1:24.407,1:25.062
Pedro de la Rosa (DLR),2:01.163,1:49.191,1:23.937,1:23.820,1:24.677,1:24.563,1:24.450,1:24.241,1:25.778,1:26.388,1:26.587,1:24.999,1:27.966,1:24.986,1:28.445,1:24.772,1:24.326,1:25.051,1:25.976,1:26.069,1:26.397,1:24.680,1:24.376,1:26.551,1:24.415,1:24.524,1:25.379,1:25.926,1:25.526,1:24.674,1:26.036,1:25.465,1:24.851,1:25.089,1:25.280,1:31.603,1:48.192,1:24.027,1:25.985,1:27.464,1:25.021,1:25.522,1:25.310,1:27.479,1:25.490,1:24.969,1:24.899,1:28.109,1:25.156,1:28.103,1:25.235,1:25.172,1:26.090,1:31.182,1:24.988,1:28.207,1:25.117,1:24.792,1:24.594,1:24.340,1:26.458,1:24.953,1:26.214,1:25.128,1:24.978,1:25.489,1:26.142,1:25.644,1:27.211,1:27.787,1:25.358,1:26.225,1:25.369
Jacques Villeneuve (VIL),1:52.841,2:02.593,1:23.422,1:22.804,1:22.617,1:23.424,1:24.468,1:24.153,1:22.313,1:22.930,1:22.177,1:22.188,1:21.846,1:24.844,1:22.279,1:22.216,1:23.803,1:24.895,1:24.403,1:23.213,1:21.960,1:21.990,1:22.297,1:22.153,1:22.018,1:22.130,1:23.174,1:24.240,1:26.711,1:45.212,1:22.472,1:22.399,1:22.651,1:24.037,1:21.529,1:22.433,1:22.867,1:24.156,1:25.526,1:23.720,1:23.140,1:23.378,1:25.230,1:22.672,1:23.356,1:23.340,1:24.413,1:21.163,1:21.394,1:26.963,1:41.681,1:22.201,1:22.280,1:22.141,1:23.861,1:23.357,1:24.546,1:24.415,1:22.741,1:21.613,1:21.732,1:21.908,1:22.895,1:24.134,1:22.288,1:21.846,1:21.880,1:21.876,1:21.707,1:21.240,1:23.542,1:21.726,1:22.527,1:23.828,1:22.566
Michael Schumacher (MSC),1:27.123,1:23.718,1:22.756,1:22.125,1:21.959,1:21.844,1:21.855,1:21.770,1:22.207,1:21.991,1:21.921,1:22.061,1:21.463,1:21.424,1:21.838,1:21.858,1:21.351,1:21.733,1:21.785,1:21.309,1:21.240,1:20.762,1:21.042,1:20.931,1:20.980,1:22.116,1:23.928,1:39.822,1:21.259,1:21.204,1:21.275,1:21.260,1:21.846,1:22.168,1:21.303,1:21.380,1:21.752,1:21.773,1:21.792,1:21.059,1:21.008,1:21.013,1:20.892,1:21.510,1:21.109,1:21.989,1:21.565,1:20.990,1:21.152,1:25.221,1:40.511,1:22.204,1:22.145,1:22.069,1:22.130,1:22.502,1:22.934,1:22.553,1:22.320,1:21.698,1:22.423,1:22.782,1:22.071,1:22.090,1:22.736,1:21.357,1:21.342,1:21.876,1:21.564,1:21.786,1:21.395,1:21.396,1:21.629,1:21.539,1:21.631,1:21.567,1:22.104
Alexander Wurz (WUR),1:33.833,1:25.047,1:24.118,1:24.087,1:23.762,1:23.439,1:23.399,1:23.655,1:23.772,1:23.386,1:23.412,1:22.834,1:22.788,1:22.850,1:23.477,1:22.979,1:22.989,1:23.023,1:23.255,1:23.151,1:22.804,1:22.731,1:22.494,1:22.604,1:22.631,1:22.709,1:22.926,1:22.687,1:23.196,1:23.077,1:23.332,1:26.470,1:41.717,1:21.483,1:22.024,1:21.945,1:22.370,1:22.449,1:22.456,1:22.540,1:22.643,1:24.203,1:25.389,1:24.109,1:27.310,1:43.034,1:23.762,1:23.839,1:23.384,1:23.084,1:23.484,1:23.550,1:23.443,1:23.207,1:23.510,1:23.506,1:23.564,1:25.072,1:23.049,1:23.091,1:23.406,1:23.835,1:24.176,1:23.703,1:24.052,1:24.151,1:25.852,1:27.035,1:25.612,1:24.149,1:24.624,1:24.531,1:24.350,1:26.205,1:25.531,1:25.510
Ralf Schumacher (SCH),1:29.682,1:23.578,1:23.381,1:22.898,1:22.676,1:22.406,1:22.302,1:22.351,1:22.298,1:22.580,1:22.667,1:22.205,1:22.324,1:22.271,1:22.145,1:21.953,1:21.647,1:22.083,1:21.934,1:21.966,1:22.774,1:22.649,1:23.069,1:21.762,1:21.723,1:22.037,1:21.934,1:25.267,1:41.811,1:22.949,1:23.077,1:21.918,1:22.469,1:22.613,1:22.062,1:22.251,1:21.904,1:21.689,1:21.879,1:22.327,1:21.656,1:21.832,1:22.810,1:21.610,1:21.211,1:21.341,1:23.110,1:21.790,1:21.394,1:24.255,1:42.332,1:21.448,1:21.664,1:22.285,1:21.928,1:21.782,1:22.023,1:22.130,1:22.554,1:22.024,1:21.934,1:22.462,1:21.600,1:23.045,1:22.489,1:22.589,1:21.795,1:22.105,1:22.703,1:21.895,1:22.344,1:21.589,1:22.340,1:21.525,1:21.923,1:22.513,1:24.765
Rubens Barrichello (BAR),1:30.195,1:23.794,1:23.881,1:23.376,1:22.600,1:22.213,1:22.367,1:22.313,1:22.663,1:22.705,1:22.374,1:22.060,1:22.252,1:22.717,1:21.942,1:22.020,1:22.035,1:21.635,1:21.939,1:21.765,1:22.154,1:22.309,1:23.197,1:21.975,1:21.931,1:21.842,1:21.828,1:22.657,1:25.352,1:40.037,1:21.342,1:21.777,1:21.567,1:21.477,1:21.250,1:20.583,1:21.136,1:21.879,1:22.757,1:20.922,1:20.589,1:20.520,1:21.397,1:21.707,1:21.013,1:21.338,1:24.487,1:43.998,1:23.028,1:22.493,1:22.786,1:23.477,1:21.966,1:22.487,1:22.247,1:22.027,1:22.369,1:22.061,1:22.126,1:22.325,1:22.153,1:21.997,1:22.038,1:23.694,1:22.359,1:21.841,1:22.523,1:22.372,1:23.356,1:21.901,1:21.854,1:21.349,1:22.657,1:22.104,1:21.714,1:22.107,1:22.748
Giancarlo Fisichella (FIS),1:31.849,1:23.934,1:24.012,1:23.678,1:23.560,1:23.111,1:22.933,1:37.933,1:24.333,1:23.032,1:23.587,1:29.161,1:24.885,1:24.734,1:26.896,1:46.950,1:25.223,1:25.689,1:26.968,1:25.259,1:27.312,1:25.279,1:28.090,1:26.184,1:25.137,1:28.939,4:54.917,1:23.955,1:25.915,1:26.378,1:29.133
Jenson Button (BUT),1:32.627,1:23.867,1:23.892,1:23.776,1:23.492,1:23.363,1:22.941,1:24.821,1:22.994,1:22.497,1:22.488,1:22.531,1:22.477,1:22.731,1:22.542,1:23.213,1:22.273,1:22.097,1:22.174,1:22.078,1:22.495,1:22.360,1:21.994,1:22.791,1:21.616,1:23.509,1:21.602,1:21.847,1:22.144,1:21.692,1:24.601,1:41.101,1:21.423,1:22.190,1:21.599,1:22.278,1:23.531,1:22.582,1:22.307,1:22.710,1:22.999,1:22.978,1:23.017,1:24.371,1:25.009,1:23.668,1:23.573,1:23.716,1:25.335,1:22.878,1:22.840,1:22.861,1:22.992,1:22.783,1:25.774,1:42.296,1:23.566,1:23.763,1:24.086,1:24.670,1:23.499,1:22.906,1:23.541,1:25.778,1:22.891,1:23.234,1:23.160,1:22.939,1:22.713,1:22.460,1:22.672,1:23.199,1:23.339,1:24.548,1:24.700,1:25.565
Jarno Trulli (TRU),1:35.595,1:25.867,1:25.627,1:24.514,1:24.298,1:24.056,1:23.794,1:23.898,1:23.859,1:23.849,1:23.833,1:23.959,1:23.878,1:23.765,1:23.172,1:23.573,1:23.735,1:23.369,1:23.221,1:22.960,1:23.139,1:23.346,1:23.142,1:23.435,1:23.550,1:22.619,1:22.931,1:22.756,1:22.953,1:22.589,1:22.649,1:22.443,1:22.586,1:22.528,1:22.498,1:23.288,1:22.914,1:23.000,1:22.921,1:23.269,1:23.749,1:25.511,1:29.718,1:43.848,1:21.994,1:22.313,1:22.267,1:22.184,1:22.491,1:22.372,1:22.592,1:22.705,1:22.649,1:22.732,1:23.130,1:22.851,1:23.314,1:25.706,1:22.864,1:22.737,1:22.599,1:23.464,1:23.600,1:23.381,1:22.727,1:22.609,1:23.344,1:21.696,1:21.824,1:21.963,1:21.483,1:22.345,1:22.943,1:22.816,1:23.291,1:23.088
