Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
Johnny Herbert,1:55.955,1:48.080,1:47.630,1:47.625,1:47.684,1:49.056,1:48.137,1:47.788,1:47.332,1:47.652,1:48.911,1:50.515
Pedro Diniz,2:01.007,1:49.750,1:48.347,1:48.177,1:48.099,1:48.072,1:47.809,1:48.355,1:48.156,1:48.392,1:49.015,1:47.827,1:47.515,1:47.989,1:47.739,1:48.937,1:47.227,1:48.059,1:47.233,1:49.504,1:49.460,2:10.249,1:46.915,1:46.639,1:47.805,1:52.114,1:50.947,2:40.955,1:49.755
Mika Salo,2:00.185,1:49.143,1:48.935,1:48.324,1:48.207,1:47.887,1:48.046,1:47.962,1:48.560,1:48.379,1:49.967,1:48.191,1:47.410,1:48.093,1:47.420,1:47.953,1:47.330,1:47.601,1:47.399,1:49.477,1:47.496,1:47.521,1:47.670,1:47.522,1:49.728,2:10.217,1:50.011,2:43.548,1:48.804,1:49.684,2:47.966,1:47.129,1:47.205,1:49.583,2:01.735,2:15.505,1:57.745,2:00.215,1:59.772,2:01.087,1:59.889,1:58.837,1:59.392,1:57.847,1:58.953
Gastón Mazzacane,2:03.721,1:49.512,1:48.890,1:48.775,1:48.875,1:48.758,1:48.806,1:48.079,1:48.387,1:48.643,1:48.662,1:48.323,1:48.518,1:47.724,1:48.039,1:48.481,1:48.094,1:47.744,1:48.149,1:47.576,1:47.580,1:47.448,1:47.633,1:47.650,1:50.157,2:13.154,1:50.811,2:35.491,1:50.388,1:50.917,2:44.074,1:49.183,1:48.978,1:53.493,2:16.745,2:19.820,2:01.767,2:02.764,2:04.292,2:04.616,2:03.540,2:04.546,2:01.220,2:01.209,2:02.690
Mika Häkkinen,1:52.046,1:46.501,1:46.406,1:46.120,1:45.591,1:45.637,1:45.508,1:45.480,1:45.680,1:45.209,1:45.375,1:45.518,1:45.334,1:45.248,1:44.941,1:44.804,1:44.922,1:44.983,1:45.155,1:45.218,1:44.830,1:44.825,1:44.698,1:45.229,1:44.847,1:47.959,2:57.887,3:08.914,1:46.087,1:45.638,2:54.970,1:46.441,1:45.907,1:48.458,1:57.959,2:15.197,1:55.664,1:58.654,2:00.590,1:58.570,1:58.310,1:57.989,2:00.089,1:57.467,1:59.015
Eddie Irvine,1:55.531,1:49.872,1:48.476,1:47.790,1:48.135,1:47.843,1:47.844,1:48.147,1:48.752,1:48.257,1:48.243,1:48.281,1:47.793,1:47.706,1:48.257,1:47.997,1:48.073,1:47.570,1:48.022,1:48.221,1:48.298,1:49.142,1:48.349,1:51.967,2:08.981,1:52.150,1:51.397,2:40.925,1:49.501,1:49.153,2:47.345,1:49.621,1:47.903,2:12.015,2:16.987,2:20.283,2:00.561,2:01.566,1:59.781,2:00.114,1:59.400,1:59.877,1:57.823,1:59.439,2:00.694
Jean Alesi,2:02.642,1:49.308,1:48.733,1:48.202,1:49.754,1:48.142,1:47.919,1:48.442,1:48.225,1:47.971,1:48.036,1:48.602,1:48.289,1:47.954,1:47.991,1:48.478,1:48.406,1:47.229,1:47.771,1:47.682,1:48.088,1:47.750,1:47.001,1:47.488,1:50.154,2:12.669,1:51.437,2:38.931,1:49.563
Jos Verstappen,1:56.666,1:48.216,1:47.581,1:47.492,1:48.193,1:48.496,1:48.055,1:48.084,1:47.975,1:49.024,1:47.875,1:47.515,1:47.516,1:47.803,1:48.015,1:48.173,1:48.201,1:47.518,1:48.961,1:48.269,1:47.780,1:48.033,1:51.267,2:12.908,1:47.156,1:47.760,1:49.143,2:46.123,1:48.889,1:54.753,2:45.079,1:48.601,1:47.794,1:51.021,2:02.196,2:18.622,1:58.731,1:59.112,2:00.100
Heinz-Harald Frentzen,2:01.250,1:48.599,1:47.826,1:47.674,1:48.115,1:46.901,1:46.131,1:47.361,1:47.188,1:46.300,1:46.385,1:44.929,1:44.766,1:44.653,1:44.746,1:44.849,1:44.982,1:48.735,2:06.912,1:44.614,1:44.941,1:45.157,1:44.885,1:44.681,1:45.080,1:47.697,2:13.913,3:08.221,1:47.594,1:46.925,2:51.895,1:47.326,1:47.193,1:50.768,1:57.419,1:59.534,1:58.526,2:03.879,2:10.261
Marc Gené,2:02.105,1:49.389,1:48.540,1:48.086,1:49.721,1:48.287,1:48.068,1:48.226,1:47.920,1:47.934,1:48.458,1:48.708,1:48.198,1:48.054,1:47.778,1:48.554,1:47.897,1:47.691,1:47.623,1:47.772,1:47.692,1:47.642,1:47.461,1:47.398,1:47.674,1:50.654,2:12.020,2:42.071,1:49.107,1:49.209,2:47.556,1:47.924,1:47.158
