Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Johnny Herbert,1:37.788,1:26.778,1:28.078,1:26.660,1:25.645,1:25.626,1:25.105,1:24.715,1:24.778,1:25.641,1:29.511,1:36.260,2:03.812,1:35.911,1:36.482,1:35.500,1:35.448,1:34.932,1:34.437,1:35.088,1:34.175,1:34.092,1:33.989,1:33.529,1:34.414,1:34.770,1:34.111,1:33.884,1:33.606,1:33.784,1:33.233,1:33.048,1:32.928,1:33.270,1:33.749,1:33.301,1:33.813,1:33.517,1:33.205,1:38.367,1:39.063,2:04.105,1:38.121,1:37.669,1:36.678,1:36.216,1:35.960,1:35.251,1:35.602,1:34.663,1:34.789,1:33.989,1:33.546,1:33.367,1:33.492,1:33.187,1:33.486,1:33.222,1:33.994,1:34.141,1:34.816
Pedro Diniz,1:36.839,1:25.687,1:34.361,1:25.784,1:25.065,1:24.985,1:25.056,1:24.798,1:26.769,1:27.512,1:29.811,1:34.981,1:39.452,2:17.756,2:06.157,1:37.704,1:35.615,1:35.054,1:34.543,1:35.925,1:35.281,1:33.641,1:33.183,1:33.225,1:32.373,1:34.037,1:33.290,1:33.246,1:33.020,1:33.267,1:32.751,1:33.137,1:32.996,1:32.826,1:32.680,1:33.170,1:33.563,1:33.696,1:33.552,1:33.466,1:34.172,1:37.694,1:35.875,1:38.796,2:04.143,1:35.785,1:34.195,1:33.834,1:33.064,1:34.194,1:33.553,1:32.887,1:33.591,1:32.325,1:32.067,1:35.924,1:32.546,1:32.032,1:32.236,1:32.501,1:33.598,1:34.385,1:34.217,1:33.705,1:34.134
Mika Salo,1:37.263,1:25.672,1:29.227,1:26.063,1:24.346,1:24.687,1:24.627,1:24.642,1:25.303,1:25.870,1:30.127,1:36.149,1:45.291,2:01.412,1:38.140,1:37.341,1:38.020,1:35.805,1:35.449,1:34.611,1:34.205,1:33.227,1:33.752,1:33.368,1:33.947,1:33.126,1:33.001
Gastón Mazzacane,1:38.527,1:27.095,1:27.792,1:26.901,1:26.036,1:25.772,1:24.982,1:24.772,1:25.030,1:25.909,1:30.263,1:35.610,1:44.898,1:46.497,1:48.756,1:52.220,2:02.005,1:37.375,1:36.807,1:38.079,1:35.988,1:34.425,1:34.145,1:35.486,1:34.576,1:34.477,1:34.189,1:36.517,1:33.762,1:34.983,1:35.521,1:34.307,1:34.107,1:33.461,1:33.432,1:33.398,1:32.622,1:32.796,1:32.805,1:33.604,1:33.167,1:33.545,1:38.198,2:05.419,1:36.029,1:34.667,1:36.177,1:35.224,1:33.754,1:34.168,1:33.054,1:32.926,1:32.875,1:32.429,1:32.039,1:32.307,1:32.785,1:32.461,1:33.259,1:32.590,1:32.930,1:33.086,1:33.442,1:34.002,1:34.342
Mika Häkkinen,1:27.579,1:22.636,1:22.451,1:23.208,1:22.610,1:22.563,1:22.350,1:22.288,1:22.965,1:25.213,1:28.888,1:34.576,1:38.651,1:41.960,1:49.116,2:08.972,1:33.557,1:32.713,1:32.184,1:31.965,1:32.805,1:30.742,1:30.591,1:31.048,1:32.331,1:30.053,1:30.652,1:29.934,1:30.351,1:30.540,1:31.828,1:29.855,1:30.008,1:29.733,1:30.272,1:30.098,1:29.996,1:29.729,1:30.085,1:31.645,1:31.839,1:30.696,1:30.973,1:34.330,1:33.944,2:02.556,1:32.768,1:31.826,1:30.672,1:30.401,1:29.997,1:30.027,1:29.484,1:31.766,1:29.119,1:29.202,1:29.690,1:32.501,1:28.972,1:28.468,1:28.958,1:29.479,1:31.437,1:36.592,1:32.979,1:32.615,1:34.097
Eddie Irvine,1:32.553,1:24.641,1:24.771,1:25.095,1:24.257,1:24.890,1:24.066,1:24.008,1:24.656,1:25.195,1:28.338,1:34.563,1:39.362,1:46.860,2:03.131,1:36.598,1:35.494,1:35.441,1:35.687,1:35.014,1:34.528,1:34.671,1:34.255,1:34.265,1:33.811,1:34.063,1:33.789,1:34.008,1:34.226
Jean Alesi,1:35.662,1:25.860,1:26.479,1:24.991,1:24.379,1:24.039,1:23.898,1:24.296,1:24.095,1:25.428,1:28.625,1:34.018,1:39.666,1:41.023,1:42.932,1:47.465,1:59.818,1:35.174,1:34.607,1:34.849,1:33.374,1:33.232,1:33.106,1:33.584,1:33.061,1:32.882,1:33.214,1:33.291,1:33.521,1:35.315,1:32.544,1:33.960,1:35.907,2:03.888,1:33.670,1:33.785,1:34.130,1:35.156,1:34.180,1:34.210,1:35.648,1:40.014,1:35.429,1:37.737,1:42.835,2:02.075,1:34.778,1:34.791,1:49.740,2:07.592,1:32.709,1:31.966,1:32.091,1:31.820,1:32.542,1:32.075,1:32.348,1:32.877,1:32.647,1:32.831,1:33.561,1:33.991,1:34.244,1:34.866,1:35.384
Jos Verstappen,1:33.163,1:25.257,1:24.402,1:24.848,1:24.173,1:25.908,1:23.763,1:23.369,1:24.390,1:26.010,1:28.755,1:42.094,1:46.308,2:00.781,1:35.853,1:35.350,1:35.485,1:35.137,1:34.966,1:35.069,1:35.493,1:34.684,1:34.050,1:33.502,1:34.057,1:34.266,1:33.885,1:33.472,1:33.876
Heinz-Harald Frentzen,1:34.797,1:24.937
Marc Gené,1:37.724,1:25.952,1:27.954,1:24.687,1:24.997,1:24.682,1:24.282,1:24.018,1:24.156,1:24.817,1:28.294,1:33.868,2:10.484,2:21.481,1:35.689,1:35.327,1:34.943,1:35.248,1:34.766,1:34.332,1:33.633,1:33.478,1:33.206,1:33.028,1:34.103,1:35.617,1:34.066,1:34.466,1:34.064,1:38.416,1:33.832,1:34.064,1:33.910,1:32.798,1:34.231,1:33.923,1:33.938,1:33.821,1:33.494,1:33.122,1:38.433,2:06.285,1:37.211,1:35.918,1:35.176,1:37.220,1:37.456
Ricardo Zonta (ZON),1:38.241,1:26.945,1:27.795,1:26.980,1:25.846,1:25.325,1:25.406,1:24.620,1:24.825,1:25.661,1:29.441,1:34.332,1:40.808,1:47.540,2:03.738,1:38.389,1:34.656,1:34.387,1:34.347,1:34.281,1:33.882,1:33.651,1:35.985,1:53.634,1:33.843,1:35.799,1:33.582,1:34.589,1:33.723,1:33.644,1:35.558,1:33.813,1:33.173,1:33.502,1:36.265,1:34.413,1:34.542,1:33.818,1:33.311,1:33.482,1:34.780,1:37.246,1:35.495,1:37.165,1:33.902,1:35.081,1:35.200,1:35.699,1:37.912,2:05.939,1:35.842
Pedro de la Rosa (DLR),1:33.489,1:24.479,1:24.258,1:23.924,1:24.342,1:23.561,1:23.347,1:23.125,1:24.118,1:26.639,1:29.421,1:35.265,1:40.117,1:46.386,2:01.985,1:35.562,1:35.061,1:35.356,1:36.302,1:35.069,1:34.806,1:34.158,1:34.974,1:33.816,1:33.187,1:34.224,1:33.102,1:33.602,1:32.840,1:32.908,1:33.088,1:32.836,1:33.305,1:33.374,1:32.934,1:33.019,1:33.108,1:32.916,1:32.900,1:33.094,1:33.025,1:32.250,1:33.758,1:32.969,1:33.032,1:32.673,1:32.497,1:36.401,2:03.527,1:32.341,1:31.935,1:32.422,1:35.452,1:32.097,1:35.467,1:32.132,1:31.949,1:31.616,1:31.592,1:33.146,1:31.738,1:32.596,1:32.945,1:33.254,1:33.638,1:32.888
Jacques Villeneuve (VIL),1:30.881,1:24.685,1:24.210,1:24.189,1:24.086,1:24.153,1:23.799,1:23.390,1:24.953,1:26.139,1:29.886,1:35.045,1:40.337,1:43.962,1:51.316,2:03.295,1:36.213,1:35.691,1:35.595,1:34.303,1:33.696,1:33.295,1:33.366,1:33.450,1:33.217,1:32.770,1:33.052,1:33.334,1:33.601,1:34.064,1:33.778,1:33.243,1:33.390,1:33.240,1:32.741,1:33.049,1:34.439,1:33.650,1:33.052,1:33.407,1:33.414,1:33.880,1:36.917,1:35.002,1:33.827,1:38.976
Michael Schumacher (MSC),1:28.141,1:22.616,1:22.438,1:23.168,1:22.720,1:22.494,1:22.397,1:22.269,1:23.018,1:25.172,1:27.831,1:31.739,1:36.797,1:41.467,1:47.032,2:05.722,1:32.980,1:32.137,1:31.779,1:31.111,1:31.665,1:32.554,1:30.435,1:29.817,1:29.962,1:29.165,1:30.648,1:31.450,1:29.986,1:30.087,1:30.295,1:29.950,1:29.801,1:30.270,1:33.763,2:04.195,1:32.772,1:32.123,1:31.831,1:30.620,1:31.452,1:30.611,1:30.913,1:31.088,1:30.791,1:31.270,1:30.785,1:31.326,1:32.866,1:31.401,1:32.044,1:29.748,1:30.669,1:31.692,1:30.008,1:29.563,1:29.966,1:29.853,1:29.579,1:30.137,1:29.805,1:30.500,1:32.447,1:31.148,1:30.068,1:30.526,1:35.634
Alexander Wurz (WUR),1:34.205,1:24.794,1:24.314,1:24.956,1:24.425,1:25.756,1:23.569,1:23.485,1:24.015,1:26.226,1:28.935,1:37.210,1:42.460,1:44.824,1:49.533,2:07.550,1:36.475,1:36.426,1:34.872,1:34.247,1:36.875,1:33.104,1:33.131,1:33.034,1:33.148,1:32.699,1:32.175,1:32.543,1:33.232,1:34.322,1:33.020,1:32.452,1:34.515,1:33.172,1:32.275,1:33.116,1:32.623,1:32.193,1:32.125,1:37.051,2:06.690,1:36.356,1:35.656,1:35.021,1:35.117,1:36.759,1:35.431,1:35.171,1:35.707,1:34.849,1:34.675,1:33.941,1:35.279,1:32.601,1:32.551,1:33.339,1:33.502,1:33.492,1:33.370,1:34.327,1:36.445
Ralf Schumacher (SCH),1:31.481,1:24.759,1:24.364,1:25.131,1:24.433,1:25.341,1:23.954,1:23.878,1:23.802,1:25.040,1:28.964,1:36.547,1:39.183,1:41.724,1:39.395,1:44.273,2:01.903,1:35.114,1:34.249,1:35.359,1:33.913,1:34.258,1:33.815,1:33.627,1:33.539,1:33.413,1:34.278,1:33.440,1:33.590
Rubens Barrichello (BAR),1:29.658,1:23.366,1:23.025,1:23.114,1:22.938,1:22.917,1:22.657,1:22.339,1:23.105,1:25.608,1:28.862,1:33.044,1:38.518,1:42.453,1:46.301,1:53.745,2:00.296,1:34.243,1:34.020,1:36.018,1:34.030,1:31.892,1:32.919,1:31.089,1:30.507,1:30.493,1:30.503,1:30.983,1:31.226,1:32.163,1:32.839,1:32.309,1:33.268,1:58.066,1:33.596,1:32.204,1:31.426,1:31.199,1:31.149,1:32.328,1:32.853,1:33.462,1:34.475,1:32.411,1:32.600,1:33.239,1:31.060,1:32.331,1:30.019,1:29.977,1:33.606,1:58.252,1:32.010,1:31.236,1:30.548,1:30.407,1:32.219,1:30.877,1:30.217,1:30.375,1:30.969,1:32.793,1:34.662,1:32.671,1:32.260,1:33.391
Giancarlo Fisichella (FIS),1:31.874,1:24.893,1:24.105,1:24.429,1:23.255,1:23.892,1:23.945,1:23.353,1:24.097,1:24.415,1:29.461,1:34.498,1:39.536,1:41.652,1:45.699,2:02.859,1:34.641,1:34.730,1:33.993,1:33.499,1:33.096,1:32.312,1:32.448,1:32.133,1:31.849,1:31.719,1:32.392,1:32.033,1:32.628,1:32.173,1:32.583,1:33.954,1:32.474,1:32.239,1:32.106,1:32.464,1:33.019,1:32.305,1:35.736,2:02.897,1:34.925,1:33.973,1:34.942,1:35.871,1:33.468,1:32.962,1:34.016,1:33.910,1:32.850,1:32.668,1:34.516,1:32.235,1:32.368,1:33.404,1:32.130,1:31.566,1:32.300,1:32.865,1:31.603,1:31.708,1:31.464,1:31.853,1:33.407,1:33.029,1:32.816,1:33.322
Jenson Button (BUT),1:35.506,1:26.379,1:29.278,1:24.199,1:23.688,1:24.913,1:24.182,1:23.972,1:24.461,1:25.055,1:28.716,1:33.952,1:38.776,1:41.369,1:42.250,1:43.488,1:48.070,2:00.452,1:34.233,1:33.305,1:33.380,1:32.854,1:32.584,1:32.271,1:32.460,1:32.704,1:32.719,1:33.132,1:32.521,1:34.138,1:32.833,1:32.612,1:32.759,1:32.955,1:32.986,1:32.762,1:32.939,1:34.291,1:37.124,2:04.940,1:35.084,1:34.759,1:37.793,1:37.777,1:36.594,1:36.081,1:36.050,1:34.991,1:35.645,1:35.098,1:34.546,1:33.984,1:33.579,1:33.275,1:33.662,1:33.296,1:33.754,1:33.238,1:33.633,1:34.205,1:38.427,1:36.063
David Coulthard (COU),1:29.139,1:22.712,1:22.616,1:23.518,1:23.104,1:22.883,1:22.289,1:22.479,1:23.350,1:26.225,1:29.153,1:36.060,1:39.203,1:46.449,1:59.551,1:39.170,1:35.090,1:34.121,1:33.860,1:34.109,1:36.542,1:33.241,1:32.385,1:32.488,1:32.527,1:32.173,1:32.616,1:32.412,1:32.767,1:32.272,1:31.985,1:31.828,1:31.653,1:31.838,1:32.498,1:32.930,1:32.365,1:33.071,1:33.095,1:33.117,1:33.157,1:33.876,1:35.321,1:35.265,1:38.542,2:01.130,1:34.916,1:34.384,1:33.237,1:32.855,1:32.431,1:32.229,1:31.934,1:31.434,1:31.437,1:31.254,1:31.198,1:31.049,1:31.368,1:31.371,1:33.955,1:34.601,1:34.756,1:32.630,1:32.455,1:32.100
