Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Alexander Rossi (RSS),2:07.603,1:57.813,1:57.791,1:58.634,1:58.848,1:57.720,1:58.069,1:57.783,1:58.237,1:58.197,1:58.388,1:58.829,2:36.690,2:48.874,2:29.558,2:28.331,2:00.759,2:18.189,1:57.236,1:58.227,1:57.518,1:57.325,1:57.025,1:57.457,1:59.168,1:57.498,1:57.461,1:57.111,1:57.962,1:57.838,1:57.541,1:58.263,1:58.296,1:57.752,1:59.486,2:18.473,2:57.175,2:41.834,2:47.481,2:04.888,1:58.172,1:55.692,1:55.312,1:55.384,1:55.613,1:56.054,1:56.115,1:56.310,1:57.687,1:55.851,1:56.168,1:55.722,1:56.529,1:56.245,1:57.408,1:57.328,2:00.017,1:57.391,1:58.589
Carlos Sainz (SAI),2:03.511,1:54.941,1:54.888,1:54.147,1:54.402,1:54.198,1:54.023,1:54.089,1:54.357,2:01.722,2:19.727,1:54.767,2:26.495,2:28.779,2:29.780,2:28.666,2:20.444,2:42.908,1:56.031,1:54.814,1:54.369,1:53.897,1:54.475,1:54.247,1:54.043,1:54.328,1:54.916,2:02.284,2:12.313,1:51.496,1:52.437,1:53.253,1:52.894,1:52.422,1:53.358,1:53.720,2:34.899,2:46.077,1:55.626,2:20.853,1:59.139,1:53.574,1:50.401,1:50.866,1:52.979,1:54.514,1:52.055,1:50.848,1:51.175,1:50.847,1:50.981,1:51.595,1:51.894,1:53.263,1:53.319,1:53.383,1:53.374,1:53.209,1:53.766,1:54.084,1:55.116
Felipe Nasr (NAS),2:04.770,1:55.331,1:54.919,1:54.649,1:54.816,1:54.525,1:54.402,1:54.831,1:54.789,1:54.012,1:53.880,1:54.079,2:22.499,2:46.114,2:29.800,2:26.572,2:34.940,2:38.248,1:55.184,1:53.920,1:54.081,1:53.511,1:53.813,1:53.592,1:53.780,1:54.271,1:54.378,1:55.294,1:53.951,1:54.112,1:53.957,1:53.929,1:53.832,2:02.248,2:14.008,1:52.566,2:29.905,2:30.442,2:07.527,2:32.516,1:59.578,1:55.293,1:54.715,1:54.157,1:53.599,1:53.388,1:54.102,1:54.255,1:54.580,1:54.131,1:54.390,1:54.609,1:54.949,1:55.027,1:52.670,1:53.454,1:55.070,1:56.949,1:54.970,1:52.964,1:55.320
Max Verstappen (VER),4:17.359,1:52.573,1:53.365,1:54.083,1:53.226,1:53.331,1:53.239,1:53.384,1:53.763,1:53.854,1:54.147,2:23.070,2:48.055,2:28.801,2:28.928,1:58.155,1:52.258,1:51.751,1:51.911,1:52.199,1:51.948,1:51.953,1:52.161,1:53.409,1:53.402,1:52.439,1:52.843,1:52.622,1:52.828,1:53.643,1:52.970,1:52.980,1:53.635,1:53.612,1:53.580,2:01.800,2:48.500,2:28.204,1:56.579,2:27.724,1:58.330,1:53.551,1:50.298,1:51.385,1:53.325,1:52.686,1:50.692,1:50.645,1:50.897,1:51.163,1:51.546,1:52.848,1:53.165,1:52.831,1:53.463,1:53.337,1:53.326,1:53.470,1:53.815,1:54.042,1:54.469
Will Stevens (STE),2:08.927,1:58.068,1:57.848,1:58.164,1:59.149,1:58.347,1:58.023,1:58.027,1:57.865,1:58.325,1:58.414,1:58.963,2:31.021,2:35.605,2:47.551,2:28.095,2:00.820,2:17.621,1:58.700,1:57.966,1:57.622,1:57.608,1:57.613,1:58.642,1:57.844,1:58.203,1:58.155,1:57.966,1:57.717,1:58.072,1:57.828,1:58.407,1:58.489,2:00.121,1:59.639,2:12.633,2:35.514,3:04.451,2:47.590,2:03.849,1:57.384,1:56.171,1:56.103,1:56.256,1:55.890,1:56.405,1:57.507,1:57.166,1:57.476,1:57.151,1:57.085,1:56.726,1:56.957,1:57.447,2:01.278,1:59.553,1:57.126,1:58.963,1:57.615
Marcus Ericsson (ERI),2:05.272,1:55.420,1:54.930,1:54.784,1:54.808,1:54.848,1:54.622,1:54.682,1:54.344,2:02.422,2:14.806,2:03.785,2:29.687,2:26.740,2:30.121,2:29.844,2:11.090,2:37.275,1:55.553,1:56.204,1:53.975,1:54.181,1:54.277,1:54.112,1:53.731,1:54.485,1:54.685,2:03.393,2:12.530,1:51.594,1:52.866,1:53.166,1:52.425,1:52.247,1:53.823,2:00.858,2:46.341,2:29.814,1:59.632,2:15.970,1:59.071,1:55.131,1:54.642,1:54.219,1:53.740,1:53.505,1:53.872,1:54.310,1:54.622,1:54.391,1:54.301,1:54.380,1:54.698,1:56.695,1:53.928,1:56.615,1:54.907,1:54.567,1:56.685,1:54.958,1:55.046
Daniil Kvyat (KVY),1:57.605,1:53.266,1:52.820,1:52.869,1:53.122,1:52.546,1:53.146,1:53.001,1:53.170,1:53.256,1:53.307,2:00.332,2:35.216,2:29.742,2:29.081,2:33.305,2:45.995,2:39.407,1:53.775,1:52.903,1:53.240,1:53.153,1:53.018,1:52.871,1:53.041,1:53.650,1:54.210,1:52.835,1:53.027,1:52.600,1:52.943,1:52.923,1:59.845,2:15.296,1:51.633,1:51.109,2:19.102,2:30.278,2:23.505,2:45.209,1:53.355,1:52.022,1:51.657,1:52.079,1:51.699,1:51.967,1:51.547,1:52.132,1:51.485,1:51.517,1:51.974,1:52.410,1:51.801,1:52.499,1:52.791,1:51.904,1:52.387,1:52.903,1:52.705,1:52.590,1:52.850
Valtteri Bottas (BOT),2:00.008,1:54.039,1:54.123,1:53.847,1:53.705,1:53.758,1:53.692,1:53.885,1:53.532,1:53.769,1:53.699,1:53.794,2:16.399,2:45.638,2:29.719,2:32.915,2:46.033,2:39.148,1:54.330,1:53.009,1:53.008,1:53.217,1:53.274,1:53.048,1:53.264,1:53.325,1:54.093,1:53.233,1:52.934,1:53.143,1:53.091,1:53.599,1:53.454,1:52.897,1:53.165,1:53.611,2:19.016,2:46.058,2:28.580,2:45.713,1:52.947,1:52.005,1:51.572,1:51.579,1:51.746,1:51.480,1:51.763,1:51.662,1:51.342,1:51.735,1:52.017,1:52.282,1:52.031,1:52.191,1:52.743,1:52.468,1:51.979,1:52.001,1:52.532,1:52.944,1:54.538
Daniel Ricciardo (RIC),1:55.603,1:52.906,1:52.641,1:52.658,1:52.435,1:52.574,1:52.656,1:52.835,1:52.446,1:52.299,1:52.507,1:52.480,2:09.718,2:49.226,2:28.994,2:48.350,2:46.976,2:41.262,1:52.479,1:52.477,1:52.393,1:52.497,1:52.868,1:52.964,1:52.881,1:53.209,1:52.524,1:51.560,1:51.346,1:50.861,1:50.857,1:50.966,1:51.395,1:51.631,1:51.586,1:51.948,2:10.595,3:02.566,2:42.264,2:46.490,1:52.696,1:51.816,1:51.111,1:51.152,1:50.591,1:50.558,1:50.304,1:50.300,1:50.118,1:50.258,1:50.174,1:50.041,1:50.240,1:50.498,1:50.694,1:50.879,1:51.414,1:50.632,1:51.824,1:50.750,1:50.623
Sergio Pérez (PER),2:02.185,1:54.805,1:54.197,1:54.120,1:53.988,1:53.945,1:54.108,1:54.662,1:54.582,1:54.585,1:54.043,1:54.077,2:19.304,2:46.453,2:26.490,2:28.593,2:42.980,2:39.467,1:54.402,1:53.461,1:53.277,1:53.063,1:53.465,1:53.682,1:53.739,1:53.546,1:55.040,1:53.694,1:53.777,1:53.538,1:53.540,1:53.716,1:54.017,2:00.891,2:13.045,1:53.848,2:25.062,2:28.466,2:07.434,2:44.303,1:54.372,1:52.055,1:52.151,1:51.970,1:51.982,1:52.522,1:52.243,1:52.244,1:52.311,1:52.272,1:52.558,1:53.007,1:52.793,1:53.116,1:53.469,1:53.378,1:53.295,1:53.495,1:53.766,1:54.064,1:54.301
