Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Lance Stroll (STR),1:59.252,1:49.599,1:48.539,1:48.590,1:47.806,1:48.022,1:47.484,1:47.750,1:47.989,1:47.089,1:48.133,2:05.632,2:40.082,2:54.825,3:00.092,2:35.927,2:26.531,2:53.752,2:41.531,2:13.965,3:08.931,3:11.093,24:35.189,1:50.641,1:47.534,1:46.551,1:46.990,1:46.494,1:46.378,1:46.334,1:46.435,1:46.492,1:46.489,1:46.755,1:46.438,1:46.251,1:45.806,1:45.777,1:46.113,1:45.709,1:45.456,1:45.303,1:45.252,1:45.108,1:45.222,1:45.534,1:45.621,1:45.378,1:45.226,1:45.117,1:45.375
Esteban Ocon (OCO),1:58.057,1:49.716,1:48.451,1:48.255,1:47.836,1:47.881,1:47.759,1:47.624,1:47.842,1:47.300,1:47.637,2:07.333,2:43.936,2:49.414,3:00.345,2:36.350,2:25.205,2:54.255,2:42.862,2:53.579,2:41.556,3:20.153,24:16.844,1:54.002,1:52.400,1:47.641,1:48.199,1:46.775,1:47.075,1:46.272,1:46.377,1:46.528,1:47.643,1:46.549,1:46.155,1:45.642,1:46.147,1:45.659,1:45.634,1:46.178,1:45.989,1:46.791,1:47.755,1:46.028,1:45.690,1:46.010,1:46.237,1:46.013,1:46.396,1:46.656,1:47.240
Stoffel Vandoorne (VAN),2:05.567,1:53.496,1:51.911,1:51.149,1:56.910,2:06.559,1:48.886,1:48.901,1:49.407,1:49.692,1:49.466,2:21.165,2:28.252,2:10.688,2:57.364,2:32.269,2:30.684,2:54.985,2:33.646,2:23.963,3:05.897,3:17.937,24:21.321,1:54.113,1:54.653,1:51.162,1:49.594,1:48.874,1:48.612,1:47.908,1:47.921,1:47.862,1:54.477,2:05.527,1:48.154,1:47.773,1:47.486,1:47.519,1:48.138,1:47.438,1:47.270,1:47.203,1:46.994,1:47.115,1:46.648,1:47.486,1:47.063,1:47.355,1:47.627,1:47.410,1:48.236
Pascal Wehrlein (WEH),2:03.869,1:54.136,1:52.814,1:54.530,1:52.116,1:52.919,1:52.255,1:50.591,1:49.937,1:50.736,1:50.236,2:25.411,2:56.079,2:11.123,2:36.945,2:29.959,2:33.102,2:56.283,2:30.288,2:24.704,3:08.943,3:19.550,24:15.132,1:58.144,1:53.172,1:50.716,1:49.393,1:49.198,1:50.295,1:48.428,1:48.187,1:48.196,1:48.131,1:48.192,1:48.390,1:48.578,1:50.604,1:49.179,1:50.413,1:48.685,1:48.993,1:48.159,1:47.717,1:47.308,1:47.370,1:47.120,1:47.340,1:47.230,1:47.679,1:47.554,1:48.637
Jolyon Palmer (PAL),2:06.023,1:53.821,1:54.078,1:51.986,1:51.673,1:51.839,2:55.547
Carlos Sainz (SAI),2:07.947,1:52.719,1:52.423,1:51.756,1:50.635,1:50.527,1:51.212,1:50.785,1:50.722,1:50.026,1:49.139,2:19.348,2:40.147,2:10.981,2:59.592,2:32.594,2:30.227,2:54.719,2:34.812,2:19.387,3:08.101,3:13.520,24:27.412,1:53.751,1:52.983,1:48.517,1:48.035,1:46.886,1:47.411,1:47.958,1:48.347,1:49.294,1:48.111,1:48.121,1:46.993,1:46.745,1:46.388,1:46.154,1:46.363,1:46.325,1:46.290,1:46.309,1:47.059,1:46.438,1:46.259,1:45.866,1:46.252,1:48.897,1:47.687,1:47.998,1:48.805
Max Verstappen (VER),1:55.571,1:48.874,1:47.580,1:47.469,1:47.618,1:47.717,1:46.908,1:47.162,1:46.577,1:46.398,1:57.017,2:18.011
Marcus Ericsson (ERI),2:04.871,1:53.202,1:52.459,1:51.338,1:52.294,1:51.357,1:50.672,1:50.568,1:51.954,1:53.392,1:51.356,2:21.267,2:42.394,2:05.739,2:58.027,2:31.054,2:32.653,2:55.272,2:31.315,2:21.525,3:07.039,3:16.519,24:23.561,1:56.110,1:53.489,1:52.285,1:49.814,1:49.015,1:48.480,1:48.592,1:48.141,1:48.065,1:48.427,1:48.299,1:48.739,1:51.277,1:50.262,1:49.512,1:49.668,1:49.172,1:48.919,1:50.105,1:48.327,1:47.939,1:47.186,1:47.234,1:47.299,1:47.696,1:47.613,1:47.513,1:48.361
Daniil Kvyat (KVY),2:02.357,1:50.868,1:51.924,1:49.126,1:48.940,1:49.511,1:48.670,1:48.700,1:48.394
Kevin Magnussen (MAG),2:01.762,1:50.183,1:50.219,1:49.261,1:49.937,1:49.559,1:48.755,1:49.076,1:48.936,1:48.950,1:49.442,2:14.997,2:38.611,2:34.359,3:00.129,2:35.029,2:28.159,2:55.172,2:37.177,2:17.080,3:09.056,3:12.150,24:30.517,1:52.428,1:48.848,1:49.023,1:48.518,1:47.761,1:47.464,1:47.252,1:47.033,1:47.050,1:47.144,1:46.803,1:46.742,1:46.533,1:46.679,1:47.983,1:48.840,1:46.757,1:46.557,1:46.537,1:46.350,1:46.408,1:46.312,1:46.700,1:46.790,1:46.791,1:47.402,1:47.390,1:48.715
