Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Charles Pic (PIC),1:38.078,1:24.335,1:23.480,1:22.865,1:22.886,1:22.717,1:22.832,1:22.666,1:22.806,1:22.485,1:22.261,1:23.245,1:22.670,1:23.621,1:22.505,1:22.359,1:22.035,1:22.237,1:22.962,1:22.565,1:24.264,1:22.854,1:22.317,1:22.858,1:22.311,1:22.210,1:22.114,1:37.826,1:25.998,1:21.928,1:21.384,1:24.749,1:22.765,1:22.783,1:23.903,1:21.927,1:21.306,1:21.588,1:21.543,1:23.008,1:21.846,1:21.656,1:22.532,1:22.963,1:23.599,1:22.025,1:22.103,1:22.796,1:21.526,1:22.127,1:22.942,1:23.475,1:21.535,1:21.133,1:21.223,1:21.627,1:21.691,1:21.560,1:21.373,1:21.209,1:21.965,1:21.073,1:20.632,1:21.220,1:21.106,1:21.265,1:23.513
Jean-Éric Vergne (VER),1:35.162,1:23.697,1:22.787,1:21.325,1:21.903,1:21.504,1:20.627,1:21.250,1:20.641,1:20.481,1:20.534,1:20.655,1:20.527,1:20.381,1:20.435,1:35.358,1:23.218,1:22.092,1:20.071,1:20.210,1:21.548,1:20.140,1:19.704,1:19.921,1:20.216,1:19.778,1:20.007,1:19.494,1:19.491,1:19.401,1:19.609,1:19.402,1:19.343,1:18.997,1:19.327,1:19.735,1:18.778,1:19.101,1:19.035,1:19.238,1:19.425,1:19.000,1:34.758,1:22.223,1:19.396,1:18.855,1:26.809,1:22.955,1:18.846,1:18.573,1:18.526,1:18.395,1:18.457,1:18.171,1:17.875,1:18.127,1:20.053,1:18.427,1:18.254,1:18.307,1:18.208,1:19.448,1:18.818,1:18.901,1:18.064,1:18.398,1:20.066,1:20.771,1:21.407
Daniel Ricciardo (RIC),1:35.454,1:23.397,1:21.946,1:21.450,1:22.903,1:21.430,1:21.062,1:21.510,1:21.648,1:20.643,1:20.367,1:20.358,1:20.218,1:20.403,1:20.746,1:20.823,1:34.357,1:22.971,1:20.531,1:20.098,1:20.926,1:20.463,1:19.764,1:19.963,1:19.674,1:19.472,1:19.502,1:19.396,1:19.420,1:19.400,1:19.416,1:19.823,1:19.272,1:19.059,1:19.405,1:19.348,1:19.066,1:18.874,1:18.785,1:18.695,1:18.623,1:18.698,1:18.558,1:18.340,1:18.422,1:18.490,1:18.593,1:18.518,1:18.403,1:18.683,1:18.527,1:18.514,1:18.611,1:18.789,1:18.618,1:18.595,1:19.557,1:33.357,1:21.068,1:17.885,1:17.683,1:17.398,1:17.237,1:17.348,1:17.013,1:17.031,1:17.061,1:28.849,1:16.945,1:16.609
Sergio Pérez (PER),1:33.216,1:22.518,1:22.206,1:21.169,1:20.927,1:22.058,1:21.018,1:20.855,1:20.397,1:20.618,1:21.006,1:20.553,1:20.402,1:21.757,1:21.326,1:19.875,1:19.542,1:19.300,1:19.431,1:19.388,1:19.356,1:20.111,1:19.801,1:20.192,1:19.650,1:19.033,1:18.841,1:18.593,1:19.272,1:18.932,1:19.016,1:19.000,1:19.174,1:18.905,1:18.982,1:18.751,1:19.192,1:18.879,1:18.968,1:18.860,1:33.075,1:20.800,1:17.991,1:17.629,1:17.978,1:18.055,1:17.550,1:17.799,1:17.830,1:18.028,1:17.949,1:17.835,1:17.729,1:17.300,1:17.747,1:18.307,1:19.545,1:17.611,1:17.080,1:16.889,1:16.938,1:17.095,1:17.329,1:17.021,1:16.772,1:16.947,1:16.414,1:16.643,1:16.888,1:17.002
Paul di Resta (DIR),1:29.983,1:22.322,1:21.539,1:21.217,1:20.814,1:20.903,1:20.759,1:20.682,1:20.968,1:20.793,1:21.017,1:21.152,1:34.827,1:22.575,1:20.799,1:20.400,1:19.988,1:20.014,1:20.746,1:20.567,1:19.987,1:20.024,1:19.891,1:20.119,1:20.172,1:19.655,1:19.672,1:19.453,1:19.841,1:19.577,1:19.439,1:19.169,1:19.560,1:18.959,1:18.861,1:18.864,1:18.875,1:18.799,1:18.443,1:18.545,1:18.757,1:18.916,1:18.879,1:33.361,1:20.595,1:18.209,1:18.349,1:18.166,1:17.992,1:18.367,1:18.182,1:17.892,1:17.869,1:18.021,1:17.927,1:17.946,1:18.580,1:17.484,1:17.626,1:17.689,1:17.578,1:17.602,1:17.219,1:17.301,1:17.257,1:17.669,1:17.812,1:17.724,1:17.872,1:18.468
Pastor Maldonado (MAL),1:35.718,1:23.799,1:22.495,1:21.523,1:21.932,1:21.721,1:21.428,1:21.173,1:21.674,1:22.136,1:20.687,1:20.336,1:20.347,1:20.366,1:20.611,1:20.457,1:20.081,1:20.345,1:20.277,1:20.400,1:20.003,1:20.457,1:20.127,1:20.620,1:20.860,1:20.143,1:20.080,1:20.217,1:34.783,1:20.757,1:19.294,1:19.457,1:19.370,1:19.275,1:19.178,1:19.412,1:19.163,1:18.925,1:19.029,1:18.876,1:18.772,1:18.559,1:19.048,1:18.836,1:18.948,1:18.951,1:18.542,1:18.590,1:18.473,1:18.559,1:18.699,1:19.529,1:18.400,1:18.276,1:18.188,1:18.043,1:18.113,1:18.264,1:18.261,1:17.987,1:18.067,1:17.665,1:17.932,1:17.721,1:17.527,1:17.685,1:17.489,1:17.521,1:17.840,1:18.621
Bruno Senna (SEN),1:34.225,1:24.219,1:21.720,1:21.702,1:23.908,1:22.354,1:21.696,1:21.439,1:21.508,1:22.111,1:21.861,1:21.536,1:21.435,1:22.736,1:21.940,1:21.897,1:21.941,1:21.279,1:21.053,1:21.449,1:23.190,1:21.851,1:37.084,1:22.581,1:19.829,1:19.690,1:19.990,1:20.230,1:20.004,1:20.244,1:20.162,1:19.665,1:20.374,1:19.734,1:19.499,1:19.372,1:19.526,1:19.577,1:20.003,1:20.805,1:20.453,1:20.200,1:20.613,1:19.789,1:19.917,1:19.362,1:19.376,1:19.357,1:18.984,1:22.379,1:19.702,1:18.943,1:18.765,1:18.693,1:18.667,1:18.559,1:18.254,1:18.094,1:18.255,1:17.868,1:19.320,1:18.236,1:18.196,1:21.573,1:19.867,1:18.449,1:17.817,1:18.069,1:18.072
Vitaly Petrov (PET),1:36.792,1:23.659,1:22.293,1:21.797,1:21.734,1:22.548,1:21.611,1:21.831,1:22.220,1:21.615,1:21.796,1:21.758,1:22.183,1:21.876,1:21.894,1:22.465,1:22.236,1:36.422,1:22.813,1:21.920,1:21.182,1:20.540,1:20.177,1:20.527,1:19.979,1:20.450,1:19.909,1:20.300,1:20.083,1:20.064,1:19.869,1:19.643,1:19.629,1:20.168,1:19.422,1:19.613,1:19.545,1:19.769,1:20.020,1:19.630,1:21.552,1:21.562,1:34.714,1:21.391,1:19.097,1:19.311,1:19.747,1:19.706,1:19.978,1:19.476,1:20.163,1:20.204,1:20.156,1:18.675,1:18.421,1:18.343,1:18.870,1:18.093,1:18.562,1:18.119,1:19.228,1:18.372,1:18.728,1:20.155,1:18.583,1:18.137,1:18.401,1:18.709,1:20.498
Nico Hülkenberg (HUL),1:33.860,1:22.389,1:22.103,1:21.284,1:21.013,1:22.005,1:21.059,1:20.898,1:20.724,1:20.527,1:21.195,1:20.482,1:20.253,1:20.954,1:22.020,1:19.960,1:20.112,1:19.818,1:19.894,1:20.243,1:36.682,1:21.262,1:19.085,1:19.976,1:19.888,1:19.687,1:19.714,1:19.301,1:19.255,1:19.251,1:19.587,1:19.058,1:19.454,1:19.145,1:18.939,1:18.927,1:18.515,1:18.518,1:18.719,1:18.880,1:19.266,1:35.301,1:20.570,1:18.311,1:18.175,1:17.868,1:17.893,1:17.808,1:17.564,1:17.836,1:17.999,1:17.794,1:17.376,1:17.368,1:17.880,1:17.668,1:18.061,1:18.736,1:18.743,1:17.655,1:17.470,1:17.202,1:17.841,1:17.585,1:18.236,1:18.635,1:18.752,1:18.406,1:18.424,1:18.763
Kamui Kobayashi (KOB),1:32.619,1:22.657,1:21.546,1:21.197,1:21.190,1:21.400,1:20.723,1:21.009,1:20.690,1:20.787,1:20.764,1:20.874,1:20.900,1:21.682,1:21.122,1:19.345,1:19.524,1:19.471,1:19.218,1:19.808,1:20.047,1:19.823,1:20.020,1:35.101,1:21.440,1:19.358,1:19.644,1:19.479,1:19.863,1:19.482,1:19.726,1:19.010,1:19.455,1:19.061,1:19.053,1:18.916,1:18.743,1:18.702,1:18.777,1:20.073,1:18.484,1:18.373,1:18.382,1:18.402,1:18.152,1:17.941,1:17.800,1:18.044,1:17.991,1:17.944,1:18.138,1:18.320,1:17.888,1:18.663,1:17.806,1:17.598,1:17.493,1:18.079,1:18.014,1:17.567,1:17.464,1:17.712,1:18.119,1:17.963,1:18.178,1:18.125,1:18.075,1:18.184,1:18.031,1:18.789
