Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Rubens Barrichello (BAR),1:41.851,1:35.933,1:34.821,1:34.222,1:34.271,1:34.197,1:34.488,1:34.056,1:34.989,1:36.738,1:36.150,1:38.434,1:55.838,1:34.479,1:35.030,1:34.208,1:33.997,1:33.703,1:34.286,1:34.357,1:34.230,1:33.975,1:33.852,1:33.714,1:33.883,1:38.980,1:55.566,1:34.644,1:34.325,1:34.579,1:34.650,1:34.341,1:34.211,1:34.152,1:34.607,1:34.970,1:35.271,1:34.771,1:35.017,1:39.064,1:56.624,1:35.334,1:35.860,1:35.787,1:36.207,1:35.217,1:34.930,1:35.236,1:35.128,1:35.830,1:35.614,1:36.083,1:39.043
Giancarlo Fisichella (FIS),1:50.203,1:38.346,1:38.047,1:37.422,1:37.259,1:37.337,1:38.085,1:36.984,1:38.637,1:38.469,1:37.516,1:37.207,1:36.986,1:41.535,2:01.601,1:36.882,1:37.308,1:37.062,1:37.418,1:37.104,1:36.978,1:37.260,1:36.963,1:36.784,1:36.785,1:37.185,1:37.070,1:36.419,1:36.658,1:36.359,1:37.089,1:36.223,1:35.824
Jenson Button (BUT),1:45.203,1:37.430,1:36.594,1:36.613,1:36.286,1:36.859,1:36.187,1:36.252,1:36.647,1:36.941,1:36.130,1:34.918,1:34.649,1:34.605,1:35.384,1:38.762,1:58.875,1:35.798,1:36.144,1:36.480,1:36.216,1:35.890,1:35.629,1:35.897,1:35.385,1:35.330,1:35.300,1:36.311,1:35.326,1:35.449,1:35.224,1:35.028,1:39.256,2:00.829,1:35.505,1:36.160,1:36.150,1:37.217,1:36.120,1:35.860,1:35.736,1:35.826,1:36.088,1:35.559,1:35.645,1:35.454,1:35.687,1:35.679,1:35.687,1:35.500,1:35.291,1:35.576,1:36.282
Mark Webber (WEB),1:45.360,1:37.713,1:36.836,1:36.773,1:37.489,1:39.156,1:36.575,1:35.744,1:35.556,1:40.027,1:55.018,1:34.947,1:35.432,1:35.678,1:35.755,1:35.573,1:36.510,1:36.280,1:36.044,1:36.139,1:36.262,1:39.482,1:55.471,1:34.635,1:35.446,1:36.501,1:35.459,1:35.550,1:35.417,1:35.442,1:35.350,1:35.991,1:37.083,1:37.407,1:39.993,1:58.361,1:37.656,1:36.551,1:36.532,1:38.806,1:37.329,1:36.733,1:36.873,1:36.212,1:36.478,1:36.229,1:35.967,1:35.819,1:36.124,1:35.991,1:36.098,1:35.417,1:35.478
Jarno Trulli (TRU),1:47.142,1:38.111,1:37.244,1:37.193,1:35.581,1:37.751,1:34.798,1:35.355,1:35.920,1:36.922,1:40.091,1:56.644,1:34.976,1:35.546,1:35.807,1:35.790,1:36.139,1:36.159,1:36.298,1:36.040,1:36.263,1:35.836,1:35.424,1:35.460,1:35.518,1:34.546,1:34.841,1:35.820,1:35.527,1:35.408,1:35.313,1:38.819,1:58.640,1:37.462,1:37.038,1:36.046,1:36.154,1:37.337,1:35.708,1:35.385,1:35.875,1:35.741,1:35.708,1:35.558,1:35.621,1:35.512,1:35.953,1:35.718,1:35.970,1:35.149,1:35.620,1:35.331,1:36.204
David Coulthard (COU),1:42.764,1:36.914,1:37.560,1:36.239,1:36.709,1:36.585,1:36.191,1:36.019,1:35.989,1:36.737,1:35.574,1:38.364,1:55.058,1:33.416,1:34.170,1:34.296,1:34.587,1:35.106,1:34.978,1:34.993,1:34.732,1:34.574,1:34.715,1:34.848,1:34.805,1:38.196,1:54.477,1:35.004,1:35.953,1:35.518,1:35.497,1:35.535,1:34.726,1:34.319,1:34.332,1:34.442,1:34.307,1:34.386,1:34.300,1:34.098,1:37.871,1:54.493,1:35.830,1:35.512,1:35.726,1:35.728,1:35.402,1:35.404,1:35.644,1:35.724,1:35.001,1:35.016,1:34.993
Takuma Sato (SAT),1:46.330,1:37.529,1:36.661,1:36.710,1:36.861,1:36.290,1:36.238,1:35.935,1:36.277,1:36.769,1:36.470,1:35.812,1:36.072,1:35.658,1:39.405,1:58.463,1:35.767,1:35.795,1:36.098,1:36.115,1:36.337,1:36.277,1:35.887,1:35.903,1:35.701,1:35.591,1:35.394,1:35.290,1:36.235,1:35.794,1:35.861,1:39.938,2:00.833,1:36.595,1:36.690,1:36.939,1:36.592,1:36.656,1:36.525,1:36.597,1:36.760,1:36.064,1:36.177,1:36.226,1:36.278,1:36.038,1:35.745,1:35.994,1:36.064,1:35.912,1:36.142,1:36.314,1:36.831
Kimi Räikkönen (RAI),1:43.921,1:36.432,1:36.189,1:36.029,1:36.694,1:36.522,1:36.229,1:36.349,1:36.072,1:36.783,1:35.137,1:34.488,1:38.483,1:57.261,1:34.880,1:34.851,1:35.629,1:35.563,1:36.709,1:35.687,1:35.906,1:35.780,1:35.380,1:35.387,1:35.681,1:35.218,1:35.429,1:35.407,1:35.316,1:34.993,1:34.848,1:34.813,1:38.882,1:56.498,1:35.343,1:35.285,1:35.468,1:35.561,1:35.283,1:35.559,1:35.681,1:35.589,1:35.769,1:35.463,1:35.630,1:35.599,1:35.428,1:35.311,1:35.461,1:35.571,1:35.167,1:35.088,1:35.126
Fernando Alonso (ALO),1:42.011,1:36.309,1:35.281,1:34.977,1:34.625,1:34.427,1:34.264,1:34.255,1:34.427,1:35.708,1:35.937,1:38.604,1:55.486,1:34.815,1:35.183,1:35.003,1:34.765
Nick Heidfeld (HEI),1:49.065,1:37.501,1:37.054,1:37.314,1:37.351,1:37.074,1:36.664,1:36.524,1:36.114,1:36.504,1:36.657,1:36.344,1:36.189,1:35.620,1:39.244,1:57.999,1:37.295,1:36.781,1:36.768,1:36.787,1:36.539,1:38.015,1:36.039,1:36.439,1:35.929,1:35.578,1:35.323,1:35.223,1:35.228,1:35.120,1:34.991,1:35.800,1:39.516,1:58.891,1:36.652,1:36.682,1:36.927,1:37.584,1:37.742,1:37.080,1:37.351,1:37.169,1:36.378,1:36.256,1:36.205,1:36.095,1:35.963,1:35.576,1:35.761,1:35.558,1:35.615,1:35.868,1:35.960
