Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
Sakon Yamamoto (YAM),1:42.091,1:36.209,1:34.907,1:33.013,1:33.559,1:32.927,1:33.215,1:32.777,1:32.666,1:32.202,1:32.413,1:31.959,1:31.944,1:31.556,1:31.752,1:31.245,1:31.811,1:31.390,1:30.982,1:31.540,1:30.951,1:32.432,2:05.514,1:32.382,1:32.160,1:33.342,1:34.855,1:35.301,1:33.186,1:31.460,1:32.090,1:33.075,1:31.111,1:31.401,1:33.372,1:32.379,2:00.516,1:34.188,1:32.696,1:34.329,1:33.995,1:32.637,1:35.724,1:32.539,1:33.765,1:31.796,1:31.947,1:31.755,1:31.346,1:31.127,1:33.113,1:34.545,1:33.451,1:34.196,1:35.527,1:33.848
Alexander Wurz (WUR),1:37.586,1:31.937,1:31.337,1:30.896,1:31.270,1:30.982,1:30.929,1:30.777,1:30.449,1:30.318,1:30.091,1:29.793,1:29.816,1:29.350,1:29.938,1:29.207,1:29.098,1:29.355,1:57.914,1:31.090,1:31.039,1:30.936,1:31.036,1:31.101,1:30.754,1:31.004,1:30.302,1:30.431,1:30.254,1:30.382,1:30.116,1:30.201,1:30.088,1:29.768,1:29.803,1:30.033,1:30.448,1:29.391,1:29.252,1:29.403,1:29.318,1:29.381,1:29.400,1:29.729,1:51.214,1:29.630,1:29.505,1:29.627,1:29.541,1:29.534,1:29.274,1:28.877,1:28.747,1:28.889,1:28.737,1:29.213,1:29.583,1:33.715
Vitantonio Liuzzi (LIU),1:38.453,1:33.630,1:33.025,1:31.913,1:31.987,1:31.774,1:31.937,1:31.645,1:31.470,1:31.237,1:31.150,1:31.194,1:30.763,1:30.706,1:30.614,1:30.590,1:30.407,1:30.940,1:30.484,1:30.093,1:30.452,1:30.275,1:30.232,1:30.917,1:53.694,1:30.388,1:30.128,1:30.453,1:30.374,1:31.651,1:30.530,1:30.342,1:30.270,1:29.941,1:29.621,1:29.645,1:29.831,1:54.916,1:31.729,1:31.231,1:31.354,1:31.678,1:31.095,1:30.973,1:31.070,1:30.679,1:30.533,1:30.626,1:30.421,1:30.365,1:31.438,1:30.352,1:30.038,1:30.107,1:30.848,1:29.563,1:29.864
Ralf Schumacher (SCH),1:39.999,1:33.949,1:32.608,1:31.912,1:32.271,1:31.758,1:32.039,1:31.626,1:31.634,1:31.385,1:31.272,1:31.519,1:30.773,1:30.681,1:30.702,1:30.646,1:30.560,1:32.539,1:30.823,1:30.005,1:30.420,1:31.455,1:30.574,1:30.595,1:30.370,1:30.584,1:29.839,1:30.349,1:29.704,1:29.997,1:29.902,1:30.461,1:54.930,1:30.445,1:30.486,1:30.431,1:30.552,1:31.860,1:30.484,1:30.161,1:31.153,1:30.184,1:30.183,1:31.249,1:30.162,1:29.811,1:29.841,1:30.301,1:29.721,1:29.705,1:31.565,1:29.599,1:29.133,1:29.075,1:28.924,1:29.133,1:30.740
Rubens Barrichello (BAR),1:40.531,1:33.507,1:33.325,1:31.902,1:32.118,1:32.420,1:31.962,1:31.393,1:31.627,1:31.574,1:31.658,1:31.214,1:30.841,1:30.630,1:30.762,1:31.340,1:30.345,1:31.102,1:31.323,1:31.084,1:30.564,1:30.285,1:30.448,1:52.880,1:30.740,1:31.071,1:30.760,1:31.042,1:30.757,1:31.324,1:30.937,1:30.576,1:29.803,1:29.589,1:29.513,1:29.655,1:53.668,1:30.091,1:29.978,1:30.223,1:30.593,1:30.513,1:30.576,1:30.836,1:30.718,1:30.416,1:30.699,1:30.636,1:32.016,1:30.494,1:30.195,1:30.108,1:30.459,1:29.994,1:30.625,1:29.976,1:29.779
Giancarlo Fisichella (FIS),1:38.926,1:33.376,1:31.265,1:30.857,1:30.641,1:30.908,1:30.715,1:30.560,1:30.254,1:30.143,1:30.072,1:30.131,1:29.805,1:29.488,1:29.952,1:29.509,1:29.310,1:29.347,1:28.927,1:28.814,1:28.875,1:29.202,1:54.855,1:30.625,1:30.275,1:30.142,1:30.030,1:29.777,1:30.036,1:29.770,1:29.711,1:29.554,1:29.862,1:29.257,1:29.241,1:29.240,1:28.944,1:28.842,1:28.810,1:29.193,1:28.930,1:28.815,1:29.199,1:55.112,1:29.939,1:29.683,1:29.619,1:29.708,1:29.510,1:29.543,1:29.438,1:28.821,1:29.054,1:29.306,1:28.872,1:28.793,1:28.927,1:29.142
Sebastian Vettel (VET),1:41.052,1:34.280,1:34.550,1:33.364,1:33.565,1:32.858,1:32.594,1:32.462,1:32.234,1:31.669,1:31.702,1:31.395,1:31.063,1:31.522,1:31.028,1:31.091,1:30.915,1:31.039,1:30.654,1:30.872,1:30.639,1:30.569,1:30.604,1:30.621,1:30.088,1:30.511,1:30.117,1:31.692,2:07.910,1:30.755,1:30.489,1:30.340,1:30.962,1:30.475,1:31.811,1:30.259,1:30.409,1:30.267,1:29.983,1:30.946,1:30.258,1:30.559,1:30.869,1:53.345,1:31.686,1:30.880,1:32.011,1:31.230,1:30.669,1:30.396,1:30.354,1:33.352,1:31.527,1:30.205,1:30.047,1:30.035,1:30.331
Anthony Davidson (DAV),1:39.572,1:33.242,1:32.772,1:32.167,1:31.899,1:32.132,1:31.757,1:31.546,1:31.953,1:31.191,1:31.081,1:31.060,1:30.813,1:30.699,1:30.667,1:30.757,1:30.543,1:31.036,1:30.530,1:30.428,1:30.351,1:30.213,1:30.609,1:30.629,1:30.338,1:30.627,1:52.418,1:30.251,1:31.539,1:31.018,1:30.284,1:30.546,1:30.335,1:30.069,1:30.142,1:29.854,1:30.396,1:29.658,1:30.090,1:29.710,1:31.921,1:29.934,1:54.265,1:29.892,1:30.223,1:30.143,1:30.193,1:30.246,1:30.052,1:29.682,1:29.998,1:29.996,1:30.624,1:29.850,1:30.115,1:30.072,1:30.019
Jenson Button (BUT),1:42.436,1:34.187,1:32.406,1:31.286,1:31.378,1:32.694,1:31.952,1:31.876,1:31.467,1:31.410,1:31.942,1:30.495,1:30.944,1:30.622,1:30.506,1:30.009,1:30.400,1:31.302,1:30.286,1:30.007,1:30.855,1:30.199,1:52.496,1:29.742,1:29.733,1:29.827,1:30.971,1:30.165,1:30.397,1:30.117,1:29.359,1:28.953,1:29.035,1:28.873,1:29.269,1:55.293,1:30.507,1:30.318,1:30.405,1:30.482,1:31.605,1:32.152,1:30.548,1:30.347,1:30.596,1:30.303,1:30.151,1:30.164,1:29.764,1:29.723,1:29.513,1:29.361,1:29.698,1:29.746,1:29.498,1:29.360,1:29.296
Mark Webber (WEB),1:36.876,1:31.824,1:31.413,1:30.808,1:31.270,1:30.910,1:31.134,1:31.004,1:50.595
Adrian Sutil (SUT),1:41.317,1:35.898,1:33.611,1:32.977,1:33.393,1:32.942,1:32.623,1:32.464,1:32.340,1:31.542,1:32.017,1:31.891,1:31.001,1:30.821,1:31.086,1:31.114,1:30.827,1:31.026,1:30.619,1:31.075,1:31.086,5:13.638,1:30.886,1:31.005,1:31.179,1:31.191,1:31.034,1:32.570,1:30.746,1:30.792,1:32.865,1:31.091,1:31.084,1:57.338,1:33.430,1:31.805,1:31.777,1:31.701,1:32.091,1:33.623,1:31.750,1:31.819,1:33.055,1:31.409,1:31.314,1:31.226,1:31.430,1:34.425,1:32.605,1:33.569,1:30.707,1:30.617,1:48.502
Jarno Trulli (TRU),1:43.251,1:34.260,1:31.992,1:31.360,1:31.367,1:31.962,1:32.033,1:31.305,1:31.730,1:31.393,1:33.160,1:30.334,1:30.812,1:30.745,1:30.518,1:31.096,1:30.285,1:31.109,1:31.609,1:30.809,1:54.814,1:30.230,1:30.471,1:30.513,1:30.368,1:30.422,1:30.377,1:30.714,1:30.648,1:31.316,1:30.869,1:30.701,1:30.086,1:29.759,1:29.740,1:32.383,1:29.512,1:29.710,1:29.459,1:29.702,1:31.481,1:29.907,1:29.949,1:31.494,1:52.300,1:30.501,1:30.685,1:30.523,1:30.142,1:31.020,1:30.276,1:30.452,1:30.206,1:29.962,1:30.859,1:29.618,1:29.869
David Coulthard (COU),1:36.219,1:31.569,1:31.348,1:30.798,1:31.233,1:30.443,1:30.482,1:30.409,1:30.085,1:29.880,1:30.023,1:29.699,1:29.716,1:29.462,1:29.604,1:29.619,1:30.050,1:55.305,1:30.596,1:30.533,1:31.624,1:31.352,1:30.488,1:30.620,1:30.442,1:30.364,1:29.939,1:30.018,1:30.171,1:29.995,1:29.853,1:29.829,1:29.716,1:29.808,1:29.633,1:30.044,1:29.653,1:29.616,1:29.313,1:29.510,1:29.365,1:29.505,1:51.981,1:29.965,1:30.010,1:29.880,1:29.893,1:29.598,1:30.186,1:29.504,1:29.317,1:29.165,1:29.173,1:29.068,1:29.230,1:29.414,1:29.383,1:29.472
Felipe Massa (MAS),1:30.883,1:29.601,1:29.678,1:29.328,1:29.279,1:28.872,1:29.062,1:28.992,1:29.006,1:28.703,1:28.665,1:28.606,1:28.388,1:28.302,1:28.322,1:28.412,1:27.971,1:27.922,1:28.318,1:53.958,1:29.255,1:29.128,1:29.095,1:29.315,1:29.045,1:28.972,1:29.119,1:28.682,1:28.843,1:28.926,1:28.896,1:28.694,1:28.642,1:28.511,1:28.374,1:28.288,1:28.833,1:28.849,1:28.486,1:28.081,1:27.958,1:28.358,1:51.836,1:28.640,1:28.448,1:28.740,1:28.689,1:28.584,1:28.704,1:29.049,1:29.092,1:29.153,1:28.868,1:28.906,1:28.900,1:28.765,1:29.318,1:31.851
