Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Alessandro Zanardi,1:51.789,2:09.644,2:16.794,2:15.070,2:11.954,2:02.317,1:26.622,1:24.389,1:24.300,1:25.213
Luca Badoer (BAD),1:49.573,2:09.787,2:16.885,2:15.642,2:11.722,2:03.078,1:26.143,1:25.582,1:26.563,1:25.740,1:28.082,1:25.955,1:25.653,1:25.522,1:25.336,1:25.499,1:25.420,1:26.289,1:32.583,1:34.519,1:33.250,1:29.404,1:29.023,1:27.298,1:27.284,1:25.726,1:25.116,1:24.077,1:25.083,1:24.062,1:23.946,1:24.000,1:23.745,1:24.468,1:39.991,2:30.216,1:40.292,1:38.591,1:41.811,1:42.850,1:41.759,1:41.596,1:39.720,1:37.426,1:32.760,1:30.955,1:29.285,1:28.248,1:27.984,1:32.602,1:27.819,1:28.072,1:27.249
Toranosuke Takagi,1:47.750,2:09.435,2:17.337,2:15.020,2:11.743,2:04.524,1:26.269,1:25.068,1:25.121,1:25.596,1:29.097,1:26.662,1:25.555,1:25.309,1:25.779,1:25.112,1:25.745,1:26.262,1:34.702,1:59.263,1:37.076,1:42.000,1:48.438,1:28.824,1:30.378,1:26.689,1:27.375,1:26.292,1:25.787,1:24.848,1:24.990,1:25.483,1:25.232,1:37.722,1:55.436,1:49.363,1:48.258,1:47.576,1:53.251,1:50.818,1:50.365,1:44.476
Johnny Herbert,1:46.520,2:08.885,2:17.147,2:14.850,2:12.157,2:04.310,1:25.995,1:24.663,1:24.511,1:25.096,1:24.621,1:24.450,1:24.694,1:24.551,1:24.391,1:24.167,1:24.223,1:26.422,1:31.147,1:33.767,1:31.630,1:29.843,1:28.278,1:27.490,1:27.071,1:26.823,1:24.472,1:24.123,1:23.552,1:23.312,1:23.410,1:23.010,1:23.603,1:23.857,1:36.061,2:02.783,1:38.405,1:36.676,1:37.415,1:38.108,1:38.989,1:38.527,1:36.415,1:35.735,1:35.910,1:35.518,1:36.368,1:52.368,1:31.252,1:28.680,1:27.893,1:27.653,1:27.348,1:26.393,1:25.996,1:25.683,1:25.591,1:25.591,1:24.835,1:24.732,1:24.534,1:23.984,1:23.847,1:23.985,1:24.583,1:25.415
Mika Salo,1:42.389,2:10.183,2:15.273,2:15.131,2:13.090,2:06.187,1:25.111,1:24.117,1:24.287,1:24.787,1:24.531,1:24.747,1:24.341,1:24.607,1:24.139,1:24.045,1:24.184,1:26.137,1:32.305,1:37.078,2:22.018,1:32.421,1:36.745,1:45.843,1:25.567,1:25.183,1:24.403,1:23.607,1:24.142,1:25.278,1:23.404,1:24.348,1:24.033,2:01.743,1:46.692,1:47.373,1:46.591,1:47.078,1:50.532,1:50.232,1:47.100,1:45.596,1:45.198,1:51.491
Mika Häkkinen,1:34.573,2:11.172,2:15.862,2:14.438,2:13.967,2:07.317,1:23.303,1:22.711,1:23.980,1:23.546,1:23.850,1:24.243,1:23.999,1:23.830,1:23.804,1:23.471,1:23.787,1:25.368,1:30.334,1:36.164,1:57.385,1:35.977,1:43.163,1:44.188,1:46.637,1:23.888,1:24.085,1:24.148,1:25.227,1:24.106,1:24.040,1:24.273,1:24.554,1:31.389,1:41.746,1:44.361,1:45.846,1:44.587,1:46.826,1:47.308,1:47.834,1:44.167,1:41.588,1:38.634,1:36.673,1:33.901,1:31.303,1:30.396,1:29.429,1:27.112,1:27.587,1:24.936,1:23.804,1:23.842,1:23.769,1:23.488,1:26.606,1:24.076,1:24.360,1:24.557,1:23.719,1:23.477,1:21.283,1:21.282,1:22.644,1:23.344
Eddie Irvine,1:39.966,2:10.630,2:15.566,2:15.090,2:13.118,2:05.956,1:24.953,1:23.251,1:24.403,1:25.639,1:24.373,1:24.217,1:23.811,1:25.087,1:23.406,1:23.428,1:24.117,1:24.338,1:28.384,1:34.148,1:33.631,2:10.814,1:28.224,1:27.444,1:25.844,1:25.182,1:24.628,1:24.399,1:23.966,1:23.777,1:23.647,1:24.056,1:25.738,1:25.470,1:38.136,1:44.924,1:45.899,1:47.564,1:47.564,1:51.451,1:57.791,1:38.173,1:37.911,1:38.287,1:34.775,1:32.660,1:33.787,1:34.357,1:35.344,1:46.374,1:26.950,1:26.822,1:26.597,1:25.365,1:24.334,1:25.353,1:26.140,1:25.017,1:24.353,1:24.528,1:23.584,1:25.213,1:23.231,1:22.490,1:22.332,1:22.990
Jean Alesi,1:43.104,2:10.182,2:16.231,2:14.624,2:12.655,2:05.755,1:25.151,1:24.561,1:24.113,1:25.551,1:35.111,1:23.801,1:23.205,1:23.153,1:23.097,1:23.224,1:23.952,1:25.500,1:31.467,1:33.287,1:31.078,1:29.876,1:28.140,1:27.568,1:26.336,1:26.230,1:23.941,1:25.552,1:48.570,1:25.036,1:24.812,1:24.224,1:25.484,1:25.534,1:39.432
Heinz-Harald Frentzen,1:31.066,2:12.957,2:16.251,2:14.684,2:13.521,2:08.256,1:23.139,1:22.987,1:23.822,1:23.619,1:23.968,1:24.147,1:24.025,1:23.881,1:23.804,1:23.596,1:23.704,1:25.316,1:27.871,1:32.527,1:30.305,1:28.197,1:26.839,1:26.467,1:25.210,1:24.821,1:23.305,1:22.707,1:22.082,1:22.695,1:22.266,1:24.197
Marc Gené,1:50.313,2:09.924,2:16.932,2:15.447,2:12.001,2:02.459,1:27.657,1:25.905,1:25.586,1:26.817,1:26.389,1:26.315,1:25.394,1:25.647,1:25.395,1:25.282,1:25.627,1:26.472,1:32.710,1:34.086,1:34.773,1:31.133,1:30.368,1:28.099,1:26.995,1:25.928,1:25.004,1:24.734,1:24.019,1:23.657,1:25.558,1:23.687,1:25.439,1:28.046,2:04.099,1:43.063,1:43.674,1:41.674,1:45.478,1:43.337,1:44.167,1:42.607,1:40.567,1:38.518,1:36.754,1:34.244,1:31.999,1:31.206,1:31.734,1:29.388,1:28.441,1:29.244,1:28.217,1:27.192,1:26.403,1:26.115,1:25.268,1:25.091,1:25.176,1:24.948,1:24.949,1:25.624,1:24.136,1:23.891,1:24.501,1:23.965
