Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
Alessandro Zanardi,1:53.792,1:43.606,1:38.994,1:37.349,1:37.434,1:38.690,1:37.616,1:37.975,1:38.518,1:37.608,1:37.239,1:37.158,1:59.361,1:45.135,1:47.838,1:39.865,2:00.043,1:42.460,1:37.959,1:37.146
Luca Badoer (BAD),1:50.605,1:38.891,1:39.858,1:37.916,1:39.974,1:41.207,1:37.818,1:39.136,1:39.257,1:37.812,1:37.764,1:37.434,1:37.321,1:37.912,2:25.806,1:46.753,1:45.052,1:42.231,1:40.980,1:37.511,1:40.931,1:42.105,1:50.356,2:31.731,2:24.991,1:39.855,1:37.628,1:39.204,1:37.073,1:37.897,1:37.230,1:38.441,2:04.483,1:43.125,1:38.677,1:38.548,1:44.908,1:39.473,1:38.941,1:38.874,1:38.398,1:38.841
Toranosuke Takagi,1:53.267,1:38.734,1:38.137,1:37.641,1:38.324,1:38.421,1:36.685,1:37.451,1:36.747,1:36.769,1:36.323,1:36.352,1:37.496,1:38.347,1:42.523,2:02.785,2:19.257,1:44.758,1:37.584,1:36.948,1:36.775,1:40.931,1:59.726,2:33.564,2:25.195,1:39.637,1:37.136,1:36.424,1:36.158,1:36.421,1:36.265,2:01.644,1:41.332,1:37.092,1:36.810,1:36.771,1:36.639,1:36.569,1:35.976,1:36.387,1:37.210,1:36.365,1:36.761,1:39.707,1:40.294,1:37.318,1:36.411,1:36.164,1:36.141,1:35.877,1:36.068,1:36.867,1:36.207,1:36.069,1:36.461,1:35.987,1:36.040
Pedro Diniz,1:48.414,1:38.249,1:36.793,1:36.258,1:36.364,1:36.187,1:36.267,1:35.904,1:36.022,1:35.204,1:35.183,1:35.084,1:34.748,1:38.602,1:58.508,2:06.838,2:20.200,1:40.825,1:36.434,1:37.043,1:36.294,1:40.386,2:03.611,2:34.374,2:25.718,1:38.196,1:36.382
Mika Häkkinen,1:41.552,1:34.679,1:34.023,1:34.253,1:34.147,1:33.782,1:34.209,1:34.161,1:33.309,1:34.069,1:34.201,1:34.640,1:35.132,1:35.092,1:37.349,2:46.596,2:31.363,2:49.179,2:04.571,2:04.223,2:07.725
Eddie Irvine,1:44.639,1:36.915,1:36.345,1:36.030,1:35.565,1:35.750,1:35.234,1:35.312,1:35.187,1:34.899,1:34.822,1:34.644,1:34.514,1:34.525,1:38.351,2:29.712,2:30.152,1:37.425,1:34.793,1:34.791,1:34.271,1:38.363,2:14.661,2:33.551,2:26.518,1:35.265,1:33.784,1:33.925,1:33.560,1:34.331,1:33.717,1:33.709,1:33.647,1:55.297,1:38.758,1:34.941,1:34.932,1:34.488,1:34.416,1:34.728,1:34.747,1:34.358,1:33.886,1:33.713,1:33.909,1:33.868,1:33.757,1:35.212,1:34.928,1:34.809,1:34.167,1:34.419,1:34.217,1:34.559,1:34.375,1:34.766,1:35.503
Heinz-Harald Frentzen,1:45.387,1:37.329,1:36.456,1:36.350,1:35.481,1:35.761,1:35.287,1:35.444,1:35.029,1:35.021,1:35.003,1:34.507,1:34.859,1:34.502,1:37.312,2:29.186,2:29.966,1:38.432,1:34.630,1:35.250,1:34.101,1:37.914,2:14.384,2:33.449,2:26.646,1:35.390,1:33.935,1:33.797,1:33.803,1:34.606,1:34.164,1:33.703,1:33.378,1:55.761,1:39.544,1:35.995,1:35.330,1:34.925,1:34.898,1:34.807,1:34.002,1:34.160,1:34.287,1:34.533,1:34.047,1:34.328,1:34.143,1:34.403,1:34.013,1:34.957,1:34.140,1:34.403,1:34.490,1:34.032,1:33.907,1:33.659,1:33.460
Marc Gené,1:55.964,1:42.140,1:39.572,1:39.950,1:38.778,1:39.324,1:38.159,1:41.501,1:38.814,1:38.641,1:38.618,1:37.874,1:38.109,1:39.917,1:40.530,1:43.702,2:16.256,1:43.948,1:38.677,1:37.454,1:40.902,1:38.716,2:15.331,2:15.841,2:24.129
Olivier Panis,1:54.475,1:42.506,1:37.512,1:37.675,1:37.323,1:39.659,1:37.830,1:37.578,1:36.124,1:36.111,1:36.124,1:36.028,1:35.910,1:37.491,1:42.566,2:02.771,2:18.862,1:43.906,1:37.873,1:36.743,1:36.994,1:40.584,2:00.163
Ricardo Zonta (ZON),1:49.005,1:38.089,1:38.930,1:36.182,1:35.791,1:36.148,1:36.423,1:35.927,1:37.165,1:36.093,1:35.802,1:35.749,1:34.756,1:35.697,2:11.526,1:56.848,2:16.887,1:40.953,1:37.591,1:36.300,1:36.704,1:41.536,2:01.209,2:33.618,2:25.277,1:38.664,1:37.200,1:36.744,1:35.970,1:36.148,2:05.094,1:39.842,1:36.361,1:36.973,1:37.157,1:36.523,1:37.056,1:36.236,1:35.908,1:36.807,1:37.351,1:35.790,1:36.740,1:35.608,1:36.588,2:03.286,1:40.861,1:35.198
